abandoned	bigadZA_huA/KAlI/pariwyakwa/CodZA_huA/
over	bahuwa_lAxa_xe/saMpUrNa_marammawa_kara/bahuwa_garma_kara/meM/se_aXika/Bara/nIce_girA_huA/sarvawra/kriketa_kI_ovara/bAhya/ko_lekara/se_Upara/ke_Upara/para/Kawma/usase_aXika/se/waka/ke_samaya/
overwhelm	awyaXika/parABUwa_ho/aXika_BAvanA_prakata_kara/
overwork	awyaXika_kArya_yA_pariSrama/awyanwa_pariSrama_kara/
owe	xeya/uXAra_raha/kA/qNI_ho/
own	svIkAra_kara/ApA/datakara/uciwa_sammAna/mAnyawA/apanA/aXikArI_ho/svayaM/
pace	cAla/pragawi/weja_gawi/gawi/raPwAra/kaxama/cahalakaxamI_kara/
pacific	praSAnwa/sWira/
package	baNdala/pEketa/pEkeja/pulinxA/gaTarI_banA/
pack	bAzXane_ke_liye_prayukwa_paxArWa/CodZa/Beja/baMxa_kara/sAmAna_raKa/prakrama/sAmAna_bAzXa_le/sAmAna_raKA/sAmAna_bAzXA/bAzXa/lapetA/ekawriwa/motI_parawa/BarA_huA/xabA/Bara/raKa/bahuwa_KA/samUha/gaTarI_banA/
paddle	nAva_KenA/beMwa_se_mAra/pAnI_meM_cala/cappU/
padlock	wAlA/wAlA_lagA/
pad	kAgajZa_yA_soKawe_kI_gaddI/gaxxI/manxagawi_se_cala/havAI_addA/Bara_xe/vyarWa_kA_viswAra_xe/gaddI/havAI_pattI/BarA_ho/gaxxIxAra/BarI_ho/so/jalAvawaraNa_addA/
paint	kalAkqwi/raMga/razga/
pain	xarxa/xarxa_ho/
pair	jodZA/jodZA_banA/yugma/jodA/
pale	bADZa/PIkA/bAdZA/PIkA_padZa_jA/PIkA_kara_xe/
palisade	kataGarA/kataGarA_ba/
pall	arUcikara_ho/labAxA/nIrasa_ho_jA/
palm	wAfa_kA_pefa/haWelI/mArA/muTTI_meM_raKa/manA/CutakArA_pA/hAWa_meM_raKa/xiKAvA_kara/xe/
palpitate	kAzpa/XadZaka/
pal	mEwrIpUrNa_vyavahAra_raKa/miwrawA_kara/miwra/
pamper	xulArA/bahuwa_lAdZa_pyAra_kara/
pandemic	xeSavyApI/viSvamArI/
panel	cOKatA/xala/pattI/xillA_lagA/
panic	sanwrAsa/sanwrAswa_ho/
pant	eka_CotA_SvAsa/cAha/hAzPa/
pan	paladA/AlocanA_kara/saPala_ho/GumA/suXara/pakA/Barjana_pAwra/Bunane_kI_kaDAI/wavA/wasale_meM_kuCa_Xo/
paper	kAgaja/pawra/leKApawra/pepara/kAgajI/samAcAra_pawra/praSna_pawra/SoXapawra/CupA/
parachute	havAI_CawarI/havAI_jahAja_se_uwara/
parade	jalUsa/praxarSana_kara/
parallel	samAna/samAnawA/samAnAnwara/awulanIya/wulanA/samAnwara/samAMwara/wulanIya/barAbarI_kara/
paramilitary	upasEnika/saha_sEnika/
paraphrase	BAvAnuvAxa/paxAnvaya_kara/
pardon	mAPI/mAPa_kara/
park	gAdZI_sWAna/uxyAna/KadA_kara/gAdZI_KadI_kara/
parrot	wowA/aMXAnukaraNa_kara/
parse	SAbxaboXa_ho/SAbxaboXa_kara/
participant	BAga_lene_vAlA/
particular	viSiRta/samAna/
part	aMSakAlika/aMSakAlIna/alagAI/xe/BAga/BUmikA/purjA/Kula/alaga_ho/hissA/tukadA/kiraxAra/aMSa/kuCa_samaya/ke_anwaragawa/viBakwa_ho/
par	KarAba_hAlawa/Osawana_acCA/apekRiwa/asvasWa/Osawa_se_kama/aMka/barAbara/barAbarI_kara/
party	Boja/xala/uwsava/tolI/pArtI/pArtI_meM_jA/
passable	svIkArya/pAraNIya/
passage	mArga/anucCexa/gujaranA/gamana/galiyArA/yAwrA/pravAha/gujAra_kara/
pass	GumA/ke_rupa_meM/saMpanna_ho/calA/gujZara_jA/vApisa_kara/gujZara/pawA_nahIM_cala/AwA_raha/mAnA_jA/ke_nAma_para_jo_mila/A/xe/CodZa/Age_baDZa/behoSa_ho/bAzta/anaxeKA_kara/mila/Pera/PeMka/pAra_kara/pahuZca/pAsa_kara/pAsa_ho/pAriwa_kara/jA/saPalawA/xarrA/cakkara/caraNa/sunA/pAsa/uwwIrNa_kara/uwwIrNa_ho/gujarA/gujAra/jAne_xe/saPala_ho/manA_kara/xe_xe/PEla/sOMpa_xe/kara/
pastel	halkA_PIkA_raMga/pestala/
paste	leI/cipakA/
pastoral	pAxarI_sambanXI/grAmya/
past	piCalA/ke_pare/bIwa_gayA/BUwakAla/BUwapUrva/bAxa_meM/pare/pAsa_se_ho_kara/bajakara/ke_bAxa/baja_ke/bagala_se/ke_Age/kala/
patch	nipatA/BU_KaMda/tukadZA/jodZa/XabbA/cakawA/samaya/pEbanxa_laga/sulaJAnA/kRewra/pEbanxa/koda/TIka_kara/TIka_kara_xe/waya_kara/sulaJA/banA/viPala_hone_ke_xOra/
patent	prawyakRa/kisI_AviRkAra_kA_pUrNa_aXikAra/sanaxa_xekara_aXikAra_kI_rakRA_kara/spaRta/
patient	XEryavAna/marIjZa/
patrician	aBijAwika/kulIna_jana/
patrol	gaSwI_tolI/paharA_xe/
pattern	racA_huA/warIkA/namUnA/anukaraNa_kara/
patter	wadZawadZAhata/patapatA/
pat	anukUla/wuraMwa/WapakI/WapaWapA/ratA-ratAyA/SAbASI/rata_jA/poMCa/tikiyA/walASI_le/ratI/atala/TIka/
pause	virAma/ruka/
pawn	pExala_moharA/giravI_raKa/
paw	paMjA/paMje_se_Kuraca/
pay	vewana/vewana_xe/sajZA_xe/acCe_pariNAma_lA/XyAna_xe/xe/pEse_xe/CudA/paise_xe/lABaxAyI/lABaxAyI_ho/cukA/arpiwa_kI/axA_kara/Pala_mila/kImawa_cukA/kimawa_axA_kara/xiye_jA/saPala_raha/BugawAna_kara/ho/
peaceful	SAMwa/SAMwipUrNa/
peace	amana/SAMwi_priya/SAMwi/SAMwi_xAyaka/
peach	pIca_raMgavAlA/AdZU/
peak	SiKara_vAlA/SiKara/SiKara_para_pahuzca/kEriyara_kI_UzcAI/
peal	TahAkA/gadZagadZA/KanaKanAI/gadZagadZAhata/KanaKanAhata/TahakAyA/
peck	caMcu_prahAra/coMca_mAra/cUma/cumbana/WodZA_KAyA/
pedal	pEdZala/pEdZala_calA/
pedestrian	nIrasa/pAxacArI/
peep	JAzka/cIM-cIM/cIM-cIM_kara/
peer	bAhara_JAzka/wAka/kenxra/hamaumra/samakakRa/jofa/JAzkA/xeKa/
peeve	kruxXa_huA/ciDZA/
peg	KUztI/KUztI_lagA/kAraNa/gADZA_ho/tAzga_xe/PeMka/sWira_kara/socA/mahawvahIna/sambanXiwa/samaJa_jA/kadZI_mehanawa_kara/mara/
pelt	KAla/PZeMka/BAga/barasa/weja/mAra/weja_cala/
penance	prAyaSrciwa/wapasyA/wapaScaryA/wapasWalI/
pencil	peMsila/ciwriwa_kara/leKAMkiwa_kara/bahuwa/
penetrate	sUkRma/Gusa/pAra_xeKa/pahuzca/Bexa/samaJa/pahacAna/jA/samaJa_A/
pen	kalama/liKa/bAdA/bAde_meM_baMxa_kara/reKAMkiwa_kara/baMxa_kara_xe/
people	loga/
pep	sPUrwi_xe/masAlexAra_banA/kriyASIla_ho/baDZA/joSa/
perceive	mahasUsa_kara/anuBava_kara/
perch	bETA_huA/addA/basA/bETAyA/bETa/
perennial	saxAbahAra/bArahamAsI/
perfect	acUka/bilkula_TIka/pUrNaBUwa/paripUrNa_kara/
performance	upalabXi/praxarSana/
perform	kara/kArya_kara/praxarSana_kara/caraNABiReka_kara/pUrA_kara/
perfume	iwra/sugaMXiwa_kara/
periodic	niyawakAlika/niyawakAla_meM/
period	mAsikaXarma/avaXi/kAla/prAcIna/samaya/
perishable	bigadanevAlA/vinASIla/
perish	mAra_xenevAlA/mara/
perjure	nyAyAlaya_meM_JUta_bolane_kI_prakriyA/nyAyAlaya_meM_JUta_bola/
perk	jAna_A/parilabXi/
permeate	PZEla_raha/sarobAra/PZEla_jA/BarA_ho/pAragamya/risawA_ho/
permit	samBava_na_ho/anumawi_xe/
perm	bAloM_ko_lahariyAxAra_banAne_kI_kriyA/bAloM_ko_lahariyAxAra_banA/
perplex	jatila/vyAkula/vyAkula_kara/
persevere	aXyavasAyI/niranwara_prayawna_karawe_raha/
persian	PArasI_BARA_yA_PArasI/PArasI_BARA/
persist	adZa_jA/xqDa_raha/
person	loga/vyakwi/
persuade	rAjI_kara/
pervert	kAmavikqwa/vikqwakAmI/gumarAha_kara/vikqwa_kara/xurupayoga_kara/
peter	XIre_XIre_samApwa_ho_jA/
pet	pAlawU/pAlawU_jAnavara/xulAra/
phase	kramaSaH_samApwa_kara/caraNoM_meM_kara/caraNa/
phenomena	pariGatanA/
philosophy	sixXAnwa/
phone	telIPZona/PZona_kara/
photograph	PZotogrAPI_kara/PZoto/PZoto_KIMca/
physically	aBiprAya/SArIrika/
physical	BOwika/SArIrika/
picket	XaranA_xe/rUkAvata_dAla/XaranA/XaranEwa/GerA_dAla/
pickle	acAra/acAra_banA/
pick	WodZA_sA_le/eka_ke_bAxa_eka_mArawe_jA/nArAjZa_ho/pahacAna_le/cuna_le/uTA_le/cUna_le/hatA_le/cayana/warakkI_kara/sIKa/pakadZa/cAta_kara/nikAla_le/mola_le/KA/le_jA/baDZa/kurexa/bajA/Kola/CixrAnveRaNa_kara/kAta_xe/vicAra_jAna/ehawiyAwa_se_cala/cukA/soca_vicAra_karake_cuna/xoRa_Koja/Pira_se_samBAla/KoxanI/cuna/
picture	ciwra/kalpanA_kara/mAnasa_ciwra/calaciwra/ciwraNa/ciwriwa_kara/PZoto/parxA/varNana/PZilma/manohara_vaswu/wasvIra/
piddle	mahawwvahIna/peSAba_kara/
piece	tukadA/kalAkqwi/joda/purjA/leKa/xUra/laya/moharA/nibaMXa/
pierce	wIvra/Cexiwa_kara/beXa_xe/
piffle	mahawwvahIna_bAwa/bakavAsa/
piggy	suara_ke_jEsA/suara/
pigtail	CotI_cotI/veNI/
pig	suara/bahuwa_KA/
pile	Dera/Dera_laga/
pillage	lUtamAra/lUta/
pillow	wakiyA/sahArA_xe/
pill	wakalIPaxeha/rozexAra_bana/golI/
pilot	prAyogika/vimAna_cAlaka/calA/
pinch	cikotI/cikotI_kAta/cutakI/muSkila_se/xabA/giraPwAra_kara/curA/kama_Karca_kara/wodZa/eka_bAra/
pine	cIda_kA_peda/lAlasA_kara/Soka_meM_dUba/cIdZa_kI_lakadZI/
ping	sanasanAhata/sanasanA/yAxa_xilA_xe/
pink	gulAbI_raMga_kA/gulAbI_raMga/Sora_kara/
pinpoint	sahI/sUcyagra/
pint	bIyara/deDa_pAva/
pin	xe/AlapIna/pina_lagA/xoRa_lagA/billA/bAzXA/pataka/bazXA_huA/pEra/patakA/xabA/pina/lagA/
pioneer	mArga_praSaswa_karanevAlA/agragAmI/mArga_praSaswa_kara/
pipe	sItI_jEsA/viSeRa_nApa_kA_pAipa/bola/bAsurI/cahacahA/bawA/sajA/Ane_laga/veNu_bajA/nala_se_le_jA/pAipa/
pip	bIja/najZaxIkI_se_harA/Xvani_saMkewa/
pique	KZijAyAhuA/KZIja/KIja/
piss	piyA_huA/cale_jA/mUwra/mUwa/mUrKwA/nakala/ciDa_jA/
pitcher	picara/jaga/
pitch	JukAhuA/kara/Pata_padZa/Kela_ke_lie_sWAna/sWira_kara/samaJA/vicAra-vimarSa_kara/baDZa/wAna/sahAyawA_kara/PeMka/Pazsa/sWApiwa_kara/iswemAla_kara/wArawva/pica_anwarAla/cUdI_anwarAla/gAdZa/
pit	gadDA/gadDe_banA/KarAba/BadZakAye_jA/guTalI/anxara/gadDexAra/
pivot	GUma/AXAriwa/nirBara_kara/kenxra_binxU/
place	sWAna/raKa/pAyA_huA/wEnAwa_kara/lagA_kara/sWiwa/nOkarI_xe/pahacAnA/xe/Coda/dAla_xe/pahacAna/nakZala_kara/lagA/
plague	pareSAna_ho/pareSAna_ho_jA/vinASa_kara/waMga_kara/pareSAna_kara/wraswa_kara/
plain	spaRta/pUrNawayA/sAXAraNa/samawala_BUmi/sAxA/
planetary	gqha_saMbaMXI/graha_saMbanXI/
plane	vimAna/swara/samawala/jahAja/samawalIya/canAra/ranxA/
plant	kAraKAnA/pOXA/ropa/boI/boI_jA/
plan	yojanA2/yojanA_banA/yojanA/
plaster	lagA/Daka/cipaka/lIpa/cipake_ho/cipakA/plAstara/palaswara_kara/
plate	caxxara/pleta/mulammA_lagA/
player	pleara/vAxaka/axAkAra/KilAdZI/
play	harA_xe/aBinaya_kara/nIcA_xiKA/lABa_uTA/cApalUsI_kara/avajFA_kara/nAtaka/Kela/SarArawa_kara/niBA/baja/bajA/calA/axA_kara/wmASA/pareSAna_kara/kama_mahawwava_xe/soca/
please	Ananxa_xAyaka_raha/kqpayA/KuSa_ho/KuSI_ho/KuSa_kara/
plea	aBivacana_kara/pEravI_kara/nivaxana/nivaxana_kara/
pledge	praNa/prawijFA_kara/prawijFA_ho/prawijFA/
plenty	bahuwa_sArA/aXika_mAwrA_meM/paryApwa/
plight	gaMBIra_sWiwi/prawijFA_kara/
plod	pariSramI/pariSrama_se_cala/
plonk	A_Xamaka/Xama/saswI_SarAba/pataka/
plop	CapAka/CapAka_kI_Xvani_kara/kUxa/gira/dAla/bETI/JoMka/
plosive	sparSa_XvanyAwmaka/sparSa_Xvani/
plot	kaWAnaka/rUpa_reKA_banA/RafayaMwra/RafayaMwra_raca/BUKaNda/liKI_ho/AleKa/
plough	vApisa_le/hala/jowa/
pluck	sAhasa/bacAyA/woda/KIzcA/pawwI_wofanA/jutA_pA/jutA_le/nikAla/Ceda/Kica_kara/kaI_bAra_KIMca/nikAlA_jA/ocA/bacAe_jA/
plug	plaga/dAta_lagA/pracAra_kara/Bara/kAma_kara/gucCA/tukafA/pracAra/pracAra_kAryakrama/hAWa/kamI_pUrI_kara/golI_mAra/raKa/
plumb	nalasAjZI/TIka/gaharAI_meM_jAna/
plume	para_se_ABURiwa/para/GamaNda_kara/bAxala/
plummet	sAhula/wejZI_se_gira/
plump	gira_padZa/cuna/golamatola/PulA/XadZAma/girA_xe/
plunder	lUtamAra/lUta/
plunge	dubakI/girAvata/dUbanA/gowA_lagA/CalAzga_lagA/Bigo/kama_ho/gira/se_nIce_kI_ora_A_rahI_hE/XazsA_xe/waka_girA/GoMpA/dubA_xe/PazsA/
plunk	A_Damake/patakA/patakane_kI_AvAja/saswI_SarAba/bajAne/bajAyA/bajA/JoMka/bETiye/patakanA/
ply	motAI/AnA-jA/becawe/iswemAla_kara/parawa/
poach	garama_pAnI_meM_walanA/anaXikAra/pakA/avEXa_SikAra_kara/SikAra_ho/hAsila_kara/DaMga/
pocket	jeba/jeba_meM_raKa/CotA_samUha/
poetic	kAvyAwmaka/
poignant	pEnI/wejZa/wIKA/haqxya_vixAraka/
point	samaya/aMka/muxxA/tIpatApa/xiKA/XyAna_AkarRiwa_kara/nukIle/nukIlA/iSArA_kara/mAwrA/bAwa/rAya_xe/bAwa_mAna/bAwa_meM_xama/noka/mawalaba/jarUrI_nahIM/sImA_waka/Axawa/pakRa/sAra/kRaNa/xOra/jagaha/binxu/biMxu/bAwa_raKa/vicAra/bAwa_samaJanA/bAwa_xoharAnA/muxxe_para_A/isase_BI_jarUrI/sImA/binxU/xaSamalaba/haxa_waka/wAna/XyAna_xilA/sWAna/arWa/sWira_binxu/sWiwi/binxu_se_binxu/safkewa_kara/nirxiRta_kara/dAla/Pokasa_biMxu/saMkewa_kara/kAztA/waWya/
poise	saMwuliwa/saMwulana/saMwuliwa_kara/
poison	jahara_milA/viRa_milA/xURiwa_kara/xURiwa_AhAra/mAra/bigAda/viRa_xe/viRAkwIkaraNa/viRa/xURiwa_ho/
poke	DUzDZa/kozcawA_rahA/kozcA/JAzkA/kuzca/nikala/mukkA/dAlA/GusA_xe/Dakela/
pole	Xruva/Cora/cala/KamBA/
police	pulisa/s/nigarAnI_raKa/
polished	cikanI/pariRkqwa/
polish	pAliSaxAra/samApwa_kara/poYliSa/camakA/
polite	namra/
poll	mawaxAna/vota_prApwa_kara/
ponce	vyarWa_samaya_gazvA/vESyA_kI_kamAI_para_rahanevAlA_puruRa/
ponder	soca/
pong	xurganXa/xurganXa_xe/
pool	bahuwa_aXika_mAwrA/saMKyA/pUla_Kela/wAla/ikatTA_kara/
poorly	asvasWa/lastamapastama/alpa/bahuwa_halke/
poor	garIba/KarAba/becArA/amIra_garIba/kamajora/kama/xIna/xInoM/p/garIbo/alpa/
pop	prakata_ho/mara/nikala_jA/acAnaka_najZara_A/wadaka/jA/raKa/Pata/BUna/A/dAla/mAra/pahana/Jatake_se/le/pUCa/mukkA/pOpa/
popular	lokapriya/
populate	basa/AbAxI_vAlA/basA/
population	nivAsI/janasaMKyA/
pore	CotA_Cexa/pariSIlana_kara/
portable	suvAhya/vAhya/
portion	BAga/bAzta_xe/
pose	xiKAvA_kara/muxrA/xiKAvA/xe/muxrA_banAI/praswuwa_kara/
posh	SAnaxAra/uccavargIya/uccavargIya_logoM_jEse/
position	sWiwi/raKa_xe/jagaha/sWAna/paxa/xarjZA/vicAra/xqRtikoNa/XAraNA/prawiRTA/
positively	spaRta_rupa_se/niSciwa_rUpa_se/sakArAwmaka_rupa_se/XanAveSIwa/
positive	sakArAwmaka/XanAveSa/XanAwmaka/
possess	yukwa_ho/pAsa_raKa/raKa/pAsa/XAraNa_kara/
possible	SAyaxa/samBava/samBAvya_prawyASI/
postpone	Age_baDA/sWagiwa_kara_xe/sWagiwa_kara/vilaMba_kara/tAla_xe/xera_kara/
post	paxa/KaMbA/dAka_se_Beja/cipakA/dAka/BejA/byOrA_xe/paxa_le/cOkI/leKa/bAxa/niyukwa_kara/niyukwa_kara_xiye_jA/
posture	?id/muxrA/xiKAvA_kara/
potential	sAmarWya/SakwiSAlI/sWiwija/
potter	kumhAra/vyarWa_GUma/
pot	barawana/gamale_meM_lagA/niSanA_lagA/burI_hAlawa/pakA/saMkRipwa/niSAnA_lagA/mErIjuAnA/niSAnA/
potty	mUrKa/pOtI/
pouch	nigala/WElI_meM_raKa/WElI/
pounce	Japata/pakadZa/
pound	Xvani/pAunda/mAra/bAdZA/prahAra/pIsa/XadZaka/KataKatA/BAga/cala/Xamaka/GUma/baja/A/mehanawa_kara/
poured	dAlA/
pour	mUsalAXAra_varRA_ho/bahAyA/umadI/dAla/nikalI/nikAla_xe/ulata/weja_ho/mUsalAXAra_varRA/baha/
powder	cUrA/pIsa/pAudara/pAudara_lagA/
power	UrjAvAna/Sakwi/samarWa_banA/samarWa_ho/niyanwraNa/sawwA/bijalI/sAmarWya/kRamawA/aXikAra/CamawA/Sakwi_sAXanoM_ke_rUpa/
practical	vyAvahArika/
practice	vakAlawa/calana/aByAsa/kAryapraNAlI/paramparA/Axawa/cikiwsakIya_peSA/peSe/aByAsa_kara/vAswava_meM/dAktarI_kara/vyavahAra/
practise	pAlana_kara/cikiwsakIya_peSA/vakAlawa_kara/vakAlawa_kA_peSA/kiye_gaye/aByAsa/
praise	praSaMsA_kara/praSaMsA/
prattle	wuwalAhata/bakabaka_kara/bakabaka/
precipitate	vega_se_girA_xe/vega_se_gira/
precise	yaWAwaWya/
predicate	viXeya/niScayapUrvaka_kaha/
predict	BaviRya_bawalA/pUrvAnumAna/anumAniwa/BaviRya_kaWana/BaviRyavANI/anumAna_lagA/prAgukwa_kara/
preface	prAkkaWana/AmuKa_liKa/
prefix	upasarga/prAraMBa_meM_lagA/pahale/
pregnant	garBavawI/
prejudge	pUrvanirNaya_le/pUrvanirNaya_nikAla/pUrvanirNaya/
prejudice	pUrvAgrAhI/pUrvAgraha/pakRapAwa/aruci/
preliminary	prAraMBika/prAraMBika_wEyArI/
premier	praXAna/praXAna_maMwrI/
premium	aXimUlya/bImA-kiswa/aparyApwa/bImA_kiSwa/
preparation	wEyArI/viracana/
prepare	wEyAra_raha/wEyArI_kara/banA/wEyAra_kara/racanA_kara/wEyAra/waya_kara/praswuwa_kara/
prepossess	AkarRaka/praBAviwa_kara/
present	upahAra/varwamAna/BeMta_vaswu/upasWiwa/varwamAnakAla/paricaya_karA/praxAna_kara/avagawa_kara/peSa_kara/upasWiwi/xe/praswuwa_kara/virAjiwa/sAmanA_kara/
preservative	parirakRiwa/saMrakRaka/
preserve	saheja_kara_raKa/parirakRiwa_Pala/banAe_raKa/
president	rARtrapawi/aXyakRa/
preside	sancAlana_kara/
press	xabAva_meM_honA/karawe_raha/xabA/prEsa/s/awyAvaSyaka/xabAva_dAlakara_vaswu_banAnA/pawrakAriwA/Kisaka_jA/
pressure	xabAva/kA/xAba/xabAva_dAla/
presumably	saMBavawaH/
presume	PAyaxA_uTA/mAna_le/XaqRtawA_kara/sAhasa_kara/
pretence	bahAnA/kapata/xiKAvA/
pretty	bahuwa/kAPI/manorama/kAPZI/manohara/sunxara/
pre	pUrva_krayAXikAra_se_prApwa_kara/
previous	piCalA/pUrvavarwI/prAraMBika/
prey	AkramaNa_kara/SikAra/lUta/SikAra_kara/SikAra_bana/
price	mUlya/mUlya_nirXAriwa_kara/
prickle	kAztA/cuBA/
prickly	kAztexAra/
prick	KadZe_kara/Kadze_kara/Cexa/XikkArA/cuBana/XikkAra/Ahawa/cuBa/cuBane_laga/
pride	gOrava/aBimAna/garva_kara/
primary	Axya/eka_prakAra_kA_nirvAcana/mUla/muKya/prAramBika/praImarI/prAWamika/
prime	muKya/bahAra/wEyAra_kara/muKya_kAraNa/aBAjya/uwkarRa/bahuwa_mahawvapUrNa/pahalA/uwkqRta/
primitive	Axima/prAcIna/
principal	pramuKa/prAcArya/
print	muxraNa_kalA/CapAI/CApa/reKA_ciwra/
private	nijI/vyakwigawa/ekAnwa/nijI_aspawAla/anwarmuKI/
privilege	viSeRAXikqwa/prAXikAra/
privy	gupwa_jAnakArI/SOcagqha/
prize	mUlyavAna/puraskAra/mahawwva_xe/
probable	saMBaviwa/saMBAvya/
probate	parivIkRA_karane/parivIkRA/pramANiwa_icCApawra/saMpramANiwa_kara/
probe	jAzca_saMbanXI/salAI/jAzca_padawAla_kara/
procedure	kAryaviXi/paxXawi/
proceed	kArravAI/Age_baDa/
process	prakriyA/saMsAXiwa_kara/prasaMskaraNa/DAla/
prod	ukasAne_kI_jarUrawa/ukasAyA/ukasAne_kI_prakriyA/cuBana/gafAyA/cuBA/
producer	nirmAwA/banAne_vAlA/uwpAxaka/
produce	kara/upaja/xe/pExA_kara/nikAlA/banA/uwpanna_kara/uwpanna/uwpanna_ho/nikAla/
production	SarmaPala/praxarSana/nirmANa/praswuwi/pExAvAra/praswuwikaraNa/racanA/uwpawwi/uwpAxana/
productive	upajAU/uwpAxaka/
product	guNanaPala/paxArWa/pariNAma/uwpAxiwa/uwpAxa/
profane	sAMsArika/anAxara_kara/
profess	Awma_GoRiwa/xAvA_kara/svIkAra_kara/
profit	lABa/lABa_uTA/
profound	gahana/aWAha/parama/gamBIra/vicAraNIya/gaharA/
programme	programa_liKane_kA_warIkA/kAryakrama/kAryakrama_banA/
programming	progrAming/
program	progrAma/yojanA_yA_programa_banA/
progressive	pragawiSIla/
progress	pragawi/Age_baDa/
projection	prakRepa/pUrvAnumAna/yojanA/
project	pariyojanA/pariyojanA_kara/xarSA/pariyojanA_ke_anurUpa/
prominence	KyAwi/viSiRtawA/UzcA_sWAna/mahawva/praKyAwi/
prominent	mahawwvaSAlI/pramuKa/uBarI_huI/
promise	vAxA_kara/se/kA/prawiBA_kI_samBAvanA/saPalawA_kI_samBAvanA/saPala_cikiwsA_kI_samBAvanA/vAxA/
promote	baDAvA_xe/pracAra_kara/sahAyawA_kara/warakkI_ho/uBAranA/
prompt	anuboXana/wawkAla/TIka/preriwa_kara/
prone	KawarA/OMXA/pravqwwi/
pronounce	suna/GoRaNA_kara/bAwa_kara/GoRiwa_kara/uccAraNa_kara/
proof	aBexya/pramANa/paraKA/
propel	preriwa_kara/Xakela/
proper	uciwa/
property	guNa/sampawwi/
prophylactic	roganiroXI/roganiroXaka/
proportion	samAnupAwika/samAnupAwa/
propose	praswAva_raKa/praswAviwa_kara/
proposition	praswAva/praswAva_raKa/
prospect	AsAra/KojZa/
prostitute	veSyA/nIca_kAma_meM_laga/
prostrate	paCAfa_KA_kara/nissahAya_ho_jA/OMXe_muzha/xaNdavaw_kara/
protestant	protestaMta/protestEnta/
protest	viroXa/viroXa_kara/
proud	aBimAnI/SAnaxAra/
prove	sixXa_huA/sixXa_kara/sixXa_ho/sAbiwa_ho/
provider	prabanXaka/praxAwA/praxAyinI/
provide	ASraya_xe/baSarwe_ki/praxAna_kara/kAnUnI_aXikAra/xAyiwva/yojanA_banA/yaxi/vyavasWA_kara/xe/xiyA_jA/mila/baSarwe/prApwa_ho/upalabXa_kara/upalabXa_karavA/xe_jA/wEyAra_kara/upalabaXa_karA/
provincial	prAnwIya/prAnwavAsI/
provision	KAxya_sAmagrI/prabanXa/
prowl	KojawA_Pira/SikAra_Kojawe_Pira/GumawA_Pira/Guma/
prune	kAta-CAzta/AlUbuKArA/CAzte_hue/kAtanA-CAzta/CaztAI/
pry	muSkila_se/wAzka_JAzka_kara/
pseud	xiKAvatI/
psychotic	mAnasika/mAnasika_rugNawA/
pt	BAga/piMta/binxu_yA_aMka/powa/
publicity	loka_prasixXi/pracAra/
public	sArvajanika/janawA/
publish	prakASana/prakASiwa_kara/prakASiwa/prakASiwa_ho/
puff	PUlA_huA/JakorA/PUzka-PUzkakara_nikAla/PUzka_mAra/JoMkA/XuzA_Cofa/hAzPa/XuzA_Cofawe_hue_anxara_A/kaSa/awiSaya_praSaMsA/hAzPawe_hue_caDa/sUja_jA/paPa/PUla/
pull	pICe_hata/xUra_hata/mAMsa-peSI_KiMcAva/GasIMtA/nIce_kara/uwArA/saPala_ho/pahana/jIviwa_raha/Upara_uTA_le/girA_xe/Kizca_gaI/giraPwAra_kara/pahuzca/ruka/hata/nikAla_xe/TIka_ho_jA/milakara_kAma_kara/caDawe_hue/bAhara_KIMca/Age_nikala/cala/pICe_hatA/AkarRiwa_kara/corI_kara/KIMca/KiMcAI/uKAda/calane_laga/KIMca_kara/xabAva/
pulp	Burwe_jEse/saswI/lugaxI_banA/gUxexAra/gUxA/
pulse	nAdZI_spanxa/kAzpa/spanxiwa_ho/xAla/Svasana/
pump	uwsAhiwa_kiyA_jA/pampa/Bara/baDA/BejA/nikAla/nikala/uTA/Xadaka/xabA/jAnakArI_prApwa_kara/hilA/hila/mAra/havA_Bara/kasarawa_kara/pracAra_kara/dAla_xe/kAma_kara/weja_kara/dAla/
punch	praBAva/mukkA/Cexa_kara/jora_se_xabAyA/mukkA_mArA/Cexa/jAnaxAra_banA/Sarabawa/Cexaka_yanwra/
puncture	Cexa_kara/CexanumA/Cixriwa/KarAba/Ahawa_kara/PatA_huA/paMcara/samApwa_kara/
punk	paMka/ugra_vyakwi/
punt	bAjI/bAjI_lagA/PeMka/genxa_PeMka/tAla/doMgI/doMgI_meM_GUma/
puny	SakwihIna/axanA/
pupil	vixyArWI/AMKa_kI_puwalI/SAgirxa/puwalI/
purchase	KarIxa/
pure	neka/pUrNawayAH/viSuxXa/nirmala/SuxXa/
purge	nikAla/mukwa_kara/pariRkaraNa/SuxXa_kara/
purification	svacCIkaraNa/SoXana/
purify	SuxXa_kara/pAvana_kara/
purple	alaMkArika/jAmunI/
purr	GuraGurA/GuraGurAhata/
pursue	lAgU_kara/banA/Koja/anusaraNa_kara/pA/apanA/le/prApwa_kara/Age_baDa/pICA_kara/
pursuit	walASa/lakRya/
push	jA/burA_vyavahAra/kinAre_hatA/pICe_Dakela/Xakela/XakkA/prakRepiwa_kara/
putrid	baxabUxAra/BaxxA/burA/BraRta/
putt	geMxa_para_prahAra/mAra/
