#Structure_of_the_file:
#English-compound-word	Hindi-meaning	Hindi-paxasUwra	category	Head_position	Root/Word-meaning(meaning-type)
,_in_short_,	saMkRipwa_meM#saMkRipwa_meM#noun#4#RM
mean_solar_second	mAXya_sOra_sEkanda#mAXya_sOra_sEkanda#noun#3#RM
mean_solver_second	mAXya_vileyaka_sEkeNda#mAXya_vileyaka_sEkeNda#noun#3#RM
mean_time_between_failures	aMwarviPalawA_mAXya_kAla#aMwarviPalawA_mAXya_kAla#noun#4#RM
mean_time_to_failure	viPalawA_mAXya_kAla#viPalawA_mAXya_kAla#noun#4#RM
mean_time_to_repair	marammwa_mAXya_kAla#marammwa_mAXya_kAla#noun#4#RM
mean_value_function	mAXya_mUlya_Palana#mAXya_mUlya_Palana#noun#3#RM
means_of_production	uwpAxana_ke_sAXana#uwpAxana_ke_sAXana#noun#1#RM
means_of_subsistence	nirvAha_sAXana#nirvAha_sAXana#noun#1#RM
measure_of_location	sWAnanirXAraNa_mApa#sWAnanirXAraNa_mApa#noun#1#RM
measured_service	mApiwa_sevA#mApiwa_sevA#noun#2#RM
measurement_book	mApa_puswaka#mApa_puswaka#noun#2#RM
measurement_of	sUcanA_mApana#sUcanA_mApana#noun#1#RM
measures_of_variation	vicaraNa_mApa#vicaraNa_mApa#noun#1#RM
measuring_officer	mApana_aXikArI#mApana_aXikArI#noun#2#RM
measuring_tape	mApaka_yawraM#mApaka_yawraM#noun#2#RM
meat_cleaver	mAMsa_kAtane_kA_BArI_cAkU#mAMsa_kAtane_kA_BArI_cAkU#noun#2#RM
meat_grinder	mAzsa_pIsane_kA_yanwra#mAzsa_pIsane_kA_yanwra#noun#2#RM
mechanic_examiner	mekEnika_parIkRaka#mekEnika_parIkRaka#noun#2#RM
mechanical_advantage	yAnwrika_lABa#yAnwrika_lABa#noun#2#RM
mechanical_and_workshop_division	yAMwrika_evaM_kAraKAnA_praBAga#yAMwrika_evaM_kAraKAnA_praBAga#noun#4#RM
mechanical_aptitude	yAMwrika_aiBavqwwi#yAMwrika_aiBavqwwi#noun#2#RM
mechanical_boiler_inspector	yAMwrika_boYyalara_nirIkRaka#yAMwrika_boYyalara_nirIkRaka#noun#3#RM
mechanical_calculator	yAMwrika_parikalaka#yAMwrika_parikalaka#noun#2#RM
mechanical_defect	yAMwrika_xoRa#yAMwrika_xoRa#noun#2#RM
mechanical_device	maSInI_upakaraNa#maSInI_upakaraNa#noun#2#RM
mechanical_dictionary	yAMwrika_koSa#yAMwrika_koSa#noun#2#RM
mechanical_drawing	yAMwrika_AreKra#yAMwrika_AreKra#noun#2#RM
mechanical_engineer	yAMwrika_iMjIniyara#yAMwrika_iMjIniyara#noun#2#RM
mechanical_engineering	mekenikala_iMjIniyariMga#mekenikala_iMjIniyariMga#noun#2#RM
mechanical_engineering_department	yAMwrika_iMjIniyarI_viBAga#yAMwrika_iMjIniyarI_viBAga#noun#3#RM
mechanical_foreman	yAMwrika_PoramEna#yAMwrika_PoramEna#noun#2#RM
mechanical_mistry	yAMwrika_mi_iwrI#yAMwrika_mi_iwrI#noun#2#RM
mechanical_signal_maintainer	yAMwrika_siganala_anurakRaka#yAMwrika_siganala_anurakRaka#noun#3#RM
mechanical_supervisor	yAMwrika_paryavekRaka#yAMwrika_paryavekRaka#noun#2#RM
mechanical_tabulation_unit	yAMwrika_sAraprIyana_ekaka#yAMwrika_sAraprIyana_ekaka#noun#3#RM
mechanical_testing_inspector	yAMwrika_parIkRaNa_nirIkRaka#yAMwrika_parIkRaNa_nirIkRaka#noun#3#RM
mechanical_translation	yAMwrika_anuvAxa#yAMwrika_anuvAxa#noun#2#RM
mechanical_verifier	yAMwrika_sawyApiwra#yAMwrika_sawyApiwra#noun#2#RM
mechanics_of_market	bAjAra_kI_prakriyA#bAjAra_kI_prakriyA#noun#1#RM
mechanized_cavalry	yaMwra_sajjiwa_aSavArohI_senA#yaMwra_sajjiwa_aSavArohI_senA#noun#2#RM
mechine_tool	upayaMwra#upayaMwra#noun#2#RM
media_access_control	mIdiyA_aBigama_niyaMwraNa#mIdiyA_aBigama_niyaMwraNa#noun#3#RM
media_account	mIdiyA_kA_vivaraNa#mIdiyA_kA_vivaraNa#noun#2#RM
media_consultant	mIdiyA_salAhakAra#mIdiyA_salAhakAra#noun#2#RM
media_drive_selector	mAXyama_drAiva_cayanaka#mAXyama_drAiva_cayanaka#noun#3#RM
media_filter	mIdiyA_Piltara#mIdiyA_Piltara#noun#2#RM
media_resident_software	maXyama_sWiwa_prakriyA_sAmagrI#maXyama_sWiwa_prakriyA_sAmagrI#noun#3#RM
mediation_effort	maXyaswA_kA_prayAsa#maXyaswA_kA_prayAsa#noun#2#RM
medical_advice	dAktarI_salAha#dAktarI_salAha#noun#2#RM
medical_aid	cikiwsA_sahAyawA#cikiwsA_sahAyawA#noun#2#RM
medical_and_para_medical_section	cikiwsA_Ora_parA_cikiwsA_anuBAga#cikiwsA_Ora_parA_cikiwsA_anuBAga#noun#5#RM
medical_and_para_medical_sector	cikiwsA_Ora_parAcikiwsA_anuBAga#cikiwsA_Ora_parAcikiwsA_anuBAga#noun#5#RM
medical_arrangement	cikiwsA_prabaMXa#cikiwsA_prabaMXa#noun#2#RM
medical_assistant	cikiwsIya_sahAyaka#cikiwsIya_sahAyaka#noun#2#RM
medical_attendance_bill	cikiwsA_Karca_bila#cikiwsA_Karca_bila#noun#3#RM
medical_attendance_rules	cikiwsA_niyamAvalI#cikiwsA_niyamAvalI#noun#3#RM
medical_attendant	cikiwsA_paricara#cikiwsA_paricara#noun#2#RM
medical_authority	cikiwsA_prAXikArI#cikiwsA_prAXikArI#noun#2#RM
medical_benefit	cikiwsA-suviXA#cikiwsA-suviXA#noun#2#RM
medical_bill	cikiwsA_bila#cikiwsA_bila#noun#2#RM
medical_board	cikiwsA_AAktarI_borda#cikiwsA_AAktarI_borda#noun#2#RM
medical_building	cikiwsA_sambanXI_imArawa#cikiwsA_sambanXI_imArawa#noun#2#RM
medical_care	cikiwsIya`surakRA#cikiwsIya`surakRA#noun#2#RM
medical_center	cikiwsIya_kenxra#cikiwsIya_kenxra#noun#2#RM
medical_certifcate	cikiwsA#cikiwsA#noun#2#RM
medical_certificate	cikiwsA_pramANapawra#cikiwsA_pramANapawra#noun#2#RM
medical_certificate_of_fitness	svasWawA_pramANapawra#svasWawA_pramANapawra#noun#2#RM
medical_certificate_of_sickness	bImArI_kA_pramANapawra#bImArI_kA_pramANapawra#noun#2#RM
medical_checkup	cikiwsIya_jAzca_padZawAla#cikiwsIya_jAzca_padZawAla#noun#2#RM
medical_community	cikiwsIya_samuxAya#cikiwsIya_samuxAya#noun#2#RM
medical_diagnosis	cikiwsA_nixAna#cikiwsA_nixAna#noun#2#RM
medical_dressing	GAva_kI_marahama_pattI#GAva_kI_marahama_pattI#noun#2#RM
medical_evacuation	rogiyoM_ko_vAyuyAna_xvArA_cikiwsA_upalabXa_karAnA#rogiyoM_ko_vAyuyAna_xvArA_cikiwsA_upalabXa_karAnA#noun#2#RM
medical_examination	svAsWya-parIkRA#svAsWya-parIkRA#noun#2#RM
medical_expenses	cikiwsA_vyaya#cikiwsA_vyaya#noun#2#RM
medical_leave	CuttI-SeRa-nahIM#CuttI-SeRa-nahIM#noun#2#RM
medical_officer	cikiwsA_aXikArI#cikiwsA_aXikArI#noun#2#RM
medical_officer_in_charge	praBArI_cikiwsA_aXikArI#praBArI_cikiwsA_aXikArI#noun#4#RM
medical_practice	cikiwsA_karma#cikiwsA_karma#noun#2#RM
medical_preparations	ORaXIya_nirmiwiyAM#ORaXIya_nirmiwiyAM#noun#2#RM
medical_prognosis	cikiwsIya_agrasUcanA#cikiwsIya_agrasUcanA#noun#2#RM
medical_record_card	cikiwsA_aiBaleKa_pawra#cikiwsA_aiBaleKa_pawra#noun#3#RM
medical_reimbursemet	cikiwsAvyaya_prawipUrwi#cikiwsAvyaya_prawipUrwi#noun#2#RM
medical_relief	cikiwsA_rAhawa#cikiwsA_rAhawa#noun#2#RM
medical_report	cikiwsA_riporwata#cikiwsA_riporwata#noun#2#RM
medical_research_council	cikiwsA_anusaMXAna_pariRax#cikiwsA_anusaMXAna_pariRax#noun#3#RM
medical_school	cikiwsA_vixyAlaya#cikiwsA_vixyAlaya#noun#2#RM
medical_statistical_research_institute	AyurvijFAna_sAMKyikI_anusaMXAna_saMsWAna#AyurvijFAna_sAMKyikI_anusaMXAna_saMsWAna#noun#4#RM
medical_treatment	cikiwsIya_upacAra#cikiwsIya_upacAra#noun#2#RM
medicare_check	cikiwsIya_surakRA_jAzca#cikiwsIya_surakRA_jAzca#noun#2#RM
medicinal_drug	ORaXI_xavA#ORaXI_xavA#noun#2#RM
medicine_ball	xavA_kI_golI#xavA_kI_golI#noun#2#RM
medicine_cabinet	xavAI_kEbaneta#xavAI_kEbaneta#noun#2#RM
medicine_chest	xavAI_petI#xavAI_petI#noun#2#RM
medicine_department	kAya_cikiwsA_viBAga#kAya_cikiwsA_viBAga#noun#2#RM
medico_legal	cikiwsA-viXika#cikiwsA-viXika#noun#2#RM
medieval_and_modern_history_department	maXyakAlIna_Ora_AXunika_iwihAsa_viBAga#maXyakAlIna_Ora_AXunika_iwihAsa_viBAga#noun#5#RM
meditation_board	maXyasWawA_maMdala_aorda#maXyasWawA_maMdala_aorda#noun#2#RM
medium_access_control	maXyama_aBigama_niyaMwraNa#maXyama_aBigama_niyaMwraNa#noun#3#RM
medium_cultivators	maJOle_Kewihara#maJOle_Kewihara#noun#2#RM
medium_of_education	SikRA_mAXyama#SikRA_mAXyama#noun#1#RM
medium_of_exchange	vinimaya_mAXyama#vinimaya_mAXyama#noun#1#RM
medium_scale_integration	maXyama_skela_ekIkaraNa#maXyama_skela_ekIkaraNa#noun#3#RM
medium_sized	maJOle_eaXyama_AkAravAle#maJOle_eaXyama_AkAravAle#noun#2#RM
medium_speed	mAXya_cAla#mAXya_cAla#noun#2#RM
medium_term_storage_device	maXyama_paxa_BaMdAraNa_yukwi#maXyama_paxa_BaMdAraNa_yukwi#noun#4#RM
medium_variety	maJOlI_IicalI_kisma_kA#maJOlI_IicalI_kisma_kA#noun#2#RM
medium_wave	maXya_waraMga#maXya_waraMga#noun#2#RM
meet_operator	avasaMXi_saMkAraka#avasaMXi_saMkAraka#noun#2#RM
meeting_House	bETaka_Gara#bETaka_Gara#noun#2#RM
meeting_house	bETaka_Gara#bETaka_Gara#noun#2#RM
meeting_in_camera	gupwa_bETaka#gupwa_bETaka#noun#3#RM
meeting_of_creditors	lenaxAroM_kI_bETaka#lenaxAroM_kI_bETaka#noun#1#RM
megabits_per_second	megA_bita_prawi_sekeNda#megA_bita_prawi_sekeNda#noun#3#RM
melon_ball	KZarabUjZA#KZarabUjZA#noun#2#RM
melting_point	wApamAna_jisa_para_paxArWa_piGalawA_hE#wApamAna_jisa_para_paxArWa_piGalawA_hE#noun#2#RM
member_bank	saxasya_bEMka#saxasya_bEMka#noun#2#RM
member_function	saxasya_Palana#saxasya_Palana#noun#2#RM
member_in_charge	praBArI_saxasya#praBArI_saxasya#noun#3#RM
member_object	saxasya_vaswu#saxasya_vaswu#noun#2#RM
member_of_finance	vwwi_saxasya#vwwi_saxasya#noun#1#RM
member_of_legislative_assembly	viXAna_saBA_saxasya#viXAna_saBA_saxasya#noun#1#RM
member_of_legislative_council	viXAna_pariRax_saxasya#viXAna_pariRax_saxasya#noun#1#RM
member_of_parliament	saMsaxa_saxasya_FasaMsawsaxasyata#saMsaxa_saxasya_FasaMsawsaxasyata#noun#1#RM
member_record	saxasya_aBileKa#saxasya_aBileKa#noun#2#RM
member_secretary	saxasya-saciva#saxasya-saciva#noun#2#RM
membership_card	saxasyawA_kArda#saxasyawA_kArda#noun#2#RM
membrane_bone	kalAjAwa_asWi#kalAjAwa_asWi#noun#2#RM
memo_of_demands	mAzga_jFApana#mAzga_jFApana#noun#1#RM
memo_posting	jFAmpalqApana_praviRti#jFAmpalqApana_praviRti#noun#2#RM
memo_sheet	jFApana_pawraka#jFApana_pawraka#noun#2#RM
memoranda_of_credits	kreditoM_kA_memoM_MFApana#kreditoM_kA_memoM_MFApana#noun#1#RM
memorandum_and_articles_of_associations	kampanI_kI_bahiniyamAvalI_Ora_anwarniyamAvalI#kampanI_kI_bahiniyamAvalI_Ora_anwarniyamAvalI#noun#3#RM
memorandum_of_association	saMsWA_kI_bahirniyamAvalI#saMsWA_kI_bahirniyamAvalI#noun#1#RM
memorandum_of_deposit	jamA_jFApana_pawra#jamA_jFApana_pawra#noun#1#RM
memorandum_of_object	Apwwi_jFApana#Apwwi_jFApana#noun#1#RM
memorandum_of_objection	Apwwi_jFAna_pawra#Apwwi_jFAna_pawra#noun#1#RM
memorandum_of_reconciliation	samAXAna_vivaraNa#samAXAna_vivaraNa#noun#1#RM
memorandum_of_settlement	samaJOwe_kA_jFApana_pawra#samaJOwe_kA_jFApana_pawra#noun#1#RM
memorial_ceremony	smAraka_samAroha#smAraka_samAroha#noun#2#RM
memorial_day	yAxagAra_xivasa#yAxagAra_xivasa#noun#2#RM
memorial_lecture	smAraka_vyAKyAna#smAraka_vyAKyAna#noun#2#RM
memory_access	memorI_eksesa#memorI_eksesa#noun#2#RM
memory_address_register	smqwi_pawA_paMjI#smqwi_pawA_paMjI#noun#3#RM
memory_allocation	smqwi_niyawana#smqwi_niyawana#noun#2#RM
memory_array	smqwi_saraNI#smqwi_saraNI#noun#2#RM
memory_bank	smqwi_koSa#smqwi_koSa#noun#2#RM
memory_buffer_register	smqwi_baPara_paMjI#smqwi_baPara_paMjI#noun#3#RM
memory_bus	smqwi_basa#smqwi_basa#noun#2#RM
memory_cache	yAxaxASwa_kA_gupwa_BaMdAra#yAxaxASwa_kA_gupwa_BaMdAra#noun#2#RM
memory_capacity	smqwi_kRamawA#smqwi_kRamawA#noun#2#RM
memory_cell	smqwi_koRTikA#smqwi_koRTikA#noun#2#RM
memory_character_format	smqwi_saMprawIka_saMrUpa#smqwi_saMprawIka_saMrUpa#noun#3#RM
memory_compaction	smqwi_saMGanana#smqwi_saMGanana#noun#2#RM
memory_core	smqwi_kora#smqwi_kora#noun#2#RM
memory_cycle_time	smqwicakra_kAla#smqwicakra_kAla#noun#3#RM
memory_data_register	smqwi_AMEYkadZA_paMjI#smqwi_AMEYkadZA_paMjI#noun#3#RM
memory_device	memarI_divAisZa#memarI_divAisZa#noun#2#RM
memory_disable_signal	smqwi_niRkriya_saMkewa#smqwi_niRkriya_saMkewa#noun#3#RM
memory_dump	smqwi_nipAwa#smqwi_nipAwa#noun#2#RM
memory_enable_signal	smqwi_sakriyaNa_saMkewa#smqwi_sakriyaNa_saMkewa#noun#3#RM
memory_exchange	smqwi_vinimaya#smqwi_vinimaya#noun#2#RM
memory_fill	smqwi_pUraNa#smqwi_pUraNa#noun#2#RM
memory_guard	smqwi_rakRaka#smqwi_rakRaka#noun#2#RM
memory_hierarchy	smqwi_paxAnukrama#smqwi_paxAnukrama#noun#2#RM
memory_instruction	smqwi_anuxeSa#smqwi_anuxeSa#noun#2#RM
memory_management	smqwi_prabaMXana#smqwi_prabaMXana#noun#2#RM
memory_management_algorithm	smqwi_prabaMXana_elgoriWma#smqwi_prabaMXana_elgoriWma#noun#3#RM
memory_management_unit	smqwi_prabaMXana_ekaka#smqwi_prabaMXana_ekaka#noun#3#RM
memory_manager	smqwi_prabaMXaka#smqwi_prabaMXaka#noun#2#RM
memory_map	smqwi_prawiciwra#smqwi_prawiciwra#noun#2#RM
memory_mapped_file	smqwi_prawiciwriwa_saMcikA#smqwi_prawiciwriwa_saMcikA#noun#3#RM
memory_mapped_terminal	smqwi_mAnaciwra_tarminala#smqwi_mAnaciwra_tarminala#noun#3#RM
memory_mapped_video	smqwi_prawiciwriwa_vIdiyo#smqwi_prawiciwriwa_vIdiyo#noun#3#RM
memory_mapper_file	smqwi_prawiciwraNa_saMcikA#smqwi_prawiciwraNa_saMcikA#noun#3#RM
memory_mapping	smqwi_prawiciwraNa#smqwi_prawiciwraNa#noun#2#RM
memory_model	smqwi_moYdala#smqwi_moYdala#noun#2#RM
memory_module	smqwi_mAdayUla#smqwi_mAdayUla#noun#2#RM
memory_page	smqwi_pqRTa#smqwi_pqRTa#noun#2#RM
memory_parity	smqwi_samawA#smqwi_samawA#noun#2#RM
memory_pointer_register	smqwi_sUcaka_paMjI#smqwi_sUcaka_paMjI#noun#3#RM
memory_power	smqwi_Sakwi#smqwi_Sakwi#noun#2#RM
memory_protection	smqwi_rakRaNa#smqwi_rakRaNa#noun#2#RM
memory_reference_instruction	smqwi_saMxarBa_anuxeSa#smqwi_saMxarBa_anuxeSa#noun#3#RM
memory_register	smqwi_paMjI#smqwi_paMjI#noun#2#RM
memory_resident_package	smqwi_vAsI_pEkeja#smqwi_vAsI_pEkeja#noun#3#RM
memory_resident_program	smqwi_vAsI_progrAma#smqwi_vAsI_progrAma#noun#3#RM
memory_unit	smqwi_ekaka#smqwi_ekaka#noun#2#RM
memory_workspace	smqwi_kAryakRewra#smqwi_kAryakRewra#noun#2#RM
menial_establishment	cawurWa_varga_sWApanA#cawurWa_varga_sWApanA#noun#2#RM
menstrual_blood	mAsika_rakwa#mAsika_rakwa#noun#2#RM
mensuration_officer	kRewramiwi_aXikArI#kRewramiwi_aXikArI#noun#2#RM
mental_ability	mAnasika_kRamawA#mAnasika_kRamawA#noun#2#RM
mental_anguish	mAnasika_vexanA#mAnasika_vexanA#noun#2#RM
mental_attitude	mAnasika_aBivqwwi#mAnasika_aBivqwwi#noun#2#RM
mental_balance	mAnasika_sanwulana#mAnasika_sanwulana#noun#2#RM
mental_block	mAnasika_avaroXa#mAnasika_avaroXa#noun#2#RM
mental_capacity	mAnasika_kRamawA#mAnasika_kRamawA#noun#2#RM
mental_confusion	mAnasika_pareSAnI#mAnasika_pareSAnI#noun#2#RM
mental_disorder	mAnasika_roga#mAnasika_roga#noun#2#RM
mental_disturbance	mAnasika_uwwejanA#mAnasika_uwwejanA#noun#2#RM
mental_hospital	mAnasika_cikiwsAlaya#mAnasika_cikiwsAlaya#noun#2#RM
mental_imagery	mAnasika_parikalpanA#mAnasika_parikalpanA#noun#2#RM
mental_measurement	mAnasika_mApaxaNda#mAnasika_mApaxaNda#noun#2#RM
mental_model	mAnasika_moYdala#mAnasika_moYdala#noun#2#RM
mental_skill	mAnasika_kOSala#mAnasika_kOSala#noun#2#RM
mental_test	mAnasika-parIkRaNa#mAnasika-parIkRaNa#noun#2#RM
mental_testing	mAnasika-parIkRaNa#mAnasika-parIkRaNa#noun#2#RM
mentioned_above	uparyukwa#uparyukwa#noun#2#RM
mentioned_therein	meM_ulliKiwa#meM_ulliKiwa#noun#2#RM
menu_bar	menU_roXa#menU_roXa#noun#2#RM
menu_driven	menU_cAliwa#menU_cAliwa#noun#2#RM
menu_driven_program	menU_cAliwa_progrAma#menU_cAliwa_progrAma#noun#3#RM
menu_selection	menU_prasUcI#menU_prasUcI#noun#2#RM
menu_tree	menU_vqkRa#menU_vqkRa#noun#2#RM
mercantile_agency	vANijyikIya_saMsWA#vANijyikIya_saMsWA#noun#2#RM
mercantile_agent	vyApArika_aiBakarwA_AjeMta#vyApArika_aiBakarwA_AjeMta#noun#2#RM
mercantile_business	vyApArika_kArobAra#vyApArika_kArobAra#noun#2#RM
mercantile_custom	vyApAra_aAprijya_praWA#vyApAra_aAprijya_praWA#noun#2#RM
mercantile_document	vyApArika_praleKa_aaswAveja#vyApArika_praleKa_aaswAveja#noun#2#RM
mercantile_information_bureau	vyApAra_sUcanA_byUro#vyApAra_sUcanA_byUro#noun#3#RM
mercantile_law	vyApArika_viXi#vyApArika_viXi#noun#2#RM
merchandise_account	vyApArika_leKe#vyApArika_leKe#noun#2#RM
merchandise_goods	vyApArika_mAla#vyApArika_mAla#noun#2#RM
merchandise_mark	paprya_cinha#paprya_cinha#noun#2#RM
merchandise_marks_act	pAya_cihna_aXiniyama#pAya_cihna_aXiniyama#noun#3#RM
merchandise_sales	vANijya_vaswu_kI_bikrI#vANijya_vaswu_kI_bikrI#noun#2#RM
merchant_Bank	vyApAra_ke_lie_karja_xene_vAlA_aXikoRa#vyApAra_ke_lie_karja_xene_vAlA_aXikoRa#noun#2#RM
merchant_Navy	vyApArI_jahAja#vyApArI_jahAja#noun#2#RM
merchant_bank	vyApArI_bEMka#vyApArI_bEMka#noun#2#RM
merchant_banking	vyApArI_bEMkiMga#vyApArI_bEMkiMga#noun#2#RM
merchant_navy	vyApArI_jahAja#vyApArI_jahAja#noun#2#RM
mercury_barometer	pArA_bEromItara#pArA_bEromItara#noun#2#RM
mercury_cell	pAraxa_sela#pAraxa_sela#noun#2#RM
mercury_chloride	pAraxa_klorAida#pAraxa_klorAida#noun#2#RM
mercury_delay_line	pAraxa_vilaMba_lAina#pAraxa_vilaMba_lAina#noun#3#RM
mercury_wetted_relay	pAraxa_sikwa_rile#pAraxa_sikwa_rile#noun#3#RM
mercy_killing	xayA_karake_mAranA#xayA_karake_mAranA#noun#2#RM
mercy_petition	xayA_yAcikA#xayA_yAcikA#noun#2#RM
merge_exchange_sort	vilaya_vinimaya_CaMtAI#vilaya_vinimaya_CaMtAI#noun#3#RM
merge_order	vilaya_krama#vilaya_krama#noun#2#RM
merge_sort	CaMEYtAI_vilaya#CaMEYtAI_vilaya#noun#2#RM
mergeable_heap	vilaWazya_rASi#vilaWazya_rASi#noun#2#RM
merged_transister_logic	vilayiwa_trAMjistara_warka#vilayiwa_trAMjistara_warka#noun#3#RM
merger_candidate	vilaya_ummIxavAra#vilaya_ummIxavAra#noun#2#RM
merit_badge	KUbiyoM_kA_wamagA#KUbiyoM_kA_wamagA#noun#2#RM
merit_increase	gupravawwA_vqxXi#gupravawwA_vqxXi#noun#2#RM
merit_list	yogyawA-kramasUcI#yogyawA-kramasUcI#noun#2#RM
merit_rating	guprAMkana#guprAMkana#noun#2#RM
merit_scholarship	yogyawA_CAwravqwwi#yogyawA_CAwravqwwi#noun#2#RM
meritorious_service	sarAhanIya_sevA#sarAhanIya_sevA#noun#2#RM
merits_and_demerits	gupra_xoRa#gupra_xoRa#noun#3#RM
merry_bells	KuSI_kI_GaMtiyAz#KuSI_kI_GaMtiyAz#noun#2#RM
mescal_bean	meskala_PalI#meskala_PalI#noun#2#RM
mesh_network	jAlAkRi_jAlakrama#jAlAkRi_jAlakrama#noun#2#RM
mess_manager	BojanAlaya_prabaMXaka#BojanAlaya_prabaMXaka#noun#2#RM
mess_supervisor	BojanAlaya_paryavekRaka#BojanAlaya_paryavekRaka#noun#2#RM
message_authentication	saMxeSa_aBipramANana#saMxeSa_aBipramANana#noun#2#RM
message_authenticator	saMxeSa_pramANaka#saMxeSa_pramANaka#noun#2#RM
message_block	saMxeSa_KaMdaka#saMxeSa_KaMdaka#noun#2#RM
message_box	saMxeSa_koRtI#saMxeSa_koRtI#noun#2#RM
message_buffering	saMxeSa_baParana#saMxeSa_baParana#noun#2#RM
message_checker	saMxeSa_padZawAlakarwA#saMxeSa_padZawAlakarwA#noun#2#RM
message_circuit	saMxeSa_paripaWa#saMxeSa_paripaWa#noun#2#RM
message_circuit_noise	saMxeSa_paripaWa_rava#saMxeSa_paripaWa_rava#noun#3#RM
message_control_flag	saMxeSa_niyaMwraNa_pawAkA#saMxeSa_niyaMwraNa_pawAkA#noun#3#RM
message_data_set	saMxeSa_AMkadZA_samuccaya#saMxeSa_AMkadZA_samuccaya#noun#3#RM
message_display_console	saMxeSa_praxarSa_kansola#saMxeSa_praxarSa_kansola#noun#3#RM
message_error_record	saMxeSa_wruuti_aBileAKa#saMxeSa_wruuti_aBileAKa#noun#3#RM
message_exchange	saMxeSa_vinimaya#saMxeSa_vinimaya#noun#2#RM
message_field	saMxeSa_kRewra#saMxeSa_kRewra#noun#2#RM
message_format	saMxeSa_saMrUpa#saMxeSa_saMrUpa#noun#2#RM
message_handling_service	saMxeSa_niyaMwraNa_sevA#saMxeSa_niyaMwraNa_sevA#noun#3#RM
message_handling_system	saMxeSa_niyaMwraNa_praNAlI#saMxeSa_niyaMwraNa_praNAlI#noun#3#RM
message_header	saMxeSa_praveSikA#saMxeSa_praveSikA#noun#2#RM
message_logging	saMxeSa_saMleKana#saMxeSa_saMleKana#noun#2#RM
message_mode	saMxeSa_viXA#saMxeSa_viXA#noun#2#RM
message_numbering	saMxeSa_aMkana#saMxeSa_aMkana#noun#2#RM
message_passing	saMxeSa_preRaNa#saMxeSa_preRaNa#noun#2#RM
message_polling	saMxeSa_kramavaraNa#saMxeSa_kramavaraNa#noun#2#RM
message_processing_program	saMxeSa_prakramaNa_kramAxeSa#saMxeSa_prakramaNa_kramAxeSa#noun#3#RM
message_queue	saMxeSa_paMkwi#saMxeSa_paMkwi#noun#2#RM
message_routing	saMxeSa_anumArgaNa#saMxeSa_anumArgaNa#noun#2#RM
message_sequence_number	saMxeSa_anukrama_saMKyA#saMxeSa_anukrama_saMKyA#noun#3#RM
message_service	saMxeSa_sevA#saMxeSa_sevA#noun#2#RM
message_source	saMxeSa_srowa#saMxeSa_srowa#noun#2#RM
message_switch	saMxeSa_svica#saMxeSa_svica#noun#2#RM
message_switching	saMxeSa_svicana#saMxeSa_svicana#noun#2#RM
message_switching_centre	saMxeSa_svicana_kenxra#saMxeSa_svicana_kenxra#noun#3#RM
message_switching_network	saMxeSa_svicana_netavarka#saMxeSa_svicana_netavarka#noun#3#RM
message_system	saMxeSa_praNAlI#saMxeSa_praNAlI#noun#2#RM
message_telecommunication	saMxeSa_xUrasaMcAra#saMxeSa_xUrasaMcAra#noun#2#RM
message_text	saMxeSa_pATa#saMxeSa_pATa#noun#2#RM
message_transfer_agent	saMxeSa_aMwaraNa_aBikarwA#saMxeSa_aMwaraNa_aBikarwA#noun#3#RM
message_transfer_part	saMxeSa_aMwaraNa_BAga#saMxeSa_aMwaraNa_BAga#noun#3#RM
messenger_boy	saMxeSa_vAhaka#saMxeSa_vAhaka#noun#2#RM
meta_assembler	aXikodAMwaraka#aXikodAMwaraka#noun#2#RM
meta_compilation	aXi_anuBARaNa#aXi_anuBARaNa#noun#2#RM
meta_compiler	aXi_anuBARaka#aXi_anuBARaka#noun#2#RM
meta_language	mahABARA#mahABARA#noun#2#RM
metal_detector	XAwu_Kojaka#XAwu_Kojaka#noun#2#RM
metal_drum	XAwu_kA_drama#XAwu_kA_drama#noun#2#RM
metal_fatigue	XAwu_kamajorI#XAwu_kamajorI#noun#2#RM
metal_worker	XAwu_kA_kAma_karane_vAlA#XAwu_kA_kAma_karane_vAlA#noun#2#RM
metalled_road	pakkI_sadZaka#pakkI_sadZaka#noun#2#RM
metallic_bond	XAwu_sambanXa#XAwu_sambanXa#noun#2#RM
metallic_element	XAwvika_wawva#XAwvika_wawva#noun#2#RM
metallic_facility_terminal	XAwvika_suviXA_tarminala#XAwvika_suviXA_tarminala#noun#3#RM
metallic_money	XAwu_muxrA#XAwu_muxrA#noun#2#RM
metallic_reserve	XAwu_rijarva#XAwu_rijarva#noun#2#RM
metallurgical_engineer	XAwu_vijFAna_kA_iMjIniyara#XAwu_vijFAna_kA_iMjIniyara#noun#2#RM
metalworking_machine	XAwu_kA_kAma_karane_kI_maSIna#XAwu_kA_kAma_karane_kI_maSIna#noun#2#RM
meteorological_assistant	mOsama_sahAyaka#mOsama_sahAyaka#noun#2#RM
meteorological_conditions	mOsama_saMbanXI_hAlAwa#mOsama_saMbanXI_hAlAwa#noun#2#RM
meteorological_department	mOsama_vijFAna_viBAga#mOsama_vijFAna_viBAga#noun#2#RM
meteorological_observatory	mOsama_prekRaprAlaya#mOsama_prekRaprAlaya#noun#2#RM
meteorological_observer	mOsama_prekRaka#mOsama_prekRaka#noun#2#RM
meter_inspector	mItara_nirIkRaka#mItara_nirIkRaka#noun#2#RM
