ecclesiastic commissioner	carca_kamiSnara
hire purchase agreement	kirAyA_KarIxa_anubaMXa_aarAra
hire purchase assets	kirAyA_KarIxa_parisampawwiyAM
hire purchase day book	kirAyA-KarIxa_rojanAmacA

hire purchase interest account	kirAyA_KarIxa_byAja_leKA
hire purchase ledger	kirAyA_KarIxa_KAwA
hire purchase memoranda accounts	kirAyA_KarIxa_jFApana_leKe
hire purchase payment	kirAyA_KarIxa_axAyagI
hire purchase sales account	kirAyA_KarIxa_bikrI_leKA
hire purchase stock account	kirAyA-KarIxa_stAka_leKA
hire purchase stock schedule	kirAyA-KarIxa_stAka_anusUcI
hire purchase trading account	kirAyA-KarIxa_vyApAra_leKA
hire purchase	kiSwoM_para_KarIxanA
his excellency	parama_SreRTa
his majesty	mahAmahima
his request be acceded to	usakI_prArWanA_svIkAra_kI_jAe
historical cost	paramparAgawa_lAgawa
historical document	EwihAsika_xaswAvejZa
historical section	iwihAsa_anuBAga
history of service	sevA_vqwwa
history sheet	iwivqwwa
hit and miss	kaBI_kAma_karanA_kaBI_nA_karanA
hit and run	vAhana_xvArA_Ahawa_kara_BAga_jAnA
hit list	Ese_vyakwiyoM_kI_sUcI_jinakI_hawyA_kI_jAnI_hE
hit man	pEse_lekara_hawyA_karane_vAlA.peSevara_hawyArA
hit parade	sabase_aXika_bikane_vAle_gAnoM_kI_sUcI
hit rate	prApwi_xara
hit ratio	prahAra_anupAwa
hoar frost	GAsa_para_jamI_osa
hobby horse	priya_viRaya
hobnail boot	cOdZe_mawWe_vAlI_CotI_kIla_lage_bUta
hockey clinic	hAkI_cikiwsAlaya
hockey coach	hAkI_koca
hockey stick	hAkI_Kelane_kI_CadZI
hocus pocus	jAxU_manwara
hog badger	BAlU_sUara
hog cholera	sUkara_hEjA
hog shead	pIwA
hoi polloi	jana_sAXAraNa_loga
hoity toity	aBimAnI
hold good	mAnya_honA
hold in abeyance	prAsWagiwa_raKanA
hold lien on post	paxa_para_punagrarhaprAXikAra_honA
hold meeting	bETaka_karanA
hold off	xUra_raKanA[rokanA]
hold opinion with	sahamawa_honA
hold out	banA_rahanA
hold over	sWagiwa_karanA
hold state	XAraNa_avasWA
hold the floor	jZimmexArI_lenA
hold up	praxarSiwa_karanA
holder for value	mUlyArWa_XAraka
holder in due course	hakaxAra_XAraka
holder of bill	bila_auMdI_XAraka
holder of cheque	cEka_XArI
holding cell	niyaMwraNa_koSA
holding company	kampanI_jo_Seyara_ko_apane_niyanwraNa_meM_raKawI_hE
holding of land	jowa_BUmi
holding sub division of	jowoM_kA_upa_viBAjana
holding the line	swara_sImana
holding the price line	mUlya_swara_sImana
hole and corner policy	gupwa_nIwi
holiday camp	avakASa_Sivira
holiday centre	avakASa_kenxra
holiday home	avakASa_gqha
holiday maker	sElAnI
holiday resort	avakASa_saxana
holiday sales	avakASa_meM_bikrI
holiday with pay	savewana_CuttI
hollerith punch operator	hOlariWa_paMciwra_pracAlaka
holy Father	popa
holy Spirit	paviwra_AwmA
holy communion	paviwra_vicAroM_kA_AxAna-praxAna
holy father	popa
holy ghost	xivya_AwmA
holy land	PilaswIna
holy of holies	yahUxiyoM_ke_maMxira_kA_sabase_BIwara_kA_BAga
holy orders	purohawABiReka
holy spirit	paviwra_AwmA
holy war	Xarma_yuxXa
holy week	istara_ravivAra_ke_pahale_kA_sapwAha
home Secretary	gqhasaciva
home appliance	GarelU_upakaraNa
home brew	GarelU_kADZA
home buyer	Gara_KarIxane_vAlA
home centred	gqha_kenxriwa
home consumption	gqha_aMwarika_upaBoga
home delivery	xara_supurxagI_IahuMcAnA
home department	gqha_viBAga
home directory	nijI_nirxeSikA
home district	gqha_ji_ilA
home economics	gqha_prabaMXa_kI_paDAI
home grown	Gara_meM_upaja_kiyA_huA
home guard	homagArda
home industry	gqha_uxyoga
home leave passage	svaxeSa_CuttI_yAwrA_vyaya
home made	svaxeSI
home market	xeSI_bAjAra
home office	gqhamaMwrAlaya_kA_kAryAlaya
home page	AmuKa_pqRTa
home rule	surAjya
home run	pUrNa_saPalawA
home science assistant	gqhavijFAna_sahAyaka
home secretary	gqha_saciva
home town	gqha_nagara
home trade	AMwarika_aeSI_vyApAra
home travel concession	gqha_yAwrA_riyAyawa
home truth	katusawya
homestead exemption	vAsa_BUmi_CUta
homo morphism	samarUpawA_samakAriwA
homo sapiens	prajAwi
homogeneous coordinate	samAMgI_nirxeSAMka
honest broker	JagadZoM_meM_maXyasWawA_karane_vAlA
honesty theory	sawyaniRTA_sixXAMwa
honey badger	Sahaxa_bijjU
honey bear	sunaharA_BAlU
honey berry	sarasaPala
honey bun	SahaxavAlA_pAva
honey cake	Sahaxa_se_banA_keka
honey eater	Sahaxa_KAne_vAlA
honey tongue	mITI_jubAna
honeydew melon	KarabUjA
honky tonk	eka_waraha_kA_pyAno_se_bajI_jAjZa_saMgIwa
honorary adviser in homeopathy	mAnaxa_homiyopEWI_salAhakAra
honorary capacity	avEwanika_hEsiyawa
honorary degree	sAmmAnika_upAXi
honorary dental advisor	mAnaxa_xaMwa_salAhakAra
honorary secretary	mAnaxa_saciva
honorary statistical advisor	mAnaxa_sAMKyikI_salAhakAra
honorific prefix	sammAna_Sabxa
honoris causa	mAnaxa
honour cheque	cEka_kA_BugawAna
honourably acquitted	sasammAna_barI_kara_xiyA_gayA
hooded cloak	Sirovaswra
hooded coat	topIvAlI_kota
hook up	eka_kenxra_kA_xUsare_kenxra_se_judZA_honA
hoop la	cakrAkAra_vaswu_kA_Kela
hop count	hOYpa_kAunta
hoped for	vAMCiwa_va_saMBava
horizontal filing system	anuprasWa_PAila_paxXawi
horizontal fragmentation	kREwija_KaMdana
horizontal layout	kREwija_rUpareKA
horizontal line	padZI_reKA
horn rimmed	sIMga_se_banA_caSme_kA_Prema
horned chameleon	sIMgoMvAlA_giragita
horned dinosaur	sIMga_vAlA_dAinosOra
horror novel	darAvanA_upanyAsa
horror stricken	BayaBIwa
horror struck	bahuwa_darA_huA
horse barn	GudZasAla
horse bean	GudZa_sema
horse blanket	GodZe_kA_kambala
horse breeding	GodZoM_kA_prajanana
horse cavalry	aSva_risAlA
horse chestnut	bana_KOra
horse doctor	paSu_cikiwsaka
horse drawn	GodoM_se_KIMcA_huA
horse race	GudZaxOdZa
horse races	GudZa_xOdZa
horse racing	GudaxOdabAjZI
horse sense	sAmAnya_buxXi
horse trading	KarIxa_ParOkwa
horseshoe arch	GodZe_kI_nAla_jEsI_meharAba
horticulture inspector	uxyAna_nirIkRaka
horticulture mistry	uxyAna_mi_iwrI
horticulture superintendent	uxyAna_aXIkRaka
horticulture supervisor	uxyAna_paryavekRaka
hospital attendant	cikiwsAlaya_paricAraka
hospital bed	cikiwsAlaya_kA_palaMga
hospital care	cikiwsAlaya_surakRA
hospital chain	haspawAla_SrqMKalA
hospital chaplain	aspawAla_kA_pAxarI
hospital day	aspawAla_xivasa
hospital for mental diseases	mAnasika_roga_aspawAla
hospital leave	aspawAlI_CuttI
hospital steward	cikiwsAlaya_stuarda
hospital storekeeper	cikiwsAlaya_BaMdArI
hospitalisation policy	cikiwsA_vyaya_pAlisI
hospitality allowance	sawkAra_BawwA
hospitality grant	awiWya_anuxAna
host address	paricAraka_pawA
host computer	paricAraka_kaMpyUtara
host language	praXAna_BARA
host name	paricAraka_nAma
host processor	paricAraka_prakramaka
hostel accommodation	hostala_AvAsa
hostel superintendent	CAwrAvAsa_aXIkRaka
hostel warden	CAwrAvAsa_vArdana
hostile expedition	SawruwApUrNa_aBiyAna
hostile takeover effort	viroXapUrNa_aXikAra_kA_prayAsa
hot air baloon	gubbArA
hot blooded	uwwejanaSIla
hot cake	garama_capAwI
hot cereal	garama_sIriyala
hot chocolate	hAta_cAkaleta
hot cross bun	gola_keka_jo_gudaPrAide_ke_xina_KAwe_hEM
hot dog	garama_kabAba
hot favourite	xOda_ko_jIwane_vAlA_prawiyogI
hot field	hOYtaPIlda
hot flush	rajonivqwwi_meM_mahilAoM_ko_uRNawA_mahasUsa_karanA
hot java	hOYta_jAvA
hot key	sakriya_kuMjI
hot line	sIXI_saMcAra_vyavasWA
hot money	aXika_byAja_vAlA_Xana
hot pluggable drives	sakrIya_anulagnIya_drAiva
hot potato	viRama_parisWiwi
hot seat	xAyiwvapUrNa_paxa
hot spot	rAjanIwika_saMkata_Ane_kA_sWAna
hot spring	garama_pAnI_kA_sowA
hot stuff	prawiBASAlI
hot tempered	garama_mijAjI
hot water bottle	garama_pAnI_kA_AXAna
hot wire	garama_wAra
hotch potch	sammiSrika_aviBakwa_sampwwi
hotel bill	hotala_kA_bila
hotel brand	hotela_kA_brEnda
hotel chain	hotala_SrqMKalA
hound dog	SikArI_kuwwA
hour hand	GadZI_meM_GaMtA_bajAne_vAlI_suI
hour rate	xaMtA_xara
hourly wage rate	xaMtevAra_majZaxUrI_xara
hours employment	kAma_ke_GaMte
hours of employment	kAma_ke_GaMte
house arrest	najara_baMxI
house benefit	vAsa-suviXA_xene_vAlI_sWAnIya_kOMsila
house bill	AMwarika_bila
house brand	Gara_kA_brEnda
house breaker	seMXa_lagAne_vAlA
house building advance	gqha_nirmANa_agrima
house building' advance	gqha_nirmANa_karjA
house cat	Gara_kI_billI
house centipede	Gara_kA_kanaKajUrA
house estate	niyojiwa_Gara
house husband	Gara_kA_saMcAlana_karane_vAlA_vyakwi
house inspector	Bavana_nirIkRaka
house keeper	gqha_prabaMXaka
house keeping	leKana_saMbaMXI_Anwarika_kArya
house magazine	saMsWA_pawrikA
house next door	agalA_makAna
house of God	girajAGara
house of Representatives	amerikA_ke_cune_hue_saBA_ke_prawiniXi
house of commons	nicalA_saxana
house of correction	suXAra_gqha
house of god	girajAGara
house of lords	britena_kA_ucca_saxana
house of parliament	saMsaxa_Bavana
house of people	loka_saBA
house of representatives	amerikA_ke_cune_hue_saBA_ke_prawiniXi
house party	pArtI_jisameM_mehamAna_Wode_xina_Taharawe_hEM
house physician	sWAnIka_cikiwsaka
house plant	Gara_ke_aMxara_ugAyA_jAne_vAlA_CotA_pOXA
house property	gqha_sampwwi
house proud	Gara_kI_maryAxA
house rent allowance	makAna_kirAyA-BawwA
house rent	makAna_kirAyA
house sit	makAna_mAlika_kI_anupasWiwi_meM_kirAye_vinA_rahanA
house sitter	makAna_kI_raKavAlI_karane_vAlA
house surgeon	hAusa_sarjana
house tax collector	gqhakara_kalaktara
house tax	gqhakara
house to house	Gara_Gara_bulAnA
house warming	gqha_praveSa_kA_pArtI
household appliance	GarelU_upakaraNa
household consumption	xarelU_Kapawa
household effects	GarelU_sAmAna
household goods	xarelU_cIjeM
household sector	xarelU_kRewra
housing advisor	AvAsa_salAhakAra
housing aid	gqha_nirmANa_sahAyawA
housing allowance in lieu of rent free quarters	ni:Sulka_AvAsa_ke_baxale_AvAsa_BawwA
housing and urban development corporation	AvAsa_evaM_SaharI_vikAsa_nigama
housing association	kama_mUlya_meM_Gara_ko_upalabXa_karane_vAlI_saMsWA
housing board	AvAsa_maMdala
housing boom	gqha_nirmANa_kI_XUma
housing commissioner	AvAsa_Ayukwa
housing development finance corporation	AvAsa_vikAsa_vwwi_nigama
housing inspector	AvAsa_nirIkRaka
housing plan	AvAsa_qNa
housing shortage	GaroM_kI_kamI
housing subsidy	gqha_nirmANa_arWa_sahAyawA_ArWika_sahAyawA
how come	kEse
hub cap	habakEpa
huge loss	bahuwa_nukasAna
human action	mAnavIya_kriyA
human activity	mAnavIya_kAryakalApa
human being	mAnava
human body	mAnava_SarIra
human concept of labour	Srama_kI_mAnavIya_saMkalpanA
human dynamo	cuswa_Ora_sPUrwiSAlI
human ecologist	mAnava_parii_iFiAwa_vijFAnI
human ecology	mAnavIya_pArisWiwikI
human error	mAnavIya_BUla
human interest	mAnava_kI_aBiruci
human race	mAnava_jAwi
human rights	mAnava_aXikAra
humane education officer	mAnavikawA_SikRA_aXikArI
humanistic discipline	mAnavawAvAxI_anuSAsana
humanitarian ground	mAnavIya_AXAra
humanitarian grounds	mAnavIya_AXAra
hump yard	haMpa_yArda
humpback bridge	Upara_nIce_Ane_vAlI_meharAba_jEsA_CotA_pula
hunch back	kubadZA_manuRya
hung assembly	wriSaMku_viXAnasaBA
hung parliament	wriSaMku_saMsaxa
hunger Striker	BUKa_hadZawAla_karane_vAlA
hunger march	BUKe_pyAse_mArca_karanA
hunger marcher	anaSana_yAwrA
hunger strike	BUKa_hadawAla
hunger striker	BUKa_hadZawAla_karane_vAlA
hunt club	SikAra_kA_klaba
hunting dog	SikArI_kuwwA
hunting expedition	SikAra_yAwrA
hunting ground	sWAna_jahAz_vaswu_ko_KojA_jA_rahA_ho
hurdy gurdy	eka_prakAra_kA_Dola_bAjA
hurly burly	hadZabadZI
hurricane lamp	wUPAna
hurried by	jalxI_jalxI_gujZara_rahe_We
hush money	riSvawa
hyacinth bean	xAlacInI_kI_PalI
hybrid seeds	saMkara_bIja
hydraulic brake	xravyacAliwa_niyanwraNa
hydraulic research station	jalIya_anusaMXAna_kenxra
hydrogen atom	hAixrojina_paramANu
hydrogen bomb	hAIdrojana_bama
hydrogen bond	hAidrojana_sambanXa
hydrological survey	jala_sarvekRaNa
hyena dog	lakadZabagGe_jEsA_kuwwA
hygiene officer	svacCawA_aPZasara
hyper inflation	awisPIwi
hyperemesis gravidarum	garBa_ke_xOrAna_awyaXika_vamana
hypothecation agreement	iRtabaMXaka_anubaMXa_aarAra
hypothecation of goods	mAla_baMXaka_raKanA
i node table	aMwaH_noda_sAraNI
ice age	barPZIlA_yuga
ice axe	barPa_kAtane_kI_kulhAdZI
ice bag	barPZa_kA_WElA
ice bear	barPZIle_ilAke_kA_BAlU
ice blue	halkA_nIlA_raMga
ice bound	baraPa_se_DZakA_huA
ice breaker	barPZa_wodZanevAlA
ice cap	baraPZa_se_DZakA_huA
ice chest	barPa_kI_petI
ice coffee	hima_kAPZI
ice cold	bahuwa_TaMdA
ice cream machine	AisakrIma_kI_maSIna
ice cream	AIsakrIma
ice cube	barPZa_ke_Cote_tukadZe
ice field	hima_praxeSa
ice floe	hima_KaNda
ice hockey	Aisa_hOYkI
ice lolly	baraPa_kI_miTAI
ice pack	baraPa_kI_WElI
ice pick	barPa_ko_wodZane_kA_OjZAra
ice rink	eka_prakAra_kI_barPIlI_cAxara
ice water	barPIlA_pAnI
icebox cake	Aisa_cesta_keka
iced coffee	himiwa_kAPZI
ideal distribution	AxarSa_viwaraNa
ideal index number	AxarSa_sUcakAMka
ideal investment	AxarSa_niveSa
ideal money	AxarSa_xravya_auxrA
ideal output	AxarSa_uwpAxana
ideal tax	AxarSa_kara
identical case	eka_sA_mAmalA
identical cost	samarUpa_lAgawa
identical represent	samAna_aByAvexana
identical scale of pay	ekarUpa_aamarUpaeka_jEsA_vewanamAna
identical time scale of pay	samarUpa_akarUpaeka_jEsA_samaya_vewanamAna
identical time scale	samarUpa_akarUpa_samaya_mAna
identifiable production purpose	aiBajFeya_uwpAxana_umeSya
identifiable productive purposes	aiBajFeya_uwpAxaka_kArya_arayojana
identification mark	pahacAna-cinha
identification number	pahacAna_saMKyA
identification of borrower	qNa_lenevAle_eprakarwA_kI_pahacAna
identification of centres	kenxroM_kA_nirXAraNa
identification of credit gap	qNa_aMwarAla_kA_pawA_lagAnA


identification of small farmers	Cote_kisAnoM_kA_aiBanirXAraNa_aawA_lagAnA
identity card	pahacAna_pawra
identity certificat	pahacAna_pramANapawra
identity certificate	pahacAna_pramANapawra
identity crisis	pahacAna_aBAva
identity element	pahacAna_wawva
ideological barrier	sExXAMwika_avaroXa
idiot box	telivijZana
idle capacity	niRkriya_kRamawA
idle deposit	niiRkraya_jamA
idle facilities	aprayuwa_suviXAeM
idle investment	niRkriya_niveSa
idle resources	aprayakuwa_aiiRkraya_saMsAXana
idle time	niRkriya_samaya
if deemed fit	yaxi_uciwa_samaJeM
if it is satisfied that it is necessary in the public interest so to do	yaxi_isa_bAwa_kI_saMwuRti_ho_jAwI_hE_ki_EsA_karanA_lokahiwa_meM_AvaSyaka_hE
if not	nahIM_wo
if only	agZara_EsA
if so	yaxi_EsA_hE_wo
ignition coil	jvalana_kuMdalI
ignorance of law	kAnUna_kI_aniBajFawA
ill advised	kumaMwriwa
ill at ease	GabarAyA_huA
ill bread	asaBya
ill concealed	TIka_se_na_CupAyA_huA
ill considered	avicAriwa
ill defined	kupariBARiwa
ill fated	aBAgA
ill fitted	anupayukwa
ill got	Cala_yA_beImAni_se_prApwa
ill judged	nAsamaJapUrNa
ill mannered	burA_svaBAva
ill nature	burA_svABAva
ill natured	bure_svaBAvavAlA
ill prepared	wEyAra_na_honA
ill starred	galawa_nakRawroM_meM
ill tempered	kroXI
ill treat	xurvyavahAra_karanA
ill treatment	xurvyavahAra
ill will	xurBAva
illegal emigration	avEXa_u_upravAsa
illegal gratification	avEXa_pariwoRaNa
illegal obligation	avEXa_xAyiwva
illegal practice	avEXa_praWA_AyavahAra
illegal transanction	avEXa_sOxe
illegial practice	avEXa_AcaraNa
illegitimate action	avEXa_kArravAWa
illegitimate enterprise	avEXa_upakrama
image breaker	prawimA_wodZane_vAlA
image sensor	prawibanXa_saMvexiwra
imaginary being	kAlpanika_prANI
imaginative comparison	kAlpanika_wulyawA
immediate access	wuranwa_aBigama
immediate action	wawkAla_kArravAI
immediate address	wuranwa_pawA
immediate addressing	Asanna_paricayana
immediate apprehension	wurawa_ASaMkA
immediate constituent	wAwkAlika_mawaxAwA
immediate experience	prawyakRa_anuBava
immediate operand	wawkAlika_saMkArya
immediate superior	agalA_ucca_aXikArI
immediate utility	wawkAla_upayogiwA
immediatelty preceding	TIka_piCalA_vaRar
immediately preceding	TIka_pUrvavarwIr
immigrant population	ANavAsI_janasaMKyA
immigration authority	ApravAsa_prAXikArI
immigration clearanance	ANavAsa_anumawi
immigration visa	ANavAsa_vIjZA
immobility of labour	Sramika_gawihInawA
immoral act	anEwika_kArya
immunity from taxation	kara_se_CutakArA_Anmuikwa
immutable file	nirvikalpa_saMcikA
impact of tax	karAXAwa
impact printer	saMGatta_muxraka
impair investment	anarjaka_niveSa
impaired risk	apasAmAnya_joKima
impartial judgement	niRpakRa_nirNaya
impartible estate	aviBAjya_sampaxA
impendancy bonds	Asa_anawA_bAMda
imperative need	awyaXika_jarUrawa
imperative prog. lang.	AxeSaka_sAmagrI
imperative statement	AxeSa_sUcaka_kaWana
imperfect note	saxoRa_nota
imperial elephant	samrAta_kA_hAWI
impersonal ledger	avEyikwaka_KAwe
implementation of programme	kAryakrama_kA_kAryAnvayana
implementation of the scheme	yojanA_kA_kAryAnvayana
implicit address	aspaRta_pawA
implicit comparison	anwarnihiwa_wulyawA
implied authority	nihiwa_prAXikAra
implied consent	nihiwa_sahamawi
implimentation officer	paripAlana_aXikArI
import barrier	AyAwa_avaroXa
import bill	AyAwa_bila
import bills received for collection	vasUlI_hewu_prApwa_AyAwa_bila
import clearance section	AyAwa_nikAsI_anuBAga
import content	AyAwiwa_vaswu_uawva
import duty	AyAwa_Sulka
import entitlement	AyAwahakaxArI
import general manifest	AyAwa_sAmAnya_mAla_sUcI
import letters of credit	AyAwa_sAKapawra
import merchant	AyAwa_vyApArI
import of electrically operated machines	bijalI_cAliwa_maSInoM_kA_AyAwa
import of foreign know how	vixeSI_jAnakArI_kA_AyAwa
import policy	AyAwa_nIwi
import restriction	AyAwa_prawibaMXa
import substitution	AyAwa_prawisWApana
import surplus	AyAwa_aXiSeRa
import tax	AyAwa_kara
import trade control	AyAwa_vyApAra_niyaMwraNa
import trade controller	AyAwa_vyApAra_niyaMwraka
important stores	AyAwiwa_mAla
imported crude oil	AyAwiwa_kaccA_wela
imported goods	AyAwiwa_mAla
imported machinery	AyAwiwa_maSIneM
imported stores	AyAwaka_sAmAna
importing country	AyAwaka_xeSa
impossible event	asaMBava_GatanA
impounding authorit	paribaMXana_prAXikArI
impress upon	samaJAnA
imprest account	agraxAya_leKA
imprest amount	agraxAya-rASi
imprest cash account	agraxAya_rokadZa_leKA
imprest holder	agraxAyaXArI
imprest licence	agraxAya_aeSagI_lAiseMsa
imprest money	agraxAya_Xana
imprest stores accounts	agraxAya_sAmAna_leKe
imprest system	agraxAya_praNAlI
improved mobile telephone service	unnawa_cala_telIPena_sevA
improved seeds	vikasiwa_bIja
improvement trust	suXAra_nyAsa
impure segment	aSuxXa_KaMda
in a bad way	burI_hAlawa_meM
in a fix	cakkara_meM_padZanA
in a flat spin	awyaXika_pareSAna_honA
in a fog	Brama_meM_rahanA
in a nutshell	saMkRepa_meM
in a single file	eka_paMkwibaxXa
in a way	eka_waraha_se
in abeyance	prAsWagiwa
in absence of information	sUcanA_ke_aBAva_meM
in absolute terms	mAwrA_kI_iRta_se
in accord with	ke_anurUpa_se
in accordance with	ke_anusAra
in addition to	ke_awirikwa
in advance of	hone_se_pahale
in advance	agrima
in advertently	asAvaXAnI_InajAne_meM
in aid of	ke_maxaxa_ke_lie
in and around	meM_Ora_usake_Asa_pAsa
in answer to	praSna_yA_parisWiwiyoM_kA_prawikriyA_karanA
in anticipation of sanction	saMsvIkqwi_kI_prawyASA_meM
in anticipation of your approval	Apake_anumoxana_kI_prawyASA_meM
in anticipation of	kI_prawyASA_meM
in anticipation	prawyASA_ASA_karawe_hue
in any case	kisI_BI_hAla_meM
in any form	kisI_BI_warIke_se
in as much as	jahAz_waka_ki
in attendance	upi_iFiAwa_meM
in back of	ke_TIka_pICe
in behalf of	ke_maxaxa_ke_vAswe
in between	ke_bIca_meM
in black and white	liKa_kara
in bold letters	mote_akRaroM_meM
in built system of internal check	AMwarika_jAMca_kI_svanirmiwa_praprAlI
in camera	baMxa_kamare_meM
in case of	kI_xaSA_meM
in case	agara
in cash	nakZaxa
in charge	praBArI
in collaboration with	ke_sahayoga_se
in company programme	saMsWAgawa_kAryakrama
in company with	ke_sAWa
in compliance with	kA_pAlana_karawe_hue
in confirmation of	kI_puRti_meM
in conformity with	ke_anurUpa
in connection with	ke_saMbaMXa_meM
in consequence of	ke_pariNAmasvarUpa
in consideration of	ko_XyAna_meM_raKawe_hue
in consonance with the above main objections	uparokwa_muKya_uxxeSyoM_ke_sAWa_hI_sAWa
in consultation with	se_parAmarSa_karake
in contact with	ke_saMparka_meM
in contemplation of	ko_XyAna_meM_raKawe_hue
in content and coverage	viRayavaswu_Ora_vyApwi_meM
in continuation of	ke_Age
in contrast	ke_viparIwa
in contravention of	ke_ullaMGana_se
in course of business	kAma_ke_xOrAna
in course of discussion	carcA_ke_xOrAna
in course of execution of work	kArya_niRpAxana_ke_xOrAna
in course of time	yaWAsamaya
in course of	ke_xOrAna
in deep mourning	mAwamI_libAsa_pahane_hue
in default of	ke_kamI_se
in depth	gaharAI
in despite of	ke_bAvajUxa
in detail	saviswAra
in discharge of duties	karwavya_pAlana_meM
in due course	yaWAvaXi
in due season	sahI_mOsama_Ane_para
in due time	vakwa_Ane_para
in duplicate	anulipi_sahiwa
in effect	ina_iPEkta
in equilibrium	saMwuliwa_honA
in excess of assessment made	kie_gae_mUlyAMkana
in excess of permissible limits	anumeya_sImAoM_ke_awireka_meM
in excess of requirement	AvaSyakawA_se_aXika
in excess of	se_aXika
in exercise of	kA_prayoga_karawe_hue
in face of	ke_bAvajUxa
in fact	vAswava_meM
in favour of	ke_pakRa_meM
in few	WodZe_meM
in figures	aMkoM_meM
in flight	BAgawe_hue
in foal	GodZI_kA_gABina_honA
in force	lAgU
in front of	ke_sAmane
in full swing	pUre_jZora_para
in full	Bara_pUra
in general	sAmAnya_rUpa_meM
in good faith	saxBAva_pUrvaka
in good order	acCI_hAlawa_meM
in good spirits	KuSI_se
in good time	uciwa_samaya_Ane_para
in harmony with principles	sixXAMwoM_ke_anusAra_anukUla
in haste	jalxI_meM
in his discretion	svaviveka_se
in his view	unake_vicAra_meM
in honour of	ke_Axara_Ora_sammAna_meM
in house system	AMwarika_waMwra
in house	AMwarika
in isolation	alaga_karake
in keeping with	ke_anurUpa
in law	sasurAla_vAlA
in lieu of	ke_baxale_meM
in light of	ko_XyAna_meM_raKawe_hue
