#_@Structure_@of_@the_@file:		
#@wrd	@paxasuwra	@source
# @Girl @standing @in @front @of @me ..		
##_@I_@was_@fond_@of_@her_@music.		
#@GOD	paramAwmA	@PADA
#@These_@are_@the_@people_@who_@most_@need_@our_@help.		
#@aBiyAna_->_@aBiyAna_@calAnA		
#@anybody	kisI~BI^koI~BI	@PADA
#@anything's	koI~BI{cIjZa~yA~kAma}	@SABDA
#@anything	koI~BI{cIjZa~yA~kAma}	@SABDA
#@drift's	bahanA{@vib:kA}	@SABDA
#@drift	bahanA{0}	@SABDA
#@drifted	bahanA~{@ed/@en}	@SABDA
#@drifting	bahanA~{@ing}	@SABDA
#@drifts'	bahanA{@s}{@vib:kA}	@SABDA
#@drifts	bahanA~{@s}	@SABDA
#@fond	pasanxa~honA2[-]	@SABDA
#@most	aXikawama	@PADA
#@nervous	vyagra^snAyavika[-]	@SABDA
#@nobody	koI~nahIM{0}	@SABDA
#@none	koI~nahIM	@SABDA
#@nothing	kuCa~BI~nahIM^SUnya{0}	@SABDA
#@retain	sWira~raKanA{0}	@SABDA
#@retained	sWira~raKanA~{@ed/@en}	@SABDA
#@retaining	sWira~raKanA~{@ing}	@SABDA
#@retains	sWira~raKanA~{@s}	@SABDA
#@some	kuCa^koI	@SABDA
#@standing	sWAI/prawiRTA[-]~{@ing}	@SABDA
#@urge's	preraNA[>preriwa~karanA]{@vib:kA}	@SABDA
#@urge	preraNA[>preriwa~karanA]{0}	@SABDA
#@urged	preraNA[>preriwa~karanA]~{@ed/@en}	@SABDA
#@urges'	preraNA[>preriwa~karanA]{@s}{@vib:kA}	@SABDA
#@urges	preraNA[>preriwa~karanA]~{@s}	@SABDA
#@urging	preraNA[>preriwa~karanA]~{@ing}	@SABDA
#@walking	pExala~calanA[-]~{@ing}	@SABDA
#@writing	liKAI	@PADA
hooter	nAka^BOMp^swana
hooting	SOragula/cillAkara~BagAnA~{ing}
hoot's	SOragula/cillAkara~BagAnA{vib:kA}
hoots'	SOragula/cillAkara~BagAnA{ba.}{vib:kA}
hoots	SOragula/cillAkara~BagAnA~{s}
hooves	Kura{s}
hooves's	Kura{ba.}{vib:kA}
hoped	ASA/ASA~karanA~{ed/en}
hopefuler	ASApUrNa/ASAvAna~{wara}
hopefulest	ASApUrNa/ASAvAna~{wama}
hopefulnesses'	ASApUrNawA{ba.}{vib:kA}
hopefulnesses	ASApUrNawA{s}
hopefulness's	ASApUrNawA{vib:kA}
hopeful's	ASApUrNa/ASAvAna{vib:kA}
hopefuls'	ASApUrNa/ASAvAna{ba.}{vib:kA}
hopefuls	ASApUrNa/ASAvAna{s}
hopelesser	nirASa~{wara}
hopelessest	nirASa~{wama}
hopelessnesses'	nirASA{ba.}{vib:kA}
hopelessnesses	nirASA{s}
hopelessness's	nirASA{vib:kA}
hope's	ASA/ASA~karanA{vib:kA}
hopes'	ASA/ASA~karanA{ba.}{vib:kA}
hopes	ASA/ASA~karanA~{s}
hoping	ASA/ASA~karanA~{ing}
hopped	eka~pEra~se~kUxanA~{ed/en}
hopper's	anAja~yA~koyalA~KAlI~karane~kA~sWAna{vib:kA}
hoppers'	anAja~yA~koyalA~KAlI~karane~kA~sWAna{ba.}{vib:kA}
hoppers	anAja~yA~koyalA~KAlI~karane~kA~sWAna{s}
hopping	eka~pEra~se~kUxanA~{ing}
hopscotches'	kUxane~kA~baccoM~kA~Kela{ba.}{vib:kA}
hopscotches	kUxane~kA~baccoM~kA~Kela{s}
hopscotch's	kUxane~kA~baccoM~kA~Kela{vib:kA}
hop's	eka~pEra~se~kUxanA{vib:kA}
hops'	eka~pEra~se~kUxanA{ba.}{vib:kA}
hops	eka~pEra~se~kUxanA~{s}
horded	BIdZa~{ed/en}
horde's	BIdZa{vib:kA}
hordes'	BIdZa{ba.}{vib:kA}
hordes	BIdZa~{s}
hording	BIdZa~{ing}
horizontaler	samawala~kRiwija~ke~samAnaMwara~{wara}
horizontalest	samawala~kRiwija~ke~samAnaMwara~{wama}
horizontal's	samawala~kRiwija~ke~samAnaMwara{vib:kA}
horizontals'	samawala~kRiwija~ke~samAnaMwara{ba.}{vib:kA}
horizontals	samawala~kRiwija~ke~samAnaMwara{s}
hormonaler	hArmonala~{wara}
hormonalest	hArmonala~{wama}
hormone's	hAramona{vib:kA}
hormones'	hAramona{ba.}{vib:kA}
hormones	hAramona{s}
hornbeam	camaKaraka
horned	sIMga~{ed/en}
hornet's	weja~daMka~mArane~vAlA~BiMda{vib:kA}
hornets'	weja~daMka~mArane~vAlA~BiMda{ba.}{vib:kA}
hornets	weja~daMka~mArane~vAlA~BiMda{s}
horning	sIMga~{ing}
hornpipe's	nAvikoM~se~saMbanXiwa~eka~prakAra~kA~nqwya{vib:kA}
hornpipes'	nAvikoM~se~saMbanXiwa~eka~prakAra~kA~nqwya{ba.}{vib:kA}
hornpipes	nAvikoM~se~saMbanXiwa~eka~prakAra~kA~nqwya{s}
horn's	sIMga{vib:kA}
horns'	sIMga{ba.}{vib:kA}
horns	sIMga~{s}
horoscope's	janmakuMdalI{vib:kA}
horoscopes'	janmakuMdalI{ba.}{vib:kA}
horoscopes	janmakuMdalI{s}
horrendouser	BayaMkara~{wara}
horrendousest	BayaMkara~{wama}
horribler	darAvanA~{wara}
horriblest	darAvanA~{wama}
horrider	jaGanya~{wara}
horridest	jaGanya~{wama}
horrificer	romAMcakArI~{wara}
horrificest	romAMcakArI~{wama}
horrified	AwaMkiwa~karanA~{ed/en}
horrifies	AwaMkiwa~karanA~{s}
horror's	Baya{bIBawsawA~liye~hue}{vib:kA}
horrors'	Baya{bIBawsawA~liye~hue}{ba.}{vib:kA}
horrors's	bApa~re!{vib:kA}
horror-strickener	bahuwa~darA~huA~{wara}
horror-strickenest	bahuwa~darA~huA~{wama}
horror-strucker	bahuwa~darA~huA~{wara}
horror-struckest	bahuwa~darA~huA~{wama}
horseback's	Gode~kA~savAra/GodZe~para~savAra{vib:kA}
horsebacks'	Gode~kA~savAra/GodZe~para~savAra{ba.}{vib:kA}
horsebacks	Gode~kA~savAra/GodZe~para~savAra{s}
horseboxes'	GodZe~ko~eka~jagaha~se~xUsarI~jagaha~le~jAne~kA~dibbA{ba.}{vib:kA}
horseboxes	GodZe~ko~eka~jagaha~se~xUsarI~jagaha~le~jAne~kA~dibbA{s}
horsebox's	GodZe~ko~eka~jagaha~se~xUsarI~jagaha~le~jAne~kA~dibbA{vib:kA}
horsed	GodZA~{ed/en}
horsefleshes'	GodZe~kA~mAzsa~KAne~hewu{ba.}{vib:kA}
horsefleshes	GodZe~kA~mAzsa~KAne~hewu{s}
horseflesh's	GodZe~kA~mAzsa~KAne~hewu{vib:kA}
horseflies'	GudamakKI{ba.}{vib:kA}
horseflies	GudamakKI{s}
horsefly's	GudamakKI{vib:kA}
horsehair's	GodZe~ke~bAla{vib:kA}
horsehairs'	GodZe~ke~bAla{ba.}{vib:kA}
horsehairs	GodZe~ke~bAla{s}
horseman's	GudZasavAra{vib:kA}
horsemanship's	GudZa~savArI~kI~kalA{vib:kA}
horsemanships'	GudZa~savArI~kI~kalA{ba.}{vib:kA}
horsemanships	GudZa~savArI~kI~kalA{s}
horsemen	GudZasavAra{s}
horsemen's	GudZasavAra{ba.}{vib:kA}
horseplay's	XamAcOkadI{vib:kA}
horseplays'	XamAcOkadI{ba.}{vib:kA}
horseplays	XamAcOkadI{s}
horsepower's	aSvaSakwi{vib:kA}
horsepowers'	aSvaSakwi{ba.}{vib:kA}
horsepowers	aSvaSakwi{s}
horseradishes'	eka~kanxa-mUla~pOXA~jisase~TaMdA~sOYsa~banawA~hE{ba.}{vib:kA}
horseradishes	eka~kanxa-mUla~pOXA~jisase~TaMdA~sOYsa~banawA~hE{s}
horseradish's	eka~kanxa-mUla~pOXA~jisase~TaMdA~sOYsa~banawA~hE{vib:kA}
horse's	GodZA{vib:kA}
horses'	GodZA{ba.}{vib:kA}
horses	GodZA~{s}
horseshoed	GodZe~kI~nAla~{ed/en}
horseshoeing	GodZe~kI~nAla~{ing}
horseshoe's	GodZe~kI~nAla{vib:kA}
horseshoes'	GodZe~kI~nAla{ba.}{vib:kA}
horseshoes	GodZe~kI~nAla~{s}
horsewhipped	cAbuka~{ed/en}
horsewhipping	cAbuka~{ing}
horsewhip's	cAbuka{vib:kA}
horsewhips'	cAbuka{ba.}{vib:kA}
horsewhips	cAbuka~{s}
horsewoman's	GudZa~savArI~karane~vAlI~Orawa{vib:kA}
horsewomen	GudZa~savArI~karane~vAlI~Orawa{s}
horsewomen's	GudZa~savArI~karane~vAlI~Orawa{ba.}{vib:kA}
horsey	GodZe~se~milawA~julawA[-]
horsier	GodZe~se~milawA~julawA~{wara}
horsiest	GodZe~se~milawA~julawA~{wama}
horsing	GodZA~{ing}
horticulturalist	uxyAnakqRaka^uxyAnakqRi~saMbaMXI
horticultural	uxyAnakqRi~xvArA^uxyAnakqRi~saMbaMXI
horticulture's	bAgavAnI{vib:kA}
horticultures'	bAgavAnI{ba.}{vib:kA}
horticultures	bAgavAnI{s}
horticulturist's	uxyAna~viSeRajFa{vib:kA}
horticulturists'	uxyAna~viSeRajFa{ba.}{vib:kA}
horticulturists	uxyAna~viSeRajFa{s}
hosed	rabadZa~yA~plAstika~kI~nalI/pAipa~se~pAnI~xenA~{ed/en}
hosen	rabadZa~yA~plAstika~kI~nalI/pAipa~se~pAnI~xenA{0}
hosen's	rabadZa~yA~plAstika~kI~nalI/pAipa~se~pAnI~xenA{vib:kA}
hosens'	rabadZa~yA~plAstika~kI~nalI/pAipa~se~pAnI~xenA{ba.}{vib:kA}
hosens	rabadZa~yA~plAstika~kI~nalI/pAipa~se~pAnI~xenA{s}
hosepipe's	pAipa{vib:kA}
hosepipes'	pAipa{ba.}{vib:kA}
hosepipes	pAipa{s}
hose's	rabadZa~yA~plAstika~kI~nalI/pAipa~se~pAnI~xenA{vib:kA}
hoses'	rabadZa~yA~plAstika~kI~nalI/pAipa~se~pAnI~xenA{ba.}{vib:kA}
hoses	rabadZa~yA~plAstika~kI~nalI/pAipa~se~pAnI~xenA~{s}
hosieries'	mOjA~baniyAna~gaMjI~Axi{ba.}{vib:kA}
hosieries	mOjA~baniyAna~gaMjI~Axi{s}
hosiery's	mOjA~baniyAna~gaMjI~Axi{vib:kA}
hosing	rabadZa~yA~plAstika~kI~nalI/pAipa~se~pAnI~xenA~{ing}
hospice's	XarmaSAlA{vib:kA}
hospices'	XarmaSAlA{ba.}{vib:kA}
hospices	XarmaSAlA{s}
hospitabler	sawkAra~karane~vAlA~{wara}
hospitablest	sawkAra~karane~vAlA~{wama}
hospitalisation	aspawAla~kI~BarawI{0}
hospitalisation's	aspawAla~kI~BarawI{vib:kA}
hospitalisations'	aspawAla~kI~BarawI{ba.}{vib:kA}
hospitalisations	aspawAla~kI~BarawI{s}
hospitalise	aspawAla~meM~BarwI~karanA{0}
hospitalised	aspawAla~meM~BarwI~karanA~{ed/en}
hospitalises	aspawAla~meM~BarwI~karanA~{s}
hospitalising	aspawAla~meM~BarwI~karanA~{ing}
hospitalities'	AwiWya{ba.}{vib:kA}
hospitalities	AwiWya{s}
hospitality's	AwiWya{vib:kA}
hospitalization's	aspawAla~kI~BarawI{vib:kA}
hospitalizations'	aspawAla~kI~BarawI{ba.}{vib:kA}
hospitalizations	aspawAla~kI~BarawI{s}
hospitalized	aspawAla~meM~BarwI~karanA~{ed/en}
hospitalizes	aspawAla~meM~BarwI~karanA~{s}
hospitalizing	aspawAla~meM~BarwI~karanA~{ing}
hospital's	aspawAla{vib:kA}
hospitals'	aspawAla{ba.}{vib:kA}
hospitals	aspawAla{s}
hospitium's	XarmaSAlA{vib:kA}
hospitiums'	XarmaSAlA{ba.}{vib:kA}
hospitiums	XarmaSAlA{s}
hospitium	XarmaSAlA{0}
hostage's	baMXaka~vyakwi{vib:kA}
hostages'	baMXaka~vyakwi{ba.}{vib:kA}
hostages	baMXaka~vyakwi{s}
hosted	mejabAna/kisI~Ayojana~kA~sUwraXAra~{ed/en}
hostelry	sarAya
hostel's	CAwrAvAsa{vib:kA}
hostels'	CAwrAvAsa{ba.}{vib:kA}
hostels	CAwrAvAsa{s}
hostesses'	mehamAnaxArina^paricArikA{ba.}{vib:kA}
hostesses	mehamAnaxArina^paricArikA{s}
hostess's	mehamAnaxArina^paricArikA{vib:kA}
hostiler	SawruwApUrNa~{wara}
hostilest	SawruwApUrNa~{wama}
hostilities'	xuSmanI{ba.}{vib:kA}
hostilities	xuSmanI{s}
hostility's	xuSmanI{vib:kA}
hosting	mejabAna/kisI~Ayojana~kA~sUwraXAra~{ing}
host's	mejabAna/kisI~Ayojana~kA~sUwraXAra{vib:kA}
hosts'	mejabAna/kisI~Ayojana~kA~sUwraXAra{ba.}{vib:kA}
hosts	mejabAna/kisI~Ayojana~kA~sUwraXAra~{s}
hota	howA
hotbed's	burAI~ke~panapane~kA~addA{vib:kA}
hotbeds'	burAI~ke~panapane~kA~addA{ba.}{vib:kA}
hotbeds	burAI~ke~panapane~kA~addA{s}
hot-bloodeder	uwwejanaSIla~{wara}
hotbloodeder	uwwejanaSIla~{wara}
hot-bloodedest	uwwejanaSIla~{wama}
hotbloodedest	uwwejanaSIla~{wama}
hotblooded	uwwejanaSIla[-]
hotchpotches'	gadZabadZa{ba.}{vib:kA}
hotchpotches	gadZabadZa{s}
hotchpotch's	gadZabadZa{vib:kA}
hotelier's	hotala~calAne~vAlA{vib:kA}
hoteliers'	hotala~calAne~vAlA{ba.}{vib:kA}
hoteliers	hotala~calAne~vAlA{s}
hotel's	hotala/kirAye~kA~viSrAma~sWala{vib:kA}
hotels'	hotala/kirAye~kA~viSrAma~sWala{ba.}{vib:kA}
hotels	hotala/kirAye~kA~viSrAma~sWala{s}
hotfooted	jalxI-jalxI~{ed/en}
hotfooter	jalxI-jalxI~{wara}
hotfootest	jalxI-jalxI~{wama}
hotfooting	jalxI-jalxI~{ing}
hotfoots	jalxI-jalxI~{s}
hothead's	uwAvalA{vib:kA}
hotheads'	uwAvalA{ba.}{vib:kA}
hotheads	uwAvalA{s}
hothouse's	SISe~kI~pOXaSAlA{vib:kA}
hothouses'	SISe~kI~pOXaSAlA{ba.}{vib:kA}
hothouses	SISe~kI~pOXaSAlA{s}
hotplate's	cUlhA{vib:kA}
hotplates'	cUlhA{ba.}{vib:kA}
hotplates	cUlhA{s}
hotpot's	aMgITI~meM~mAsaz~va~SAka~ko~XIre~siJAnA{vib:kA}
hotpots'	aMgITI~meM~mAsaz~va~SAka~ko~XIre~siJAnA{ba.}{vib:kA}
hotpots	aMgITI~meM~mAsaz~va~SAka~ko~XIre~siJAnA{s}
hotter	garama~{wara}
hottest	garama~{wama}
hounded	SikArIkuwwA/pICe~padZanA~{ed/en}
hounding	SikArIkuwwA/pICe~padZanA~{ing}
hound's	SikArIkuwwA/pICe~padZanA{vib:kA}
hounds'	SikArIkuwwA/pICe~padZanA{ba.}{vib:kA}
hounds	SikArIkuwwA/pICe~padZanA~{s}
hourglasses'	rewa~kI~GadZI{ba.}{vib:kA}
hourglasses	rewa~kI~GadZI{s}
hourglass's	rewa~kI~GadZI{vib:kA}
hourlier	hara~GaMte~bAxa~{wara}
hourliest	hara~GaMte~bAxa~{wama}
hour's	GaMtA{vib:kA}
hours'	GaMtA{ba.}{vib:kA}
hours	GaMtA{s}
houseboat's	SikArA{vib:kA}
houseboats'	SikArA{ba.}{vib:kA}
houseboats	SikArA{s}
housebounder	Gara~ke~aMxara~hI~banA~rahane~vAlA~{wara}
houseboundest	Gara~ke~aMxara~hI~banA~rahane~vAlA~{wama}
housebreaker	seMGamAra
housebreaking's	makAna~meM~seMXa~lagAnA{vib:kA}
housebreakings'	makAna~meM~seMXa~lagAnA{ba.}{vib:kA}
housebreakings	makAna~meM~seMXa~lagAnA{s}
housed	makAna/GarameM~TaharAnA~{ed/en}
houseful's	pUrA~BarA~huA{vib:kA}
housefuls'	pUrA~BarA~huA{ba.}{vib:kA}
housefuls	pUrA~BarA~huA{s}
householder's	Gara~kA~mAlika{vib:kA}
householders'	Gara~kA~mAlika{ba.}{vib:kA}
householders	Gara~kA~mAlika{s}
household's	Gara~parivAra{vib:kA}
households'	Gara~parivAra{ba.}{vib:kA}
households	Gara~parivAra{s}
housekeeper's	gqhaprabaMXaka{vib:kA}
housekeepers'	gqhaprabaMXaka{ba.}{vib:kA}
housekeepers	gqhaprabaMXaka{s}
housekeeping's	gqha~vyavasWA{vib:kA}
housekeepings'	gqha~vyavasWA{ba.}{vib:kA}
housekeepings	gqha~vyavasWA{s}
housemaid's	Garelu~kAma~karane~vAlI~nOkarAnI{vib:kA}
housemaids'	Garelu~kAma~karane~vAlI~nOkarAnI{ba.}{vib:kA}
housemaids	Garelu~kAma~karane~vAlI~nOkarAnI{s}
houseman's	kisI~aspawAla~kA~kaniRTa~dAktara{vib:kA}
housemaster's	vixyAlaya~meM~CAwroM~kA~vyavasWApaka{vib:kA}
housemasters'	vixyAlaya~meM~CAwroM~kA~vyavasWApaka{ba.}{vib:kA}
housemasters	vixyAlaya~meM~CAwroM~kA~vyavasWApaka{s}
housemen	kisI~aspawAla~kA~kaniRTa~dAktara{s}
housemen's	kisI~aspawAla~kA~kaniRTa~dAktara{ba.}{vib:kA}
house's	makAna/GarameM~TaharAnA{vib:kA}
houses'	makAna/GarameM~TaharAnA{ba.}{vib:kA}
houses	makAna/GarameM~TaharAnA~{s}
houseware	GarelU~barwana
housewife's	Gara~kI~saMcAlikA{vib:kA}
housewives	Gara~kI~saMcAlikA{s}
housewives's	Gara~kI~saMcAlikA{ba.}{vib:kA}
housework's	GarelU~kAma~kAja{vib:kA}
houseworks'	GarelU~kAma~kAja{ba.}{vib:kA}
houseworks	GarelU~kAma~kAja{s}
housing's	Gara{vib:kA}
housings'	Gara{ba.}{vib:kA}
housings	Gara{s}
hovercraft's	BUmi~va~jala~meM~calane~vAlA~vAhana{vib:kA}
hovercrafts'	BUmi~va~jala~meM~calane~vAlA~vAhana{ba.}{vib:kA}
hovercrafts	BUmi~va~jala~meM~calane~vAlA~vAhana{s}
hovered	havA~meM~eka~hI~jagaha~cakkara~kAtanA~{ed/en}
hovering	havA~meM~eka~hI~jagaha~cakkara~kAtanA~{ing}
hover's	havA~meM~eka~hI~jagaha~cakkara~kAtanA{vib:kA}
hovers'	havA~meM~eka~hI~jagaha~cakkara~kAtanA{ba.}{vib:kA}
hovers	havA~meM~eka~hI~jagaha~cakkara~kAtanA~{s}
how-do-you-do	kEse{s}
howdoyoudo	kEse{s}
how-do-you-do's	kEse{ba.}{vib:kA}
howdoyoudo's	kEse{ba.}{vib:kA}
howled	jora~se~cIKanA~{ed/en}
howler's	badZI~BArI~galawI{vib:kA}
howlers'	badZI~BArI~galawI{ba.}{vib:kA}
howlers	badZI~BArI~galawI{s}
howl's	jora~se~cIKanA{vib:kA}
howls'	jora~se~cIKanA{ba.}{vib:kA}
howls	jora~se~cIKanA~{s}
hr	GaMtA
hubbies'	pawi{ba.}{vib:kA}
hubbies	pawi{s}
hubbub's	Soragula{vib:kA}
hubbubs'	Soragula{ba.}{vib:kA}
hubbubs	Soragula{s}
hubby's	pawi{vib:kA}
hubrises'	xarpa{ba.}{vib:kA}
hubrises	xarpa{s}
hubris's	xarpa{vib:kA}
hub's	cakranABi{vib:kA}
hubs'	cakranABi{ba.}{vib:kA}
hubs	cakranABi{s}
huckstered	PerIvAlA~{ed/en}
huckstering	PerIvAlA~{ing}
huckster's	PerIvAlA{vib:kA}
hucksters'	PerIvAlA{ba.}{vib:kA}
hucksters	PerIvAlA~{s}
huddle's	BIdZa~lagAnA{vib:kA}
huddles'	BIdZa~lagAnA{ba.}{vib:kA}
huddles	BIdZa~lagAnA~{s}
huddling	BIdZa~lagAnA~{ing}
hue's	viviXa~raMga{vib:kA}
hues'	viviXa~raMga{ba.}{vib:kA}
hues	viviXa~raMga{s}
huffed	JuMJalAhata/kruxXa~ho~jAnA~{ed/en}
huffier	JuMJalAyA~huA~{wara}
huffiest	JuMJalAyA~huA~{wama}
huffing	JuMJalAhata/kruxXa~ho~jAnA~{ing}
huff's	JuMJalAhata/kruxXa~ho~jAnA{vib:kA}
huffs'	JuMJalAhata/kruxXa~ho~jAnA{ba.}{vib:kA}
huffs	JuMJalAhata/kruxXa~ho~jAnA~{s}
huger	bqhaw~[kAya]~{wara}
hugest	bqhaw~[kAya]~{wama}
hugged	AliMgana/sIne~se~lagAnA~{ed/en}
hugging	AliMgana/sIne~se~lagAnA~{ing}
hug's	AliMgana/sIne~se~lagAnA{vib:kA}
hugs'	AliMgana/sIne~se~lagAnA{ba.}{vib:kA}
hugs	AliMgana/sIne~se~lagAnA~{s}
hui	huI
hulked	tUtA~huA~purAnA~jahAja~{ed/en}
hulkinger	sWUlakAya~{wara}
hulkingest	sWUlakAya~{wama}
hulk's	tUtA~huA~purAnA~jahAja{vib:kA}
hulks'	tUtA~huA~purAnA~jahAja{ba.}{vib:kA}
hulks	tUtA~huA~purAnA~jahAja~{s}
hullaballoo	kolAhala{0}
hullaballoo's	kolAhala{vib:kA}
hullaballoos'	kolAhala{ba.}{vib:kA}
hullaballoos	kolAhala{s}
hullabaloo's	kolAhala{vib:kA}
hullabaloos'	kolAhala{ba.}{vib:kA}
hullabaloos	kolAhala{s}
hull's	jahAjZa~kA~DAzcA/CilakA~uwAranA{vib:kA}
hulls'	jahAjZa~kA~DAzcA/CilakA~uwAranA{ba.}{vib:kA}
hulls	jahAjZa~kA~DAzcA/CilakA~uwAranA{s}
humaner	mAnavIya/mAnava~{wara}~{wara}
humanest	mAnavIya/mAnava~{wama}~{wama}
humanised	mAnavIkaraNa~karanA~{ed/en}
humanise	mAnavIkaraNa~karanA{0}
humanises	mAnavIkaraNa~karanA~{s}
humanising	mAnavIkaraNa~karanA~{ing}
humanism	mAnavavAxa
humanistic	mAnavavAxI
humanist's	mAnavawA~kA{vib:kA}
humanists'	mAnavawA~kA{ba.}{vib:kA}
humanists	mAnavawA~kA{s}
humanitarianer	mAnavikI/mAnavikI~{wara}
humanitarianest	mAnavikI/mAnavikI~{wama}
humanitarianism's	paropakAravAxa{vib:kA}
humanitarianisms'	paropakAravAxa{ba.}{vib:kA}
humanitarianisms	paropakAravAxa{s}
humanitarian's	mAnavikI/mAnavikI{vib:kA}
humanitarians'	mAnavikI/mAnavikI{ba.}{vib:kA}
humanitarians	mAnavikI/mAnavikI{s}
humanities'	mAnavajAwi{ba.}{vib:kA}
humanities	mAnavajAwi{s}
humanity's	mAnavajAwi{vib:kA}
humanized	mAnavIkaraNa~karanA~{ed/en}
humanizes	mAnavIkaraNa~karanA~{s}
humanizing	mAnavIkaraNa~karanA~{ing}
humankind's	manuRya~mAwra{vib:kA}
humankinds'	manuRya~mAwra{ba.}{vib:kA}
humankinds	manuRya~mAwra{s}
humanoider	Sakla~meM~mAnava~jEsA/mAnava~jEsA~prANI~{wara}
humanoidest	Sakla~meM~mAnava~jEsA/mAnava~jEsA~prANI~{wama}
humanoid's	Sakla~meM~mAnava~jEsA/mAnava~jEsA~prANI{vib:kA}
humanoids'	Sakla~meM~mAnava~jEsA/mAnava~jEsA~prANI{ba.}{vib:kA}
humanoids	Sakla~meM~mAnava~jEsA/mAnava~jEsA~prANI{s}
humans	mAnavIya/mAnava{s}
humbled	namra/vinIwa/sIXA~sAxA/nIcAxiKAnA~{ed/en}
humbler	namra/vinIwa/sIXA~sAxA/nIcAxiKAnA~{wara}
humbles	namra/vinIwa/sIXA~sAxA/nIcAxiKAnA~{s}
humblest	namra/vinIwa/sIXA~sAxA/nIcAxiKAnA~{wama}
humbling	namra/vinIwa/sIXA~sAxA/nIcAxiKAnA~{ing}
humbugged	XoKebAja~{ed/en}
humbugging	XoKebAja~{ing}
humbug's	XoKebAja{vib:kA}
humbugs'	XoKebAja{ba.}{vib:kA}
humbugs	XoKebAja~{s}
humdinger's	SreRTa~vyakwi~yA~vaswu{vib:kA}
humdingers'	SreRTa~vyakwi~yA~vaswu{ba.}{vib:kA}
humdingers	SreRTa~vyakwi~yA~vaswu{s}
humdrumer	nIrasa~{wara}
humdrumest	nIrasa~{wama}
humdrum's	nIrasa{vib:kA}
humdrums'	nIrasa{ba.}{vib:kA}
humdrums	nIrasa{s}
humeri	pagaMdikA{s}
humeri's	pagaMdikA{ba.}{vib:kA}
humerus's	pagaMdikA{vib:kA}
humider	nama~{wara}
humidest	nama~{wama}
humidifier's	vAyu~ko~nama~raKanevAlA~upakaraNa{vib:kA}
humidifiers'	vAyu~ko~nama~raKanevAlA~upakaraNa{ba.}{vib:kA}
humidifiers	vAyu~ko~nama~raKanevAlA~upakaraNa{s}
humidities'	namI{ba.}{vib:kA}
humidities	namI{s}
humidity's	namI{vib:kA}
humiliated	nIcA~xiKAnA~{ed/en}
humiliates	nIcA~xiKAnA~{s}
humiliatingly	apamAnajanaka~DaMga~se
humiliating	nIcA~xiKAnA~{ing}
humiliation's	avamAnanA{vib:kA}
humiliations'	avamAnanA{ba.}{vib:kA}
humiliations	avamAnanA{s}
humilities'	vinamrawA{ba.}{vib:kA}
humilities	vinamrawA{s}
humility's	vinamrawA{vib:kA}
hummed	kinArA[kapade~kA]/GerA~dAlanA~{ed/en}
hummingbird	marmara~pakR
humming	kinArA[kapade~kA]/GerA~dAlanA~{ing}
hummock's	pahAdZI~tIlA{vib:kA}
hummocks'	pahAdZI~tIlA{ba.}{vib:kA}
hummocks	pahAdZI~tIlA{s}
humored	hAsyavqwwi~{ed/en}
humor	hAsyavqwwi{0}
humoring	hAsyavqwwi~{ing}
humorist	hAsyarasa~leKaka
humorouser	vinoxI~{wara}
humorousest	vinoxI~{wama}
humor's	hAsyavqwwi{vib:kA}
humors'	hAsyavqwwi{ba.}{vib:kA}
humors	hAsyavqwwi~{s}
humoured	hAsyavqwwi~{ed/en}
humouring	hAsyavqwwi~{ing}
humourless	
humour's	hAsyavqwwi{vib:kA}
humours'	hAsyavqwwi{ba.}{vib:kA}
humours	hAsyavqwwi~{s}
humpback's	kUbadZa^kubadZA{vib:kA}
humpbacks'	kUbadZa^kubadZA{ba.}{vib:kA}
humpbacks	kUbadZa^kubadZA{s}
humping	mittI~kA~tIlA/kUbadZa~uTAnA/prayAsa~karanA~{ing}
hump's	mittI~kA~tIlA/kUbadZa~uTAnA/prayAsa~karanA{vib:kA}
humps'	mittI~kA~tIlA/kUbadZa~uTAnA/prayAsa~karanA{ba.}{vib:kA}
humps	mittI~kA~tIlA/kUbadZa~uTAnA/prayAsa~karanA~{s}
hum's	guMjana/gunagunAnA{vib:kA}
hums'	guMjana/gunagunAnA{ba.}{vib:kA}
hums	guMjana/gunagunAnA~{s}
humuses'	KAxa~mittI{ba.}{vib:kA}
humuses	KAxa~mittI{s}
humus's	KAxa~mittI{vib:kA}
hunchback's	kubadZA{vib:kA}
hunchbacks'	kubadZA{ba.}{vib:kA}
hunchbacks	kubadZA{s}
hunches'	aMwarjFAna/JukAnA{ba.}{vib:kA}
hunches	aMwarjFAna/JukAnA~{s}
hunching	aMwarjFAna/JukAnA~{ing}
hunch's	aMwarjFAna/JukAnA{vib:kA}
hundi	huMdI
hundredses'	sO/Sawa{ba.}{vib:kA}
hundredses	sO/Sawa{s}
hundred's	sO/Sawa{vib:kA}{ba.}+kA
hundreds'	sO/Sawa{ba.}{vib:kA}
hundreds's	sO/Sawa{vib:kA}
hundredther	sOMvAz~{wara}
hundredthest	sOMvAz~{wama}
hundredth's	sOMvAz{vib:kA}
hundredths'	sOMvAz{ba.}{vib:kA}
hundredths	sOMvAz{s}
hungary	haMgarI
hungered	BUKa~{ed/en}
hungering	BUKa~{ing}
hungeringly	BUKase
hunger's	BUKa{vib:kA}
hungers'	BUKa{ba.}{vib:kA}
hungers	BUKa~{s}
