aa	e~e
insinuation's	cAlAkI~BarA~saMkewa{@vib:kA}
insipider	PIkA^kuwUhalahIna~{wara}
insipidest	PIkA^kuwUhalahIna~{wama}
insipid	PIkA^kuwUhalahIna[-]
insist	Agraha~karanA{balapUrvaka}{0}
insist	Agraha~kara/xqDZa~rahanA{0}
insisted	Agraha~karanA{balapUrvaka}~{@ed/@en}
insisted	Agraha~kara/xqDZa~rahanA~{@ed/@en}
insistence	Agraha{balapUrvaka}{0}
insistences	Agraha{balapUrvaka}{@s}
insistences'	Agraha{balapUrvaka}{@s}{@vib:kA}
insistence's	Agraha{balapUrvaka}{@vib:kA}
insistencies	Agraha{balapUrvaka}{@s}
insistencies'	Agraha{balapUrvaka}{@s}{@vib:kA}
insistency	Agraha{balapUrvaka}{0}
insistency's	Agraha{balapUrvaka}{@vib:kA}
insistenter	haTI^AgrahapUrNa~{wara}
insistentest	haTI^AgrahapUrNa~{wama}
insistent	haTI^AgrahapUrNa[-]
insisting	Agraha~karanA{balapUrvaka}~{@ing}
insisting	Agraha~kara/xqDZa~rahanA~{@ing}
insists	Agraha~karanA{balapUrvaka}~{@s}
insists	Agraha~kara/xqDZa~rahanA~{@s}
insnared	jAla~meM~PazsAnA~{@ed/@en}
insnare	jAla~meM~PazsAnA{0}
insnares	jAla~meM~PazsAnA~{@s}
insnaring	jAla~meM~PazsAnA~{@ing}
insole	BiwallA{0}
insolences'	XqRtawA{ba.}{@vib:kA}
insolences	XqRtawA{@s}
insolence's	XqRtawA{@vib:kA}
insolence	XqRtawA{0}
insolenter	XqRta~{wara}
insolentest	XqRta~{wama}
insolently	akKadapana_se
insolent	XqRta[-]
insoles'	BiwallA{ba.}{@vib:kA}
insoles	BiwallA{@s}
insole's	BiwallA{@vib:kA}
insoluble	na~GulanevAlA^asamAXAnIya[-]
insolubler	na~GulanevAlA^asamAXAnIya~{wara}
insolublest	na~GulanevAlA^asamAXAnIya~{wama}
insolvencies'	xivAliyApana{ba.}{@vib:kA}
insolvencies	xivAliyApana{@s}
insolvency's	xivAliyApana{@vib:kA}
insolvency	xivAliyApana{0}
insolventer	xivAliyA~{wara}
insolventest	xivAliyA~{wama}
insolvents'	xivAliyA{ba.}{@vib:kA}
insolvents	xivAliyA{@s}
insolvent's	xivAliyA{@vib:kA}
insolvent	xivAliyA[-]
insomniac	anixrApIdiwa[-]
insomniacer	anixrApIdiwa~{wara}
insomniacest	anixrApIdiwa~{wama}
insomniacs'	anixrApIdiwa{ba.}{@vib:kA}
insomniacs	anixrApIdiwa{@s}
insomniac's	anixrApIdiwa{@vib:kA}
insomnia	nixrABAva{0}
insomnias'	nixrABAva{ba.}{@vib:kA}
insomnias	nixrABAva{@s}
insomnia's	nixrABAva{@vib:kA}
insouciance	niScinwawA{0}
insouciances'	niScinwawA{ba.}{@vib:kA}
insouciances	niScinwawA{@s}
insouciance's	niScinwawA{@vib:kA}
inspected	jAzcanA~{@ed/@en}
inspected	nirIkRaNa~karanA~{@ed/@en}
inspecting	jAzcanA~{@ing}
inspecting	nirIkRaNa~karanA~{@ing}
inspection	nirIkRaNa{0}
inspection	nirIkRaNa{0}
inspections'	nirIkRaNa{ba.}{@vib:kA}
inspections	nirIkRaNa{@s}
inspections	nirIkRaNa{@s}
inspections'	nirIkRaNa{@s}{@vib:kA}
inspection's	nirIkRaNa{@vib:kA}
inspection's	nirIkRaNa{@vib:kA}
inspect	jAzcanA{0}
inspect	nirIkRaNa~karanA{0}
inspectorate	nirIkRaka~samUha{0}
inspectorate	nirIkRaNAlaya
inspectorates'	nirIkRaka~samUha{ba.}{@vib:kA}
inspectorates	nirIkRaka~samUha{@s}
inspectorate's	nirIkRaka~samUha{@vib:kA}
inspector	iMspektara^nirIkRaka{0}
inspectors'	iMspektara^nirIkRaka{ba.}{@vib:kA}
inspectors	iMspektara^nirIkRaka{@s}
inspector's	iMspektara^nirIkRaka{@vib:kA}
inspects	jAzcanA~{@s}
inspects	nirIkRaNa~karanA~{@s}
inspirationaler	preraNAxAyaka~{wara}
inspirationalest	preraNAxAyaka~{wama}
inspirational	preraNAxAyaka[-]
inspiration	preraNA{0}
inspirations'	preraNA{ba.}{@vib:kA}
inspirations	preraNA{@s}
inspiration's	preraNA{@vib:kA}
inspired	preraNA~xenA~{@ed/@en}
inspired	preraNA~xenA~{@ed/@en}
inspire	preraNA~xenA{0}
inspire	preraNA~xenA{0}
inspires	preraNA~xenA~{@s}
inspires	preraNA~xenA~{@s}
inspiring	preraNA~xenA~{@ing}
inspiring	preraNA~xenA~{@ing}
instabilities'	asWirawA{ba.}{@vib:kA}
instabilities	asWirawA{@s}
instability	asWirawA{0}
instability's	asWirawA{@vib:kA}
instal	lagAnA[yanwra]^sWApiwa~karanA{0}
installation	prawiRTApana{0}
installation	prawiRTApana^yanwra~Axi~lagAnA{0}
installations	prawiRTApana{@s}
installations'	prawiRTApana{@s}{@vib:kA}
installation's	prawiRTApana{@vib:kA}
installations'	prawiRTApana^yanwra~Axi~lagAnA{ba.}{@vib:kA}
installations	prawiRTApana^yanwra~Axi~lagAnA{@s}
installation's	prawiRTApana^yanwra~Axi~lagAnA{@vib:kA}
installed	lagAnA[yanwra]^sWApiwa~karanA~{@ed/@en}
installed	sWApiwa~karanA~{@ed/@en}
installing	lagAnA[yanwra]^sWApiwa~karanA~{@ing}
installing	sWApiwa~karanA~{@ing}
install	lagAnA[yanwra]^sWApiwa~karanA{0}
installment	kiswa{0}
installments'	kiswa{ba.}{@vib:kA}
installments	kiswa{@s}
installment's	kiswa{@vib:kA}
installs	lagAnA[yanwra]^sWApiwa~karanA~{@s}
installs	sWApiwa~karanA~{@s}
install	sWApiwa~karanA{0}
instalment	kiswa{0}
instalment	kiSwa
instalments'	kiswa{ba.}{@vib:kA}
instalments	kiswa{@s}
instalment's	kiswa{@vib:kA}
instals	lagAnA[yanwra]^sWApiwa~karanA~{@s}
instals	sWApiwa~karanA~{@s}
instal	sWApiwa~karanA{0}
instanced	uxAharaNa/avasara^uxAharaNa{viSeRa}~{@ed/@en}
instanced	xqRtAnwa~{@ed/@en}
instances'	uxAharaNa/avasara^uxAharaNa{viSeRa}{ba.}{@vib:kA}
instances	uxAharaNa/avasara^uxAharaNa{viSeRa}~{@s}
instance's	uxAharaNa/avasara^uxAharaNa{viSeRa}{@vib:kA}
instances	xqRtAnwa~{@s}
instances'	xqRtAnwa{@s}{@vib:kA}
instance's	xqRtAnwa{@vib:kA}
instance	uxAharaNa/avasara^uxAharaNa{viSeRa}{0}
instance	xqRtAnwa{0}
instancing	uxAharaNa/avasara^uxAharaNa{viSeRa}~{@ing}
instancing	xqRtAnwa~{@ing}
instantaneouser	wAwkAlika~{wara}
instantaneousest	wAwkAlika~{wama}
instantaneously	wawkRaNa
instantaneous	wAwkAlika[-]
instant	Asanna^kRaNa{0}
instanter	wuranwa^Jatapata~{wara}
instantest	Asanna^kRaNa~{wama}
instantest	wuranwa^Jatapata~{wama}
instantly	SIGra
instantly	wuraMwa
instants	Asanna^kRaNa{@s}
instants'	Asanna^kRaNa{@s}{@vib:kA}
instant's	Asanna^kRaNa{@vib:kA}
instants'	wuranwa^Jatapata{ba.}{@vib:kA}
instants	wuranwa^Jatapata{@s}
instant's	wuranwa^Jatapata{@vib:kA}
instant	wuranwa^Jatapata{0}
instead	isake~bajAya
instead	ke~baxale~mez
instep	pEra~kA~UparI~maXya~BAga{0}
insteps'	pEra~kA~UparI~maXya~BAga{ba.}{@vib:kA}
insteps	pEra~kA~UparI~maXya~BAga{@s}
instep's	pEra~kA~UparI~maXya~BAga{@vib:kA}
instigate	BadZakAnA{0}
instigated	BadZakAnA~{@ed/@en}
instigates	BadZakAnA~{@s}
instigate	ukasAnA
instigating	BadZakAnA~{@ing}
instigation	BadakAvA{0}
instigations'	BadakAvA{ba.}{@vib:kA}
instigations	BadakAvA{@s}
instigation's	BadakAvA{@vib:kA}
instigators'	ukasAnevAlA{ba.}{@vib:kA}
instigators	ukasAnevAlA{@s}
instigator's	ukasAnevAlA{@vib:kA}
instigator	ukasAnevAlA{0}
instill	mana~meM~biTA~xenA
instil	siKAnA
instincter	sahajajFAna~{wara}
instinctest	sahajajFAna~{wama}
instinctest	sahaja~vqwwi~{wama}
instinctively	sahaja~rUpa~se
instinctiver	svABAvika~{wara}
instinctivest	svABAvika~{wama}
instinctive	svABAvika[-]
instinct	sahajajFAna[-]
instinct	sahaja~vqwwi[-]
instincts'	sahajajFAna{ba.}{@vib:kA}
instincts	sahajajFAna{@s}
instinct's	sahajajFAna{@vib:kA}
instincts	sahaja~vqwwi{@s}
instincts'	sahaja~vqwwi{@s}{@vib:kA}
instinct's	sahaja~vqwwi{@vib:kA}
instinctualer	svABAvika~{wara}
instinctualest	svABAvika~{wama}
instinctually	sahaja~rUpa~se
instinctual	svABAvika[-]
instinet	anwah~asPuraNa
instituted	saMsWAna/saMsWApiwa~karanA~{@ed/@en}
instituted	saMsWApana~karanA~{@ed/@en}
institute	saMsWAna/saMsWApiwa~karanA{0}
institute	saMsWApana~karanA{0}
institutes'	saMsWAna/saMsWApiwa~karanA{ba.}{@vib:kA}
institutes	saMsWAna/saMsWApiwa~karanA~{@s}
institute's	saMsWAna/saMsWApiwa~karanA{@vib:kA}
institutes	saMsWApana~karanA~{@s}
institutes'	saMsWApana~karanA{@s}{@vib:kA}
institute's	saMsWApana~karanA{@vib:kA}
instituting	saMsWAna/saMsWApiwa~karanA~{@ing}
instituting	saMsWApana~karanA~{@ing}
institutionaler	saMsWAnika~{wara}
institutionalest	saMsWAnika~{wama}
institutionalisation	saMsWAnIkaraNa{0}
institutionalisations'	saMsWAnIkaraNa{ba.}{@vib:kA}
institutionalisations	saMsWAnIkaraNa{@s}
institutionalisation's	saMsWAnIkaraNa{@vib:kA}
institutionalised	saMsWAna~banA~xenA~{@ed/@en}
institutionalise	saMsWAna~banA~xenA{0}
institutionalises	saMsWAna~banA~xenA~{@s}
institutionalising	saMsWAna~banA~xenA~{@ing}
institutionalization	saMsWAnIkaraNa{0}
institutionalizations'	saMsWAnIkaraNa{ba.}{@vib:kA}
institutionalizations	saMsWAnIkaraNa{@s}
institutionalization's	saMsWAnIkaraNa{@vib:kA}
institutionalized	saMsWAna~banA~xenA~{@ed/@en}
institutionalize	saMsWAna~banA~xenA{0}
institutionalizes	saMsWAna~banA~xenA~{@s}
institutionalizing	saMsWAna~banA~xenA~{@ing}
institutional	saMsWAnika[-]
institution	saMsWA{0}
institution	saMsWA{0}
institutions'	saMsWA{ba.}{@vib:kA}
institutions	saMsWA{@s}
institutions	saMsWA{@s}
institutions'	saMsWA{@s}{@vib:kA}
institution's	saMsWA{@vib:kA}
institution's	saMsWA{@vib:kA}
instructed	siKAnA^nirxeSa~xenA~{@ed/@en}
instructed	SikRA~xenA~{@ed/@en}
instructing	siKAnA^nirxeSa~xenA~{@ing}
instructing	SikRA~xenA~{@ing}
instructional	praSikRaNa~saMbaMXI
instruction	AxeSa{0}
instructions'	AxeSa{ba.}{@vib:kA}
instructions	AxeSa{@s}
instruction's	AxeSa{@vib:kA}
instruction	SikRaNa^nirxeSa{0}
instructions	SikRaNa^nirxeSa{@s}
instructions'	SikRaNa^nirxeSa{@s}{@vib:kA}
instruction's	SikRaNa^nirxeSa{@vib:kA}
instructiver	SikRApraxa~{wara}
instructive	SikRApraxa[-]
instructivest	SikRApraxa~{wama}
instructors'	upaxeSaka{ba.}{@vib:kA}
instructors	upaxeSaka{@s}
instructor's	upaxeSaka{@vib:kA}
instructor	upaxeSaka{0}
instruct	siKAnA^nirxeSa~xenA{0}
instruct	SikRA~xenA{0}
instructs	siKAnA^nirxeSa~xenA~{@s}
instructs	SikRA~xenA~{@s}
instrumentaler	sahAyaka^vAxya~saMgIwa~{wara}
instrumentalest	sahAyaka^vAxya~saMgIwa~{wama}
instrumentalister	vAxaka~{wara}
instrumentalistest	vAxaka~{wama}
instrumentalists'	vAxaka{ba.}{@vib:kA}
instrumentalists	vAxaka{@s}
instrumentalist's	vAxaka{@vib:kA}
instrumentalist	vAxaka[-]
instrumentally	sahAyaka_ke_opa_meM
instrumental	sahAyaka^vAxya~saMgIwa[-]
instrumentals'	sahAyaka^vAxya~saMgIwa{ba.}{@vib:kA}
instrumentals	sahAyaka^vAxya~saMgIwa{@s}
instrumental's	sahAyaka^vAxya~saMgIwa{@vib:kA}
instrumentations'	vAxyasaMgIwa-vinyAsa{ba.}{@vib:kA}
instrumentations	vAxyasaMgIwa-vinyAsa{@s}
instrumentation's	vAxyasaMgIwa-vinyAsa{@vib:kA}
instrumentation	vAxyasaMgIwa-vinyAsa{0}
instrument	sAXana^yaMwra{0}
instruments	sAXana^yaMwra{@s}
instruments'	sAXana^yaMwra{@s}{@vib:kA}
instrument's	sAXana^yaMwra{@vib:kA}
instruments'	upakaraNa^vAxya{ba.}{@vib:kA}
instruments	upakaraNa^vAxya{@s}
instrument's	upakaraNa^vAxya{@vib:kA}
instrument	upakaraNa^vAxya{0}
instrument-wise	liKawavAra/prapawravAra
insubordinate	avajFAkArI[-]
insubordinater	avajFAkArI~{wara}
insubordinates'	avajFAkArI{ba.}{@vib:kA}
insubordinates	avajFAkArI{@s}
insubordinate's	avajFAkArI{@vib:kA}
insubordinatest	avajFAkArI~{wama}
insubordination	anAxara/avajFA{0}
insubordination	anaXInawA
insubordinations'	anAxara/avajFA{ba.}{@vib:kA}
insubordinations	anAxara/avajFA{@s}
insubordination's	anAxara/avajFA{@vib:kA}
insubstantialer	kAlpanika~{wara}
insubstantialest	kAlpanika~{wama}
insubstantial	kAlpanika[-]
insufferable	asahya[-]
insufferabler	asahya~{wara}
insufferablest	asahya~{wama}
insufficiencies'	kamI{ba.}{@vib:kA}
insufficiencies	kamI{@s}
insufficiency	kamI{0}
insufficiency's	kamI{@vib:kA}
insufficient	aparyApwa[-]
insufficienter	aparyApwa~{wara}
insufficientest	aparyApwa~{wama}
insufficiently	aparyApwa~rUpa~se
insular	alaga-Walaga[-]
insularer	alaga-Walaga~{wara}
insularest	alaga-Walaga~{wama}
insularity	pqWakkarNa
insulars'	alaga-Walaga{ba.}{@vib:kA}
insulars	alaga-Walaga{@s}
insular's	alaga-Walaga{@vib:kA}
insulate	AvaraNa~caDAnA^alaga~karanA{0}
insulated	AvaraNa~caDAnA^alaga~karanA~{@ed/@en}
insulates	AvaraNa~caDAnA^alaga~karanA~{@s}
insulating	AvaraNa~caDAnA^alaga~karanA~{@ing}
insulation	pqWakakarNa
insulator	insuletara{0}
insulators'	insuletara{ba.}{@vib:kA}
insulators	insuletara{@s}
insulator's	insuletara{@vib:kA}
insulin	insulina{0}
insulins'	insulina{ba.}{@vib:kA}
insulins	insulina{@s}
insulin's	insulina{@vib:kA}
insult	apamAna{0}
insult	apamAna/apamAna~karanA{0}
insulted	apamAna/apamAna~karanA~{@ed/@en}
insulted	apamAna~{@ed/@en}
insulting	apamAna/apamAna~karanA~{@ing}
insulting	apamAna~{@ing}
insults'	apamAna/apamAna~karanA{ba.}{@vib:kA}
insults	apamAna/apamAna~karanA~{@s}
insult's	apamAna/apamAna~karanA{@vib:kA}
insults	apamAna~{@s}
insults'	apamAna{@s}{@vib:kA}
insult's	apamAna{@vib:kA}
insuperable	ajeya[-]
insuperabler	ajeya~{wara}
insuperablest	ajeya~{wama}
insupportable	asahya[-]
insupportabler	asahya~{wara}
insupportablest	asahya~{wama}
insurable	bImA~yogya
insurance	bImA{0}
insurance	bImA{0}
insurances'	bImA{ba.}{@vib:kA}
insurances	bImA{@s}
insurances	bImA{@s}
insurances'	bImA{@s}{@vib:kA}
insurance's	bImA{@vib:kA}
insurance's	bImA{@vib:kA}
insure	bImA~karanA[karAnA]
insured	pakkA~karanA~{@ed/@en}
insure	pakkA~karanA[>bImA~karanA]{0}
insurer	bImAkarwA
insures	pakkA~karanA~{@s}
insurgency-ridden	vixroha~pUrNa
insurgency	vixroha{0}
insurgenter	rAjaxrohI~{wara}
insurgentest	rAjaxrohI~{wama}
insurgent	rAjaxrohI[-]
insurgents'	rAjaxrohI{ba.}{@vib:kA}
insurgents	rAjaxrohI{@s}
insurgent's	rAjaxrohI{@vib:kA}
insuring	pakkA~karanA~{@ing}
insurmountable	ajeya[-]
insurmountabler	ajeya~{wara}
insurmountablest	ajeya~{wama}
insurrection	balavA/vixroha/PZasAxa/viplava/prajAkopa{0}
insurrections'	balavA/vixroha/PZasAxa/viplava/prajAkopa{ba.}{@vib:kA}
insurrections	balavA/vixroha/PZasAxa/viplava/prajAkopa{@s}
insurrection's	balavA/vixroha/PZasAxa/viplava/prajAkopa{@vib:kA}
intabgible	agocara/amUrwa
intact	aKaNda[-]
intacter	aKaNda~{wara}
intactest	aKaNda~{wama}
intactest	sAbuwa~{wama}
intact	sAbuwa[-]
intake	BukwakriyA^grAhyawA{0}
intakes'	BukwakriyA^grAhyawA{ba.}{@vib:kA}
intakes	BukwakriyA^grAhyawA{@s}
intake's	BukwakriyA^grAhyawA{@vib:kA}
intangible	aspaRta^amUrwa[-]
intangibler	aspaRta~{wara}
intangibles'	aspaRta{ba.}{@vib:kA}
intangibles	aspaRta{@s}
intangible's	aspaRta{@vib:kA}
intangiblest	aspaRta~{wama}
integer	pUrNa~saMKyA{0}
integers'	pUrNa~saMKyA{ba.}{@vib:kA}
integers	pUrNa~saMKyA{@s}
integer's	pUrNa~saMKyA{@vib:kA}
integral	aBinna[-]
integraler	aBinna~{wara}
integralest	aBinna~{wama}
integrals'	aBinna{ba.}{@vib:kA}
integrals	aBinna{@s}
integral's	aBinna{@vib:kA}
integrated	ekIkaraNa~karanA~{@ed/@en}
integrated	samanviwa~karanA~{@ed/@en}
integrate	ekIkaraNa~karanA{0}
integrate	samanviwa~karanA{0}
integrates	ekIkaraNa~karanA~{@s}
integrates	samanviwa~karanA~{@s}
integrating	ekIkaraNa~karanA~{@ing}
integrating	samanviwa~karanA~{@ing}
integration	ekIkaraNa{0}
integration	samanvaya{0}
integrations'	ekIkaraNa{ba.}{@vib:kA}
integrations	ekIkaraNa{@s}
integration's	ekIkaraNa{@vib:kA}
integrations	samanvaya{@s}
integrations'	samanvaya{@s}{@vib:kA}
integration's	samanvaya{@vib:kA}
integrator	samakalaka~/~samAkalaka
integrities'	ekaniRTawA^ImAnaxArI{ba.}{@vib:kA}
integrities	ekaniRTawA^ImAnaxArI{@s}
integrity	ekaniRTawA^ImAnaxArI{0}
integrity	ImAnaxArI
integrity's	ekaniRTawA^ImAnaxArI{@vib:kA}
intellect	prajFA{0}
intellects'	prajFA{ba.}{@vib:kA}
intellects	prajFA{@s}
intellect's	prajFA{@vib:kA}
intellectual	bOxXika[-]
intellectual	buxXigawa^prajFAvAna[-]
intellectualer	buxXigawa^prajFAvAna~{wara}
intellectualest	bOxXika~{wama}
intellectualest	buxXigawa^prajFAvAna~{wama}
intellectualise	buxXisaMgawa~karanA{0}
intellectualised	buxXisaMgawa~karanA~{@ed/@en}
intellectualises	buxXisaMgawa~karanA~{@s}
intellectualising	buxXisaMgawa~karanA~{@ing}
intellectualism	paWaurajFAvAxa{0}
intellectualisms'	prajFAvAxa{ba.}{@vib:kA}
intellectualisms	prajFAvAxa{@s}
intellectualism's	prajFAvAxa{@vib:kA}
intellectualize	buxXisaMgawa~karanA{0}
intellectualized	buxXisaMgawa~karanA~{@ed/@en}
intellectualizes	buxXisaMgawa~karanA~{@s}
intellectualizing	buxXisaMgawa~karanA~{@ing}
intellectually	bOxXika~rUpa~se
intellectuals	bOxXika{@s}
intellectuals'	bOxXika{@s}{@vib:kA}
intellectual's	bOxXika{@vib:kA}
intellectuals'	buxXigawa^prajFAvAna{ba.}{@vib:kA}
intellectuals	buxXigawa^prajFAvAna{@s}
intellectual's	buxXigawa^prajFAvAna{@vib:kA}
intelligence	buxXimawwA^gupwa~sUcanA{0}
intelligence	buxXimawwA^sUcanA{0}
intelligences	buxXimawwA^gupwa~sUcanA{@s}
intelligences'	buxXimawwA^gupwa~sUcanA{@s}{@vib:kA}
intelligence's	buxXimawwA^gupwa~sUcanA{@vib:kA}
intelligences'	buxXimawwA^sUcanA{ba.}{@vib:kA}
intelligences	buxXimawwA^sUcanA{@s}
intelligence's	buxXimawwA^sUcanA{@vib:kA}
intelligent	buxXimAna[-]
intelligent	buxXimAna^suboXa[-]
intelligenter	buxXimAna^suboXa~{wara}
intelligentest	buxXimAna^suboXa~{wama}
intelligentest	buxXimAna~{wama}
intelligently	buxXimawwApUrvaka
intelligentsia	prabuxXa~loga{0}
intelligentsias'	prabuxXa~loga{ba.}{@vib:kA}
intelligentsias	prabuxXa~loga{@s}
intelligentsia's	prabuxXa~loga{@vib:kA}
intelligibilities'	buxXigrAhyawA{ba.}{@vib:kA}
intelligibilities	buxXigrAhyawA{@s}
intelligibility	buxXigrAhyawA{0}
intelligibility's	buxXigrAhyawA{@vib:kA}
intelligible	boXanIya[-]
intelligibleness	buxXigrAhyawA{0}
intelligiblenesses'	buxXigrAhyawA{ba.}{@vib:kA}
intelligiblenesses	buxXigrAhyawA{@s}
intelligibleness's	buxXigrAhyawA{@vib:kA}
intelligibler	boXanIya~{wara}
intelligiblest	boXanIya~{wama}
intelligibly	samaJa_meM_Ane_lAyaka_DaMga_se
intellignece	AsUcanA/KuPZiyA
intemperance	asaMyama{0}
intemperance's	asaMyama{@vib:kA}
intemperate	asaMyamI[-]
intemperater	asaMyamI~{wara}
intemperatest	asaMyamI~{wama}
intendeder	uxXiRta~{wara}
intendedest	uxXiRta~{wama}
intended	irAxA~karanA2~{@ed/@en}
intended	irAxA~raKanA^nimiwwa~honA~{@ed/@en}[-]
intendeds'	uxXiRta{ba.}{@vib:kA}
intendeds	uxXiRta{@s}
intended's	uxXiRta{@vib:kA}
intending	irAxA~karanA2~{@ing}
intending	irAxA~raKanA^nimiwwa~honA~{@ing}
intend	irAxA~karanA2{0}
intend	irAxA~raKanA^nimiwwa~honA{0}
intends	irAxA~karanA2~{@s}
intends	irAxA~raKanA^nimiwwa~honA~{@s}
intense	awyaXika[-]
intensely	uwkatawA~se
intenser	wIkRNa/uwkata/awimAwra^weja~{wara}
intensest	awyaXika~{wama}
intensest	wIkRNa/uwkata/awimAwra^weja~{wama}
intense	wIkRNa/uwkata/awimAwra^weja[-]
intensification	wIvrIkaraNa^baDAnA
intensified	wIvra~karanA{baDZAnA}/saSakwa~karanA~{@ed/@en}
intensifiers'	wIvraka{vyAkaraNa~meM}{ba.}{@vib:kA}
intensifiers	wIvraka{vyAkaraNa~meM}{@s}
intensifier's	wIvraka{vyAkaraNa~meM}{@vib:kA}
intensifier	wIvraka{vyAkaraNa~meM}{0}
intensifies	wIvra~karanA{baDZAnA}/saSakwa~karanA~{@s}
intensifying	wIvra~karanA{baDZAnA}/saSakwa~karanA~{@ing}
intensify	wIvra~karanA{baDZAnA}/saSakwa~karanA{0}
intensities	prabalawA{@s}
intensities'	prabalawA{@s}{@vib:kA}
intensities'	uwkatawA^pracaMdawA{ba.}{@vib:kA}
intensities	uwkatawA^pracaMdawA{@s}
intensity	prabalawA{0}
intensity's	prabalawA{@vib:kA}
intensity's	uwkatawA^pracaMdawA{@vib:kA}
intensity	uwkatawA^pracaMdawA{0}
intensively	aXikawA~se
intensive	prabala-[-]
intensiver	vqxXikara^wIvra~{wara}
intensives	prabala-{@s}
intensives'	prabala-{@s}{@vib:kA}
intensive's	prabala-{@vib:kA}
intensivest	prabala-~{wama}
intensivest	vqxXikara^wIvra~{wama}
intensives'	vqxXikara^wIvra{ba.}{@vib:kA}
intensives	vqxXikara^wIvra{@s}
intensive's	vqxXikara^wIvra{@vib:kA}
intensive	vqxXikara^wIvra[-]
intent	Asakwa~ciwwa^niRTA[-]
intenter	Asakwa~ciwwa^niRTA~{wara}
intentest	Asakwa~ciwwa^niRTA~{wama}
intentest	katibaxXa^irAxA^wallIna~{wama}
intentionaler	jAnabUJakara~{wara}
intentionalest	jAnabUJakara~{wama}
intentional	jAnabUJakara[-]
intentionally	jAna~bUJa~kara
intention	irAxA{0}
intention	lakRya{0}
intentions	irAxA{@s}
intentions'	irAxA{@s}{@vib:kA}
intention's	irAxA{@vib:kA}
intentions'	lakRya{ba.}{@vib:kA}
intentions	lakRya{@s}
intention's	lakRya{@vib:kA}
intent	katibaxXa^irAxA^wallIna[-]
intently	uwsukawApUrvaka
intents'	Asakwa~ciwwa^niRTA{ba.}{@vib:kA}
intents	Asakwa~ciwwa^niRTA{@s}
intent's	Asakwa~ciwwa^niRTA{@vib:kA}
intents	katibaxXa^irAxA^wallIna{@s}
intents'	katibaxXa^irAxA^wallIna{@s}{@vib:kA}
intent's	katibaxXa^irAxA^wallIna{@vib:kA}
interacted	eka~xUsare~ko~praBAviwa~karanA~{@ed/@en}
interact	eka~xUsare~ko~praBAviwa~karanA{0}
interacting	eka~xUsare~ko~praBAviwa~karanA~{@ing}
interaction	pArasparika^vyApAra{bAwacIwa}{0}
interaction	pArasparika~vyavahAra{0}
interactions	pArasparika^vyApAra{bAwacIwa}{@s}
interactions'	pArasparika^vyApAra{bAwacIwa}{@s}{@vib:kA}
interaction's	pArasparika^vyApAra{bAwacIwa}{@vib:kA}
interactions'	pArasparika~vyavahAra{ba.}{@vib:kA}
interactions	pArasparika~vyavahAra{@s}
interaction's	pArasparika~vyavahAra{@vib:kA}
interactive	pArasparika[-]
interactiver	pArasparika~{wara}
interactivest	pArasparika~{wama}
interacts	eka~xUsare~ko~praBAviwa~karanA~{@s}
inter-	anwara-^eka~xUsare~se
inter	anwar-/gAdZanA{lASa}/gAdZanA{lASa}{0}
interbred	miSriwa~jAwijIva~uwpanna~karanA~{@ed/@en}
interbreeding	miSriwa~jAwijIva~uwpanna~karanA~{@ing}
interbreed	miSriwa~jAwijIva~uwpanna~karanA{0}
interbreeds	miSriwa~jAwijIva~uwpanna~karanA~{@s}
interceded	maXyasWawA~karanA~{@ed/@en}
intercede	maXyasWawA~karanA{0}
intercedes	maXyasWawA~karanA~{@s}
interceding	maXyasWawA~karanA~{@ing}
intercept	bIca~meM~rokanA{0}
intercept	bIca~meM~rokanA{0}
intercepted	bIca~meM~rokanA~{@ed/@en}
intercepted	bIca~meM~rokanA~{@ed/@en}
intercepter	senA~vAyuyAna{0}
intercepters'	senA~vAyuyAna{ba.}{@vib:kA}
intercepters	senA~vAyuyAna{@s}
intercepter's	senA~vAyuyAna{@vib:kA}
intercepting	bIca~meM~rokanA~{@ing}
intercepting	bIca~meM~rokanA~{@ing}
interception	anwarroXana{0}
interceptions'	anwarroXana{ba.}{@vib:kA}
interceptions	anwarroXana{@s}
interception's	anwarroXana{@vib:kA}
interceptor	senA~vAyuyAna{0}
interceptors'	senA~vAyuyAna{ba.}{@vib:kA}
interceptors	senA~vAyuyAna{@s}
interceptor's	senA~vAyuyAna{@vib:kA}
intercepts'	bIca~meM~rokanA{ba.}{@vib:kA}
intercepts	bIca~meM~rokanA~{@s}
intercepts	bIca~meM~rokanA~{@s}
intercepts'	bIca~meM~rokanA{@s}{@vib:kA}
intercept's	bIca~meM~rokanA{@vib:kA}
intercept's	bIca~meM~rokanA{@vib:kA}
interchangeabler	vinimeya~{wara}
interchangeablest	vinimeya~{wama}
interchangeable	vinimeya[-]
interchangeably	vinimeyawA_ke_anusAra
interchange	axalA~baxalA~karanA{0}
interchanged	axalA~baxalA~karanA~{@ed/@en}
interchanges	axalA~baxalA~karanA~{@s}
interchanging	axalA~baxalA~karanA~{@ing}
inter-city	anwarnagarI
intercollegiate	anwarmahAvixyAlaya[-]
intercom	AMwarikasaMcAra{0}
intercommunicate	aMwa:saMcAra~honA{0}
intercommunicated	aMwa:saMcAra~honA~{@ed/@en}
intercommunicates	aMwa:saMcAra~honA~{@s}
intercommunicating	aMwa:saMcAra~honA~{@ing}
