# Girl standing in front of me ..
# Structure of the file:
##_I_was_fond_of_her_music.
#GOD,ÈÏÌÚÂèÌÚ,PADA,,
#These_are_the_people_who_most_need_our_help.
#_Girl_standing_in_front_of_me_..
#_Structure_of_the_file:
#aBiyAna_->_aBiyAna_calAnA
#anybody,³Û×Ü~ËÜ^³å§~ËÜ,PADA,kisI_oblque_form_of_koI,BI_is_optional_in_interrogative,
#anything's,³å§~ËÜ{¸Üºé~ÍÚ~³ÚÌ},SABDA,,
#anything,³å§~ËÜ{¸Üºé~ÍÚ~³ÚÌ},SABDA,,
#drift's,ÊØÆÚ{vib:³Ú},SABDA,,
#drift,ÊØÆÚ{0},SABDA,,
#drifted,ÊØÆÚ~{ed/en},SABDA,,
#drifting,ÊØÆÚ~{ing},SABDA,,
#drifts',ÊØÆÚ{s}{vib:³Ú},SABDA,,
#drifts,ÊØÆÚ~{s},SABDA,,
#fond,È×ÆèÄ~ØåÆÚ2[-],SABDA,,
#most,¤ÅÛ³ÂÌ,PADA,,
#nervous,ÔèÍµèÏ^×èÆÚÍÔÛ³[-],SABDA,,
#nobody,³å§~ÆØÜ¢{0},SABDA,,
#none,³å§~ÆØÜ¢,SABDA,,
#nothing,³İ¹~ËÜ~ÆØÜ¢^ÕŞÆèÍ{0},SABDA,,
#retain,×èÃÛÏ~Ï´ÆÚ{0},SABDA,,
#retained,×èÃÛÏ~Ï´ÆÚ~{ed/en},SABDA,,
#retaining,×èÃÛÏ~Ï´ÆÚ~{ing},SABDA,,
#retains,×èÃÛÏ~Ï´ÆÚ~{s},SABDA,,
#some,³İ¹^³å§,SABDA,,
#standing,×èÃÚ§/ÈèÏÂÛÖè¾Ú[-]~{ing},SABDA,,
#urge's,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{vib:³Ú},SABDA,,
#urge,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{0},SABDA,,
#urged,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{ed/en},SABDA,,
#urges',ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{s}{vib:³Ú},SABDA,,
#urges,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{s},SABDA,,
#urging,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{ing},SABDA,,
#walking,ÈâÄÑ~¸ÑÆÚ[-]~{ing},SABDA,,
#wrd,paxasuwra,source,comment,path_of_essay_file
#writing,ÑÛ´Ú§,PADA,,
libraries,Èİ×èÂ³ÚÑÍ{s},SABDA,,
library's,Èİ×èÂ³ÚÑÍ{vib:³Ú},SABDA,,
library,Èİ×èÂ³ÚÑÍ{0},SABDA,,
licence's,¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}{vib:³Ú},SABDA,,
licence,¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}{0},SABDA,,
licenced,¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}~{ed/en},SABDA,,
licences',¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}{s}{vib:³Ú},SABDA,,
licences,¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}~{s},SABDA,,
licencing,¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}~{ing},SABDA,,
license's,¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}{vib:³Ú},SABDA,,
license,¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}{0}{0},SABDA,,
licensed,¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}~{ed/en},SABDA,,
licenses',¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}{s}{vib:³Ú},SABDA,,
licenses,¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}~{s},SABDA,,
licensing,¤Æİºè¼ÈèÂÛ{ÑÚ¦×â¢×}~{ing},SABDA,,
lick's,¸Ú½ÆÚ[(ÔèÍ¢µ)>ÈÛ½Ú§]{vib:³Ú},SABDA,,
lick,¸Ú½ÆÚ[(ÔèÍ¢µ)>ÈÛ½Ú§]{0},SABDA,,
licked,¸Ú½ÆÚ[(ÔèÍ¢µ)>ÈÛ½Ú§]~{ed/en},SABDA,,
licking,¸Ú½ÆÚ[(ÔèÍ¢µ)>ÈÛ½Ú§]~{ing},SABDA,,
licks',¸Ú½ÆÚ[(ÔèÍ¢µ)>ÈÛ½Ú§]{s}{vib:³Ú},SABDA,,
licks,¸Ú½ÆÚ[(ÔèÍ¢µ)>ÈÛ½Ú§]~{s},SABDA,,
lid's,À³è³Æ{vib:³Ú},SABDA,,
lid,À³è³Æ{0},SABDA,,
lids',À³è³Æ{s}{vib:³Ú},SABDA,,
lids,À³è³Æ{s},SABDA,,
lie's,»Ş¾/[È¿éÜ~ØİÍÜ]~×èÃÛÂÛ~Ìá¢~ØåÆÚ{vib:³Ú},SABDA,,
lie,»Ş¾/[È¿éÜ~ØİÍÜ]~×èÃÛÂÛ~Ìá¢~ØåÆÚ{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/lie
lied,»Ş¾/[È¿éÜ~ØİÍÜ]~×èÃÛÂÛ~Ìá¢~ØåÆÚ~{ed/en},SABDA,,
lien,ÈİÆÏèµèÏØÁ~¤ÅÛ³ÚÏ/ÑÛÍÆ,THAKURDASSJI,,
lies',»Ş¾/[È¿éÜ~ØİÍÜ]~×èÃÛÂÛ~Ìá¢~ØåÆÚ{s}{vib:³Ú},SABDA,,
lies,»Ş¾/[È¿éÜ~ØİÍÜ]~×èÃÛÂÛ~Ìá¢~ØåÆÚ~{s},SABDA,,
lieutenant's,ÑáÉè½ÛÆá¢½{vib:³Ú},SABDA,,
lieutenant,ÑáÉè½ÛÆá¢½{0},SABDA,,
lieutenants',ÑáÉè½ÛÆá¢½{s}{vib:³Ú},SABDA,,
lieutenants,ÑáÉè½ÛÆá¢½{s},SABDA,,
life's,ºÜÔÆ{vib:³Ú},SABDA,,
life,ºÜÔÆ{0},SABDA,,
lift's,¨¾Ú^ÑÛÉè½{vib:³Ú},SABDA,,
lift,¨¾Ú^ÑÛÉè½{0},SABDA,,
lifted,¨¾Ú^ÑÛÉè½~{ed/en},SABDA,,
lifting,¨¾Ú^ÑÛÉè½~{ing},SABDA,,
lifts',¨¾Ú^ÑÛÉè½{s}{vib:³Ú},SABDA,,
lifts,¨¾Ú^ÑÛÉè½~{s},SABDA,,
light's,ÈèÏ³ÚÕ~[³á~ÍåµèÍ~³ÏÆÚ]/ØÑ³Ú/¨ÂÏÆÚ{vib:³Ú},SABDA,,
light,ÈèÏ³ÚÕ~[³á~ÍåµèÍ~³ÏÆÚ]/ØÑ³Ú/¨ÂÏÆÚ{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/light
light-hearted,ØÑè³á~ÌÆÔÚÑÚ,REF,,
lighted,ÈèÏ³ÚÕ~[³á~ÍåµèÍ~³ÏÆÚ]/ØÑ³Ú/¨ÂÏÆÚ~{ed/en},SABDA,,
lighten,ÈèÏ³ÚÕ~ÊÀÚÆÚ/ØÑè³Ú~³ÏÆÚ,,,
lighter,ÈèÏ³ÚÕ~[³á~ÍåµèÍ~³ÏÆÚ]/ØÑ³Ú/¨ÂÏÆÚ~{ÂÏ},SABDA,,
lightest,ÈèÏ³ÚÕ~[³á~ÍåµèÍ~³ÏÆÚ]/ØÑ³Ú/¨ÂÏÆÚ~{ÂÌ},SABDA,,
lighting,ÈèÏ³ÚÕ~[³á~ÍåµèÍ~³ÏÆÚ]/ØÑ³Ú/¨ÂÏÆÚ~{ing},SABDA,,
lightly,ØÑè³á~×á,SABDA,,
lightning's,ÊÛºÑÜ{vib:³Ú},SABDA,,
lightning,ÊÛºÑÜ{0},SABDA,,
lightnings',ÊÛºÑÜ{s}{vib:³Ú},SABDA,,
lightnings,ÊÛºÑÜ{s},SABDA,,
lights',ÈèÏ³ÚÕ~[³á~ÍåµèÍ~³ÏÆÚ]/ØÑ³Ú/¨ÂÏÆÚ{s}{vib:³Ú},SABDA,,
lights,ÈèÏ³ÚÕ~[³á~ÍåµèÍ~³ÏÆÚ]/ØÑ³Ú/¨ÂÏÆÚ~{s},SABDA,,
like's,like{->ºâ×Ú[È×ÆèÄ~³ÏÆÚ]}{vib:³Ú},SABDA,,
like,like{->ºâ×Ú[È×ÆèÄ~³ÏÆÚ{0}]},PREP,,
liked,È×ÆèÄ~³ÏÆÚ~{ed/en},SABDA,,
likeliest,×¢ËÚÔèÍ~{ÂÌ},SABDA,,
likely,×¢ËÚÔèÍ,SABDA,,
likes',like{->ºâ×Ú[È×ÆèÄ~³ÏÆÚ]}{s}{vib:³Ú},SABDA,,
likes,È×ÆèÄ_³Ï{s},REF,,
likest,like{->ºâ×Ú[È×ÆèÄ~³ÏÆÚ]}~{ÂÌ},SABDA,,
likewise,¨×Ü~ÂÏØ,SABDA,,
liking,È×ÆèÄ~³ÏÆÚ~{ing},SABDA,,
limb's,¤¢µ{vib:³Ú},SABDA,,
limb,¤¢µ-ÈèÏÂèÍ¢µ{0},PADA,,
limbed,¤¢µ~{ed/en},SABDA,,
limbing,¤¢µ~{ing},SABDA,,
limbo,¤ÆÛÕè¸ÛÂ~×èÃÛÂÛ/Ôá×è½-¦Áè¿Üº~³Ú~¬³~ÆßÂèÍ,,,
limbs',¤¢µ{s}{vib:³Ú},SABDA,,
limbs,¤¢µ~{s},SABDA,,
limit's,×ÜÌÚ{vib:³Ú},SABDA,,
limit,×ÜÌÚ{0},SABDA,,
limitation's,ÈÏÛ×ÜÌÚ{vib:³Ú},SABDA,,
limitation,ÈÏÛ×ÜÌÚ{0},SABDA,,
limitations',ÈÏÛ×ÜÌÚ{s}{vib:³Ú},SABDA,,
limitations,ÈÏÛ×ÜÌÚ{s},SABDA,,
limited's,×ÜÌÛÂ{vib:³Ú},SABDA,,
limited,×ÜÌÛÂ[-]~{ed/en},SABDA,,
limitedest,×ÜÌÛÂ~{ÂÌ},SABDA,,
limiteds',×ÜÌÛÂ{s}{vib:³Ú},SABDA,,
limiteds,×ÜÌÛÂ{s},SABDA,,
limiter,ÌÏèÍÚÄ³,Graphical/Multimedia-System,,
limiting,×ÜÌÚ~{ing},SABDA,,
limits',×ÜÌÚ{s}{vib:³Ú},SABDA,,
limits,×ÜÌÚ~{s},SABDA,,
lincensee,ÑÚ¦×á¢×ÅÚÏÜ,THAKURDASSJI,,
line's,Ïá´Ú`{vib:³Ú},SABDA,,
line,Ïá´Ú`{0},SABDA,,
linear,Ïá´Ú³ÚÏ[-],SABDA,,
linearest,Ïá´Ú³ÚÏ~{ÂÌ},SABDA,,
linearity,Ïâ´Û³ÂÚ,Mathematical-Computation,,
lined,Ïá´Ú`~{ed/en},SABDA,,
lineman,ÑÚ¦ÆÌâÆ,Designation_and_Department_Names:HARIRAM,,
liner,Ê¿Ú~ÈåÂ/¤×èÂÏ,,,
lines',Ïá´Ú`{s}{vib:³Ú},SABDA,,
lines,Ïá´Ú`~{s},SABDA,,
lining,Ïá´Ú`~{ing},SABDA,,
link's,³¿éÜ[>ºå¿éÆÚ]{vib:³Ú},SABDA,,
link,³¿éÜ[>ºå¿éÆÚ]{0},SABDA,,
linked,³¿éÜ[>ºå¿éÆÚ]~{ed/en},SABDA,,
linker,×¢Íåº³~/~ÕèÏß¢´Ñ³,Compiler-Design,,
linking,³¿éÜ[>ºå¿éÆÚ]~{ing},SABDA,,
links',³¿éÜ[>ºå¿éÆÚ]{s}{vib:³Ú},SABDA,,
links,³¿éÜ[>ºå¿éÆÚ]~{s},SABDA,,
linux,ÑÛÆ³è×,Operating-System,,
lion's,×Û¢Ø{vib:³Ú},SABDA,,
lion,×Û¢Ø{0},SABDA,,
lions',×Û¢Ø{s}{vib:³Ú},SABDA,,
lions,×Û¢Ø{s},SABDA,,
lip's,Øå¢¾{vib:³Ú},SABDA,,
lip,Øå¢¾{0},SABDA,,
lipped,Øå¢¾~{ed/en},SABDA,,
lipping,Øå¢¾~{ing},SABDA,,
lips',Øå¢¾{s}{vib:³Ú},SABDA,,
lips,Øå¢¾~{s},SABDA,,
liquid's,ÄèÏÔ{vib:³Ú},SABDA,,
liquid,ÄèÏÔ[-],SABDA,,
liquidest,ÄèÏÔ~{ÂÌ},SABDA,,
liquids',ÄèÏÔ{s}{vib:³Ú},SABDA,,
liquids,ÄèÏÔ{s},SABDA,,
liquor's,ÌÄÛÏÚ{vib:³Ú},SABDA,,
liquor,ÌÄÛÏÚ{0},SABDA,,
liquored,ÌÄÛÏÚ~{ed/en},SABDA,,
liquoring,ÌÄÛÏÚ~{ing},SABDA,,
liquors',ÌÄÛÏÚ{s}{vib:³Ú},SABDA,,
liquors,ÌÄÛÏÚ~{s},SABDA,,
list's,×Ş¸Ü{vib:³Ú},SABDA,,
list,×Ş¸Ü{0},SABDA,,
listed,×Ş¸Ü~{ed/en},SABDA,,
listen,×İÆÆÚ{0},SABDA,,
listened,×İÆÆÚ~{ed/en},SABDA,,
listener's,ÕèÏåÂÚ{vib:³Ú},SABDA,,
listener,ÕèÏåÂÚ{0},SABDA,,
listeners',ÕèÏåÂÚ{s}{vib:³Ú},SABDA,,
listeners,ÕèÏåÂÚ{s},SABDA,,
listening,×İÆÆÚ~{ing},SABDA,,
listens,×İÆÆÚ~{s},SABDA,,
listing,×Ş¸Ü~{ing},SABDA,,
lists',×Ş¸Ü{s}{vib:³Ú},SABDA,,
lists,×Ş¸Ü~{s},SABDA,,
lit's,ºÑÚÆÚ{vib:³Ú},SABDA,,
lit,ºÑÚÆÚ{0/ed/en},SABDA,,
litas's,ºÑÚÆÚ{vib:³Ú},SABDA,,
litas,ºÑÚÆÚ{0},SABDA,,
litases',ºÑÚÆÚ{s}{vib:³Ú},SABDA,,
litases,ºÑÚÆÚ{s},SABDA,,
liter's,ÑÜ½Ï{vib:³Ú},SABDA,,
liter,ÑÜ½Ï{0},SABDA,,
literal's,ÕÚÊèÄÛ³{vib:³Ú},SABDA,,
literal,ÕÚÊèÄÛ³[-],SABDA,,
literalest,ÕÚÊèÄÛ³~{ÂÌ},SABDA,,
literally,ÕÊèÄÕ£,SABDA,,
literals',ÕÚÊèÄÛ³{s}{vib:³Ú},SABDA,,
literals,ÕÚÊèÄÛ³{s},SABDA,,
literariest,×ÚØÛÂèÍÛ³~{ÂÌ},SABDA,,
literary,×ÚØÛÂèÍÛ³[-],SABDA,,
literate,×Ú³èÖÏ,Administration_Glossary:HARIRAM,,
literature's,×ÚØÛÂèÍ{vib:³Ú},SABDA,,
literature,×ÚØÛÂèÍ{0},SABDA,,
literatures',×ÚØÛÂèÍ{s}{vib:³Ú},SABDA,,
literatures,×ÚØÛÂèÍ{s},SABDA,,
liters',ÑÜ½Ï{s}{vib:³Ú},SABDA,,
liters,ÑÜ½Ï{s},SABDA,,
litre's,ÑÜ½Ï{vib:³Ú},SABDA,,
litre,ÑÜ½Ï{0},SABDA,,
litres',ÑÜ½Ï{s}{vib:³Ú},SABDA,,
litres,ÑÜ½Ï{s},SABDA,,
lits',ºÑÚÆÚ{s}{vib:³Ú},SABDA,,
lits,ºÑÚÆÚ{s},SABDA,,
little,¹å½Ú^Ãå¿Ú^Æ~³á~ÊÏÚÊÏ,SABDA,,
littlest,¹å½Ú^Ãå¿Ú^Æ~³á~ÊÏÚÊÏ~{ÂÌ},SABDA,,
live,[ºÜÔÛÂ]^ÏØ{0}[-],SABDA,,
lived,[ºÜÔÛÂ-]ÏØ~{ed/en},PADA,,
liveliest,ºÜÔÆèÂ~ÏŞÈ~×á~{ÂÌ},SABDA,,
lively,ºÜÔÆèÂ~ÏŞÈ~×á,SABDA,,
liver's,Í³ßÂ{vib:³Ú},SABDA,,
liver,Í³ßÂ{0},SABDA,,
livers',Í³ßÂ{s}{vib:³Ú},SABDA,,
livers,Í³ßÂ{s},SABDA,,
lives's,ºÜÔÆ{s}{vib:³Ú},SABDA,,
lives,ºÜÔÆ/[ºÜÔÛÂ]^ÏØ~{s},SABDA,,
livest,[ºÜÔÛÂ]^ÏØ~{ÂÌ},SABDA,,
livestock's,ÈÕİÅÆ{vib:³Ú},SABDA,,
livestock,ÈÕİÅÆ{0},SABDA,,
livestocks',ÈÕİÅÆ{s}{vib:³Ú},SABDA,,
livestocks,ÈÕİÅÆ{s},SABDA,,
living,[ºÜÔÛÂ]^ÏØ~{ing},SABDA,,
lo,Äá´å,SABDA,,
load's,Êå»Ú^¿ÚÑ{vib:³Ú},SABDA,,
load,Êå»Ú^¿ÚÑ{0},SABDA,,
loaded,Êå»Ú^¿ÚÑ~{ed/en},SABDA,,
loading,Êå»Ú^¿ÚÑ~{ing},SABDA,,
loads',Êå»Ú^¿ÚÑ{s}{vib:³Ú},SABDA,,
loads,Êå»Ú^¿ÚÑ~{s},SABDA,,
loaf's,Ïå½Ü/×ÌÍ~ÊÏÊÚÄ~³ÏÆÚ{vib:³Ú},SABDA,,
loaf,Ïå½Ü/×ÌÍ~ÊÏÊÚÄ~³ÏÆÚ{0},SABDA,,
loafed,Ïå½Ü/×ÌÍ~ÊÏÊÚÄ~³ÏÆÚ~{ed/en},SABDA,,
loafing,Ïå½Ü/×ÌÍ~ÊÏÊÚÄ~³ÏÆÚ~{ing},SABDA,,
loafs,Ïå½Ü/×ÌÍ~ÊÏÊÚÄ~³ÏÆÚ~{s},SABDA,,
loan's,ªÁ{vib:³Ú},SABDA,,
loan,ªÁ{0},SABDA,,
loaned,ªÁ~{ed/en},SABDA,,
loanee,³ÏèºéÄÚÏ,Administration_Glossary:HARIRAM,,
loaner,ÑáÆÄÚÏ,Administration_Glossary:HARIRAM,,
loaning,ªÁ~{ing},SABDA,,
loans',ªÁ{s}{vib:³Ú},SABDA,,
loans,ªÁ~{s},SABDA,,
loaves's,Ïå½Ü/×ÌÍ~ÊÏÊÚÄ~³ÏÆÚ{s}{vib:³Ú},SABDA,,
loaves,Ïå½Ü/×ÌÍ~ÊÏÊÚÄ~³ÏÆÚ{s},SABDA,,
lob's,¨¹ÚÑÆÚ{vib:³Ú},SABDA,,
lob,¨¹ÚÑÆÚ{0},SABDA,,
lobbed,¨¹ÚÑÆÚ~{ed/en},SABDA,,
lobbied,×ËÚ³³èÖ^ÄÑ~{ed/en},SABDA,,
lobbies',×ËÚ³³èÖ^ÄÑ{s}{vib:³Ú},SABDA,,
lobbies,×ËÚ³³èÖ^ÄÑ~{s},SABDA,,
lobbing,¨¹ÚÑÆÚ~{ing},SABDA,,
lobby's,×ËÚ³³èÖ^ÄÑ{vib:³Ú},SABDA,,
lobby,×ËÚ³³èÖ^ÄÑ{0},SABDA,,
lobbying,×ËÚ³³èÖ^ÄÑ~{ing},SABDA,,
lobs',¨¹ÚÑÆÚ{s}{vib:³Ú},SABDA,,
lobs,¨¹ÚÑÆÚ~{s},SABDA,,
local's,×èÃÚÆÜÍ{vib:³Ú},SABDA,,
local,×èÃÚÆÜÍ[-],SABDA,,
localest,×èÃÚÆÜÍ~{ÂÌ},SABDA,,
locals',×èÃÚÆÜÍ{s}{vib:³Ú},SABDA,,
locals,×èÃÚÆÜÍ{s},SABDA,,
locate,×èÃÛÂ~ØåÆÚ^×èÃÛÂÛ~ÈÂÚ~³ÏÆÚ{0},SABDA,,
located,×èÃÛÂ~ØåÆÚ^×èÃÛÂÛ~ÈÂÚ~³ÏÆÚ~{ed/en},SABDA,,
locates,×èÃÛÂ~ØåÆÚ^×èÃÛÂÛ~ÈÂÚ~³ÏÆÚ~{s},SABDA,,
locating,×èÃÛÂ~ØåÆÚ^×èÃÛÂÛ~ÈÂÚ~³ÏÆÚ~{ing},SABDA,,
location's,ºµØ^×èÃÚÆ{vib:³Ú},SABDA,,
location,ºµØ^×èÃÚÆ{0},SABDA,,
locations',ºµØ^×èÃÚÆ{s}{vib:³Ú},SABDA,,
locations,ºµØ^×èÃÚÆ{s},SABDA,,
lock's,ÂÚÑÚ`{vib:³Ú},SABDA,,
lock,ÂÚÑÚ`{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/lock
lock-up,ÂÚÑÚ`[-],SABDA,,
locked,ÂÚÑÚ`~{ed/en},SABDA,,
locking,ÂÚÑÚ`~{ing},SABDA,,
locks',ÂÚÑÚ`{s}{vib:³Ú},SABDA,,
locks,ÂÚÑÚ`~{s},SABDA,,
lockup,ÂÚÑÚ`[-],SABDA,,
lodge's,Ì³ÚÆ/ÄÏèº~³ÏÂÚ~Øâ{vib:³Ú},SABDA,,
lodge,Ì³ÚÆ/ÄÏèº~³ÏÂÚ~Øâ{0},SABDA,,
lodged,Ì³ÚÆ/ÄÏèº~³ÏÂÚ~Øâ~{ed/en},SABDA,,
lodges',Ì³ÚÆ/ÄÏèº~³ÏÂÚ~Øâ{s}{vib:³Ú},SABDA,,
lodges,Ì³ÚÆ/ÄÏèº~³ÏÂÚ~Øâ~{s},SABDA,,
lodging's,Øå½Ñ~Ìá~ÏØÆÚ]~Øâ~[ºå]/ÄÏèºé~³ÏÂÚ~[Øİ¥]~Øâ~[ºå]{vib:³Ú},SABDA,,
lodging,Øå½Ñ~Ìá~ÏØÆÚ~{ing},SABDA,,
lodgings',Øå½Ñ~Ìá~ÏØÂÚ~[Øİ¥]~Øâ~[ºå]/ÄÏèºé~³ÏÂÚ~[Øİ¥]~Øâ~[ºå]{s}{vib:³Ú},SABDA,,
lodgings,¥ÔÚ×{¤×èÃÚÍÜ},PADA,,
log's,ÂÆÚ{vib:³Ú},SABDA,,
log,ÂÆÚ{0},SABDA,,
logged,ÂÆÚ~{ed/en},SABDA,,
logging,ÂÆÚ~{ing},SABDA,,
logic's,ÂÏè³[ÕÚ×èÂèÏ]{vib:³Ú},SABDA,,
logic,ÂÏè³[ÕÚ×èÂèÏ]{0},SABDA,,
logical's,ÂÚÏè³Û³{vib:³Ú},SABDA,,
logical,ÂÚÏè³Û³[-],SABDA,,
logicalest,ÂÚÏè³Û³~{ÂÌ},SABDA,,
logicals',ÂÚÏè³Û³{s}{vib:³Ú},SABDA,,
logicals,ÂÚÏè³Û³{s},SABDA,,
logics',ÂÏè³[ÕÚ×èÂèÏ]{s}{vib:³Ú},SABDA,,
logics,ÂÏè³[ÕÚ×èÂèÏ]{s},SABDA,,
logs',ÂÆÚ{s}{vib:³Ú},SABDA,,
logs,ÂÆÚ~{s},SABDA,,
london,ÑÆè¿Æ,SHIVA,,
loneliest,¬³Ú³Ü~{ÂÌ},SABDA,,
lonely,¬³Ú³Ü[-],SABDA,,
long's,ÑÌèÊÚ~[³ÚÑ][-]/¸ÚØÆÚ{ÂÜÔèÏ}{vib:³Ú},SABDA,,
long,ÑÌèÊÚ~[³ÚÑ][-]/¸ÚØÆÚ{ÂÜÔèÏ}{0},SABDA,,
long-range,ÑÌèÊÜ^ÄŞÏÜ[-],SABDA,,
long-rangest,ÑÌèÊÜ^ÄŞÏÜ~{ÂÌ},SABDA,,
long-term,ÑÌèÊÜ^¤ÔÅÜ[-],SABDA,,
long-termest,ÑÌèÊÜ^¤ÔÅÜ~{ÂÌ},SABDA,,
longed,ÑÌèÊÚ~[³ÚÑ][-]/¸ÚØÆÚ{ÂÜÔèÏ}~{ed/en},SABDA,,
longer,ÑÌèÊÚ~{ÂÏ},REF,,
longest,ÑÌèÊÚ~[³ÚÑ][-]/¸ÚØÆÚ{ÂÜÔèÏ}~{ÂÌ},SABDA,,
longing,ÑÌèÊÚ~[³ÚÑ][-]/¸ÚØÆÚ{ÂÜÔèÏ}~{ing},SABDA,,
longrange,ÑÌèÊÜ^ÄŞÏÜ[-],SABDA,,
longrangest,ÑÌèÊÜ^ÄŞÏÜ~{ÂÌ},SABDA,,
longs',ÑÌèÊÚ~[³ÚÑ][-]/¸ÚØÆÚ{ÂÜÔèÏ}{s}{vib:³Ú},SABDA,,
longs,ÑÌèÊÚ~[³ÚÑ][-]/¸ÚØÆÚ{ÂÜÔèÏ}~{s},SABDA,,
longterm,ÑÌèÊÜ^¤ÔÅÜ[-],SABDA,,
longtermest,ÑÌèÊÜ^¤ÔÅÜ~{ÂÌ},SABDA,,
look's,ÆºéÏ~¿ÚÑÆÚ`[¥ÆÚ]{vib:³Ú},SABDA,,
look,ÆºéÏ~¿ÚÑÆÚ`[¥ÆÚ]{0},SABDA,,
looked,ÆºéÏ~¿ÚÑÆÚ`[¥ÆÚ]~{ed/en},SABDA,,
looking,ÆºéÏ~¿ÚÑÆÚ`[¥ÆÚ]~{ing},SABDA,,
looking-glass,ÕÜÕÚ,REF,,
looks',ÆºéÏ~¿ÚÑÆÚ`[¥ÆÚ]{s}{vib:³Ú},SABDA,,
looks,ÆºéÏ~¿ÚÑÆÚ`[¥ÆÚ]~{s},SABDA,,
loom's,³Ï¶Ú^¹ÚÆÚ{¤×èÈÖè½}{vib:³Ú},SABDA,,
loom,³Ï¶Ú^¹ÚÆÚ{¤×èÈÖè½}{0},SABDA,,
loomed,³Ï¶Ú^¹ÚÆÚ{¤×èÈÖè½}~{ed/en},SABDA,,
looming,³Ï¶Ú^¹ÚÆÚ{¤×èÈÖè½}~{ing},SABDA,,
looms',³Ï¶Ú^¹ÚÆÚ{¤×èÈÖè½}{s}{vib:³Ú},SABDA,,
looms,³Ï¶Ú^¹ÚÆÚ{¤×èÈÖè½}~{s},SABDA,,
loop's,ÉÆèÄÚ{vib:³Ú},SABDA,,
loop,ÉÆèÄÚ{0},SABDA,,
looped,ÉÆèÄÚ~{ed/en},SABDA,,
looping,ÉÆèÄÚ~{ing},SABDA,,
loops',ÉÆèÄÚ{s}{vib:³Ú},SABDA,,
loops,ÉÆèÄÚ~{s},SABDA,,
loose's,ÀÜÑÚ{vib:³Ú},SABDA,,
loose,ÀÜÑÚ{0},SABDA,,
loosed,ÀÜÑÚ~{ed/en},SABDA,,
looser,ÀÜÑÚ~{ÂÏ},SABDA,,
looses',ÀÜÑÚ{s}{vib:³Ú},SABDA,,
looses,ÀÜÑÚ~{s},SABDA,,
loosest,ÀÜÑÚ~{ÂÌ},SABDA,,
loosing,ÀÜÑÚ~{ing},SABDA,,
lord's,ÑçÏè¿{vib:³Ú},SABDA,,
lord,ÑçÏè¿{0},SABDA,,
lorded,ÑçÏè¿~{ed/en},SABDA,,
lording,ÑçÏè¿~{ing},SABDA,,
lords',ÑçÏè¿{s}{vib:³Ú},SABDA,,
lords,ÑçÏè¿~{s},SABDA,,
lose,´åÆÚ^ØÚÏÆÚ{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/lose
loses,´åÆÚ^ØÚÏÆÚ~{s},SABDA,,
losing,´åÆÚ^ØÚÏÆÚ~{ing},SABDA,,
loss's,ØÚÆÛ{vib:³Ú},SABDA,,
loss,ØÚÆÛ{0},SABDA,,
losses',ØÚÆÛ{s}{vib:³Ú},SABDA,,
losses,ØÚÆÛ{s},SABDA,,
lost,´åÆÚ^ØÚÏÆÚ~{ed/en}[-],SABDA,,
lostest,´åÆÚ~{ÂÌ},SABDA,,
lot's,ÊØİÂ~Ê¿Ü~×¢´èÍÚ/ËÚµèÍ{vib:³Ú},SABDA,,
lot,ÊØİÂ~Ê¿Ü~×¢´èÍÚ/ËÚµèÍ,REF,,
lots',ÊØİÂ~Ê¿Ü~×¢´èÍÚ/ËÚµèÍ{s}{vib:³Ú},SABDA,,
lots,ÊØİÂ~Ê¿Ü~×¢´èÍÚ/ËÚµèÍ~{s},SABDA,,
lotted,ÊØİÂ~Ê¿Ü~×¢´èÍÚ/ËÚµèÍ~{ed/en},SABDA,,
lotting,ÊØİÂ~Ê¿Ü~×¢´èÍÚ/ËÚµèÍ~{ing},SABDA,,
loud,ºéåÏ~³Ü~¥ÔÚºé,SABDA,,
