attorney-at-law	pramANiwa_aBikarwA
interdicting	popa_kI_niReXAjFA
interdict's	popa_kI_niReXAjFA
interdicts'	popa_kI_niReXAjFA
interdicts	popa_kI_niReXAjFA
interdisciplinary	bahuviRayaka
interesteder	ruci_raKanevAlA
interestedest	ruci_raKanevAlA
interestinger	rocaka
interestingest	rocaka
interest's	rasa
interests'	rasa
interests	rasa
interface's	milana-biMxu_karanA
interfaces'	milana-biMxu_karanA
interfaces	milana-biMxu_karanA
interfered	bIca_mez_padZanA
interference's	bAXA
interferences'	bAXA
interferences	bAXA
interferes	bIca_mez_padZanA
interfering	bIca_mez_padZanA
interferon's	viRANu_avaroXaka
interferons'	viRANu_avaroXaka
interferons	viRANu_avaroXaka
interimer	anwarima_avaXi
interimest	anwarima_avaXi
interim's	anwarima_avaXi
interims'	anwarima_avaXi
interims	anwarima_avaXi
interiorer	BIwara
interiorest	BIwara
interior's	BIwara
interiors'	BIwara
interiors	BIwara
interjected	bIca_mez_rAya_xenA
interjecting	bIca_mez_rAya_xenA
interjection's	vismayAxiboXaka
interjections'	vismayAxiboXaka
interjections	vismayAxiboXaka
interjects	bIca_mez_rAya_xenA
interlaced	gUzWanA
interlaces	gUzWanA
interlacing	gUzWanA
interleaved	AMwarapawraNa
interleaves	AMwarapawraNa
interleaving	AMwarapawraNa
interlinked	milAnA
interlinking	milAnA
interlinks	milAnA
interlocked	eka_sAWa_jodanA
interlocking	eka_sAWa_jodanA
interlock's	eka_sAWa_jodanA
interlocks'	eka_sAWa_jodanA
interlocks	eka_sAWa_jodanA
interlocution	vArwAlApa
interlocutor's	vArwAlApI
interlocutors'	vArwAlApI
interlocutors	vArwAlApI
interlocutory	vArwAlApamaya
interloper's	ajanabI
interlopers'	ajanabI
interlopers	ajanabI
interlude's	maXyAnwara_kA_kAryakrama
interludes'	maXyAnwara_kA_kAryakrama
interludes	maXyAnwara_kA_kAryakrama
intermarriage's	Binna_jAwi_kA_vivAha
intermarriages'	Binna_jAwi_kA_vivAha
intermarriages	Binna_jAwi_kA_vivAha
intermediarier	prawiniXi
intermediaries'	prawiniXi
intermediaries	prawiniXi
intermediariest	prawiniXi
intermediary's	prawiniXi
intermediater	maXyavarwI
intermediate's	maXyavarwI
intermediates'	maXyavarwI
intermediates	maXyavarwI
intermediatest	maXyavarwI
interminabler	ananwa
interminablest	ananwa
intermingled	milanA
intermingles	milanA
intermingling	milanA
intermission's	maXyAnwara
intermissions'	maXyAnwara
intermissions	maXyAnwara
intermittenter	AMwarAyika
intermittentest	AMwarAyika
internaler	Anwarika
internalest	Anwarika
internalize	AzwirakawA_xenA
internal's	Anwarika
internals'	Anwarika
internals	Anwarika
internationaler	anwarrARtrIya_saMGatana
internationale's	samAjavAxI_gIwa
internationales'	samAjavAxI_gIwa
internationales	samAjavAxI_gIwa
internationalest	anwarrARtrIya_saMGatana
internationalise	aMwarrARtrIya_banAnA
internationalism's	anwarrARtrIyawA
internationalisms'	anwarrARtrIyawA
internationalisms	anwarrARtrIyawA
internationalist's	anwarrARtrIyawAvAxI
internationalists'	anwarrARtrIyawAvAxI
internationalists	anwarrARtrIyawAvAxI
internationalization	aMwarrARtIyakaraNa
international's	anwarrARtrIya_saMGatana
internationals'	anwarrARtrIya_saMGatana
internationals	anwarrARtrIya_saMGatana
interneciner	xvipakRaGAwakIya
internecinest	xvipakRaGAwakIya
interned	kExa_raKanA
interning	kExa_raKanA
internment	yuxXakAlIna_najZarabaMxI
interns	kExa_raKanA
interpenetrated	PElAnA
interpenetrates	PElAnA
interpenetrating	PElAnA
interpenetration's	anwarBexana
interpenetrations'	anwarBexana
interpenetrations	anwarBexana
interpolated	bIca_meM_dAlanA
interpolates	bIca_meM_dAlanA
interpolating	bIca_meM_dAlanA
interposed	bIca_meM_bolanA
interposes	bIca_meM_bolanA
interposing	bIca_meM_bolanA
interpretation's	bayAna
interpretations'	bayAna
interpretations	bayAna
interpreted	BARAnwara_karanA
interpreter's	anuvAxaka
interpreters'	anuvAxaka
interpreters	anuvAxaka
interpreting	BARAnwara_karanA
interpretive	vyAKyAwmaka
Interpretor	smaraka-aMwara
interprets	BARAnwara_karanA
interprovincial	aMwara-prAMwIya
interred	gAdZanA
interregna	aMwarAla
interregna's	aMwarAla
interregnum's	aMwarAla
interregnums'	aMwarAla
interregnums	aMwarAla
interrelated	paraspara_saMbaxXa_karanA
interrelates	paraspara_saMbaxXa_karanA
interrelating	paraspara_saMbaxXa_karanA
interrelation's	pArasparika_saMbaMXa
interrelations'	pArasparika_saMbaMXa
interrelations	pArasparika_saMbaMXa
interring	gAdZanA
interrogated	praSna_karanA
interrogates	praSna_karanA
interrogating	praSna_karanA
interrogation's	pUCa_wACa
interrogations'	pUCa_wACa
interrogations	pUCa_wACa
interrogativer	praSnAwmaka
interrogative's	praSnAwmaka
interrogatives'	praSnAwmaka
interrogatives	praSnAwmaka
interrogativest	praSnAwmaka
interrogator's	praSnakarwA
interrogators'	praSnakarwA
interrogators	praSnakarwA
interrupted	bolane_meM_bAXA_xenA
interrupting	bolane_meM_bAXA_xenA
interruption's	bAXA
interruptions'	bAXA
interruptions	bAXA
interrupts	bolane_meM_bAXA_xenA
intersected	paraspara_kAtanA
intersecting	paraspara_kAtanA
intersection's	cOrAhA
intersections'	cOrAhA
intersections	cOrAhA
intersects	paraspara_kAtanA
inter-se	paraspara
inters	gAdZanA
interspersed	bIca_bIca_meM_honA
intersperses	bIca_bIca_meM_honA
interspersing	bIca_bIca_meM_honA
interstater	anwarrAjyIya
interstatest	anwarrAjyIya
interstice's	xarAra
interstices'	xarAra
interstices	xarAra
intertwined	batanA
intertwines	batanA
intertwining	batanA
interval's	aMwarAla
intervals'	aMwarAla
intervals	aMwarAla
intervened	bIca_mez_AnA
intervenes	bIca_mez_AnA
intervening	bIca_mez_AnA
intervention's	maXyavarwa
interventions'	maXyavarwa
interventions	maXyavarwa
interviewed	iMtaravyU_lenA
interviewer's	sAkRAwakarwA
interviewers'	sAkRAwakarwA
interviewers	sAkRAwakarwA
interviewing	iMtaravyU_lenA
interview's	iMtaravyU_lenA
interviews'	iMtaravyU_lenA
interviews	iMtaravyU_lenA
interweaved	gUzWanA
interweaves	gUzWanA
interweaving	gUzWanA
interwove	gUzWanA
interwoven	gUzWanA
intestate	nirvasIyawa
intestine's	azwadZI
intestines'	azwadZI
intestines	azwadZI
intimacies'	AwmIyawA
intimacies	AwmIyawA
intimacy's	AwmIyawA
intimated	supariciwa
intimater	supariciwa
intimates	suparicawa
intimatest	supariciwa
intimating	supariciwa
intimidated	XamakAnA
intimidates	XamakAnA
intimidating	XamakAnA
intimidation's	XamakI
intimidations'	XamakI
intimidations	XamakI
intolerabler	asahanIya
intolerablest	asahanIya
intolerance's	asahiRNuwA
intoleranter	asahanaSIla
intolerantest	asahanaSIla
intonation	sura
intoned	anuwAna_karanA
intones	anuwAna_karanA
intoning	anuwAna_karanA
intoxicanter	mAxaka_paxArWa
intoxicantest	mAxaka_paxArWa
intoxicant's	mAxaka_paxArWa
intoxicants'	mAxaka_paxArWa
intoxicants	mAxaka_paxArWa
intoxicated	unmawwa_karanA
intoxicates	unmawwa_karanA
intoxication's	naSA
intoxications'	naSA
intoxications	naSA
intractabler	haTI
intractablest	haTI
intramuraler	saMsWAgawa_prawiyogiwA
intramuralest	saMsWAgawa_prawiyogiwA
intransigence's	haTa
intransigences'	haTa
intransigences	haTa
intransigencies'	haTa
intransigencies	haTa
intransigency	haTa
intransigency's	haTa
intransigenter	haTI
intransigentest	haTI
intransigent's	haTI
intransigents'	haTI
intransigents	haTI
intransitiver	akarmaka_kriyA
intransitive's	akarmaka_kriyA
intransitives'	akarmaka_kriyA
intransitives	akarmaka_kriyA
intransitivest	akarmaka_kriyA
intrauterine	garBASaya_kA_BIwarI
intravenouser	anwarSirA
intravenousest	anwarSirA
intravenously	aMwayYarSarIya_viXi_se
intreat	anunaya_vinaya_kara
intreated	anunaya_vinaya_kara
intreating	anunaya_vinaya_kara
intreats	anunaya_vinaya_kara
intrench	cAroM_ora_KAI_Koxa_kara_surakRiwa_karanA
intrenched	cAroM_ora_KAI_Koxa_kara_surakRiwa_karanA
intrenches	cAroM_ora_KAI_Koxa_kara_surakRiwa_karanA
intrenching	cAroM_ora_KAI_Koxa_kara_surakRiwa_karanA
intrepider	nirBaya
intrepidest	nirBaya
intricacies'	kaTinawA
intricacies	kaTinawA
intricacy's	kaTinawA
intricately	jitalawApUrvaka
intricatenesses'	kaTinawA
intricatenesses	kaTinawA
intricateness	kaTinawA
intricateness's	kaTinawA
intricater	pecIxA
intricatest	pecIxA
intrigued	kUtayukwi_racanA
intrigue's	kUtayukwi_racanA
intrigues'	kUtayukwi_racanA
intrigues	kUtayukwi_racanA
intriguingly	kuwUhalapUrNa_DaMge_se
intrinsicaler	mUlaBUwa
intrinsicalest	mUlaBUwa
intrinsical	mUlaBUwa
intrinsicer	mUlaBUwa
intrinsicest	mUlaBUwa
introduced	praswuwa_karanA
introduces	praswuwa_karanA
introducing	praswuwa_karanA
introduction's	paricaya
introductions'	paricaya
introductions	paricaya
introductorier	AraMBika
introductoriest	AraMBika
introspection's	AwmaviSleRaNa
introspections'	AwmaviSleRaNa
introspections	AwmaviSleRaNa
introversion's	anwarmuKawA
introversions'	anwarmuKawA
introversions	anwarmuKawA
introverting	anwarmuKI_vyakwi
introvert's	anwarmuKI_vyakwi
introverts'	anwarmuKI_vyakwi
introverts	anwarmuKI_vyakwi
intruded	GusanA
intruder's	GusapETiyA
intruders'	GusapETiyA
intruders	GusapETiyA
intrudes	GusanA
intruding	GusanA
intrusion's	balAw_praveSa
intrusions'	balAw_praveSa
intrusions	balAw_praveSa
intrusiver	GusapETa_karane_vAlA
intrusivest	GusapETa_karane_vAlA
intrusted	sOMpa_xenA
intrusting	sOMpa_xenA
intrust	sOMpa_xenA
intrusts	sOMpa_xenA
intuited	sahajajFAna_honA
intuiting	sahajajFAna_honA
intuition's	anwarjFAna
intuitions'	anwarjFAna
intuitions	anwarjFAna
intuitiver	sahajajFAna_saMbanXI
intuitivest	sahajajFAna_saMbanXI
intuits	sahajajFAna_honA
inundated	bADa_lAnA
inundates	bADa_lAnA
inundating	bADa_lAnA
inundation's	bADa
inundations'	bADa
inundations	bADa
invaded	Gusa_jAnA
invader's	AkramaNakArI
invaders'	AkramaNakArI
invaders	AkramaNakArI
invades	Gusa_jAnA
invading	Gusa_jAnA
invalidated	aviXimAnya_karanA
invalidates	aviXimAnya_karanA
invalidating	aviXimAnya_karanA
invalided	amAnya
invalider	amAnya
invalidest	amAnya
invaliding	amAnya
invalidities'	aviXimAnyawA
invalidities	aviXimAnyawA
invalidity's	aviXimAnyawA
invalidness	aviXimAnyawA
invalidnesses'	aviXimAnyawA
invalidnesses	aviXimAnyawA
invalidness's	aviXimAnyawA
invalid's	amAnya
invalids'	amAnya
invalids	amAnya
invariabler	aparivarwanaSIla
invariable's	aparivarwanaSIla
invariables'	aparivarwanaSIla
invariables	aparivarwanaSIla
invariablest	aparivarwanaSIla
invasion's	caDAI
invasions'	caDAI
invasions	caDAI
invasiver	PElAva
invasivest	PElAva
invectiver	apavAxa
invective's	apavAxa
invectives'	apavAxa
invectives	apavAxa
invectivest	apavAxa
inveigled	cAlAkI_se_PusalAnA
inveigles	cAlAkI_se_PusalAnA
inveigling	cAlAkI_se_PusalAnA
invented	AviRkAra_karanA
inventing	AviRkAra_karanA
invention's	AviRkAra
inventions'	AviRkAra
inventions	AviRkAra
inventiveness	mOlikawA
inventiver	AviRkArI
inventivest	AviRkArI
inventoried	viswqwa_sUcI
inventories'	viswqwa_sUcI
inventories	viswqwa_sUcI
inventor's	AviRkAraka
inventors'	AviRkAraka
inventors	AviRkAraka
inventorying	viswqwa_sUcI
inventory's	viswqwa_sUcI
invents	AviRkAra_karanA
inversely	viparIwa_DaMga_se
inverser	prawiloma
inverse's	prawiloma
inverses'	prawiloma
inverses	prawiloma
inversest	prawiloma
inversion's	ulatAva
inversions'	ulatAva
inversions	ulatAva
invertebrater	rIDavihIna
invertebrate's	rIDavihIna
invertebrates'	rIDavihIna
invertebrates	rIDavihIna
invertebratest	rIDavihIna
inverted	ulatA_karanA
inverting	ulatA_karanA
invert's	ulatA_karanA
inverts'	ulatA_karanA
inverts	ulatA_karanA
invested	aXikAra_xenA
investigated	anusaMXAna_karanA
investigates	anusaMXAna_karanA
investigating	anusaMXAna_karanA
investigation's	anusaMXAna
investigations'	anusaMXAna
investigations	anusaMXAna
investigative	wahakIkAwa_saMbaMXI
investigator's	jAzca_karwA
investigators'	jAzca_karwA
investigators	jAzca_karwA
investing	aXikAra_xenA
investiture's	paxarohaNa_samAroha
investitures'	paxarohaNa_samAroha
investitures	paxarohaNa_samAroha
investment's	niveSana
investments'	niveSana
investments	niveSana
investor's	Xana_lagAnA
investors'	Xana_lagAnA
investors	Xana_lagAnA
invests	aXikAra_xenA
inveterater	niranwara
inveteratest	niranwara
invidiouser	xveRajanaka
invidiousest	xveRajanaka
invigilated	nigarAnI_karanA
invigilates	nigarAnI_karanA
invigilating	nigarAnI_karanA
invigilation's	nigarAnI
invigilations'	nigarAnI
invigilations	nigarAnI
invigilator's	nirIkRaka
invigilators'	nirIkRaka
invigilators	nirIkRaka
invigorated	balavarXana_karanA
invigorates	balavarXana_karanA
invincibility	aparAjeyawA
invincibler	ajeya
invinciblest	ajeya
inviolability	alaMGanIyawA
inviolabler	alafGya
inviolablest	alafGya
inviolater	anullaMGanIya
inviolatest	anullaMGanIya
invisibilities'	axqSyawA
invisibilities	axqSyawA
invisibility's	axqSyawA
invisibleness	axqSyawA
invisiblenesses'	axqSyawA
invisiblenesses	axqSyawA
invisibleness's	axqSyawA
invisibler	aprakata
invisible's	aprakata
invisibles'	aprakata
invisibles	aprakata
invisiblest	aprakata
invitation's	AmanwraNa
invitations'	AmanwraNa
invitations	AmanwraNa
invited	AkqRta_karanA
invite's	AkqRta_karanA
invites'	AkqRta_karanA
invites	AkqRta_karanA
inviting	AkqRta_karanA
invitingly	luBAvane_DaMga_se
invocation's	swuwi
invocations'	swuwi
invocations	swuwi
invoiced	bIjaka_banAnA
invoice's	bIjaka_banAnA
invoices'	bIjaka_banAnA
invoices	bIjaka_banAnA
invoicing	bIjaka_banAnA
invoked	yAcanA_karanA
invokes	yAcanA_karanA
invoking	yAcanA_karanA
involuntarier	asvEcCika
involuntariest	asvEcCika
involved	kAma_meM_laga_jAnA
involvement's	PazsAva
involvements'	PazsAva
involvements	PazsAva
involves	kAma_meM_laga_jAnA
involving	kAma_meM_laga_jAnA
invulnerability	Ahawa_na_hone_kI_kRamawA
invulnerabler	aBexya
invulnerablest	aBexya
inwarder	anwarmuKI
inwardest	anwarmuKI
inwardness	AMwiraka_avasWA
inward's	anwarmuKI
inwards'	anwarmuKI
inwards	anwarmuKI
iodine's	AyodIna
iodines'	AyodIna
iodines	AyodIna
ionisation	AyanIkaraNa
ionizer	Ayana_uwpanna_karane_vAlI_maSIna
ionosphere's	AyanamaMdala
ionospheres'	AyanamaMdala
ionospheres	AyanamaMdala
ion's	Ayana
ions'	Ayana
ions	Ayana
iorn-cast	DalavAM_lohA
iota's	kaNa
iotas'	kaNa
iotas	kaNa
ipso-facto	isI_bAwa_se
ipso-jure	viXiwa:
irascibler	cidZacidZA
irasciblest	cidZacidZA
irater	kruxXa
iratest	kruxXa
IRELAND	AyaralEMda
ire's	kroXa
ires'	kroXa
ires	kroXa
iridescenter	raMgabiraMgA
iridescentest	raMgabiraMgA
iridium's	iridiyama_nAmaka_wawva
iridiums'	iridiyama_nAmaka_wawva
iridiums	iridiyama_nAmaka_wawva
irises'	Airisa_nAmaka_pOXA
irises	Airisa_nAmaka_pOXA
Irisher	AyaralEMda_ke
Irishest	AyaralEMda_ke
IRISHMAN	AyaralEMda_nivAsI_puoRa
Irish's	AyaralEMda_ke
iris's	Airisa_nAmaka_pOXA
irked	gussA_xilAnA
irking	gussA_xilAnA
irks	gussA_xilAnA
irksomer	pareSAna_karane_vAlA
irksomest	pareSAna_karane_vAlA
ironed	golPa_Kelane_kA_daMdA
ironer	golPa_Kelane_kA_daMdA
ironest	golPa_Kelane_kA_daMdA
ironicaler	vyaMgyAwmaka
ironicalest	vyaMgyAwmaka
ironical	vyaMgyAwmaka
ironicer	vyaMgyAwmaka
ironicest	vyaMgyAwmaka
ironier	vyAjokwi
ironiest	vyAjokwi
ironies'	vyAjokwi
ironies	vyAjokwi
ironing-board's	iswrI_borda
ironing-boards'	iswrI_borda
ironing-boards	iswrI_borda
ironing	golPa_Kelane_kA_daMdA
ironmonger's	XAwu_upakaraNa_vyApArI
ironmongers'	XAwu_upakaraNa_vyApArI
ironmongers	XAwu_upakaraNa_vyApArI
iron's	golPa_Kelane_kA_daMdA
irons'	golPa_Kelane_kA_daMdA
irons	golPa_Kelane_kA_daMdA
ironstone's	kaTora_ayaska
ironstones'	kaTora_ayaska
ironstones	kaTora_ayaska
ironwork's	lohiwa_vaswuze
ironworks'	lohiwa_vaswuze
ironworks's	lOhaSAlA
irony's	vyAjokwi
irradiated	camakAnA
irradiates	camakAnA
irradiating	camakAnA
irradiation's	eksare_upacAra
irradiations'	eksare_upacAra
irradiations	eksare_upacAra
irrationaler	
irrationalest	
irrationality	aviveka
irrationally	avivekapUrNa_DaMga_se
irrational's	
irrationals'	
irrationals	
irrecognizable	anaBijFeya
irreconcilabler	asaMgawa
irreconcilable's	asaMgawa
irreconcilables'	asaMgawa
irreconcilables	asaMgawa
irreconcilablest	asaMgawa
irrecoverabler	bevasUla
irrecoverablest	bevasUla
irredeemabler	aprApya
irredeemablest	aprApya
irredeemably	burI_waraha_se
irreducibler	alaGukaraNIya
irreduciblest	alaGukaraNIya
irrefutabler	akAtya
irrefutablest	akAtya
irregularer	aniyamiwa
irregularest	aniyamiwa
irregularities'	aniyamiwawA
irregularities	aniyamiwawA
irregularity's	aniyamiwawA
irregular's	aniyamiwa
irregulars'	aniyamiwa
irregulars	aniyamiwa
irrelevance's	asambanXa
irrelevances'	asambanXa
irrelevances	asambanXa
irrelevancies'	asambanXa
irrelevancies	asambanXa
irrelevancy	asambanXa
irrelevancy's	asambanXa
irrelevanter	bemawalaba
irrelevantest	bemawalaba
irremediabler	asuXArya
irremediablest	asuXArya
irreparabler	jise_suXArA_na_jA_sake
irreparablest	jise_suXArA_na_jA_sake
irreparably	marammawa_na_kI_jA_sake
irreplaceabler	aprawisWApya
irreplaceablest	aprawisWApya
irrepressibler	axamanIya
irrepressiblest	axamanIya
irreproachabler	niRkalaMka
irreproachablest	niRkalaMka
irresistibler	luBAvanA
irresistiblest	luBAvanA
irresoluteness	aniScaya
irresoluter	aniSciwa
irresolutest	aniSciwa
irresponsibility	gEra_jZimmexArI
irresponsibler	gEra-jZimmexAra
irresponsiblest	gEra-jZimmexAra
irresponsibly	gEra_jZimmexArAnA_DaMga_se
irretrievabler	aprApya
irretrievablest	aprApya
irreverence's	aSraxXA
irreverences'	aSraxXA
irreverences	aSraxXA
irreversibler	aparivarwanIya
irreversiblest	aparivarwanIya
irreversibly	aparivarwanIya_DaMga_se
irrevocabler	aparivarwanIya
irrevocablest	aparivarwanIya
irrigated	sIzcanA
irrigates	sIzcanA
irrigating	sIzcanA
irrigation's	sizcAI
irritability's	ciDZaciDZApana
irritabler	cidZacidA
irritablest	cidZacidA
irritanter	jvalanakArI
irritantest	jvalanakArI
irritant's	jvalanakArI
irritants'	jvalanakArI
irritants	jvalanakArI
irritates	KujalI_honA
irritatingly	KiJAne_vAle_DaMga_se
irritation's	kroXa
irritations'	kroXa
irritations	kroXa
Islamicer	islAmI
Islamicest	islAmI
Islam's	islAma
islanded	xvIpa
islander's	xvIpa_vAsI
islanders'	xvIpa_vAsI
islanders	xvIpa_vAsI
islanding	xvIpa
island's	xvIpa
islands'	xvIpa
islands	xvIpa
isle's	tApU
isles'	tApU
isles	tApU
islet's	CotA_xvIpa
islets'	CotA_xvIpa
islets	CotA_xvIpa
ismail	ismAila
isobar's	samaxAba_reKA
isobars'	samaxAba_reKA
isobars	samaxAba_reKA
isolated	pqWaka_karanA
isolate's	pqWaka_karanA
isolates'	pqWaka_karanA
isolates	pqWaka_karanA
isolating	pqWaka_karanA
isolationism's	alagAvavAxa
isolationisms'	alagAvavAxa
isolationisms	alagAvavAxa
isometricer	samamiwIya
isometricest	samamiwIya
isometric's	samamiwIya
isometrics'	samamiwIya
isometrics	samamiwIya
isosceleser	samaxvibAhu
isotope's	Aisotopa
isotopes'	Aisotopa
isotopes	Aisotopa
issued	prakASiwa_vaswu
issue's	prakASiwa_vaswu
issues'	prakASiwa_vaswu
issues	prakASiwa_vaswu
issuing	prakASiwa_vaswu
isthmuses'	saMyoga_BUmi
isthmuses	saMyoga_BUmi
isthmus's	saMyoga_BUmi
italicer	wiraCA
italicest	wiraCA
italic's	wiraCA
italics'	wiraCA
itched	icCA
itches'	icCA
itches	icCA
itchier	KujalI
itchiest	KujalI
itching	icCA
itch's	icCA
itemed	viRaya
iteming	viRaya
itemised	maxa_liKa_lenA
itemise	maxa_liKa_lenA
itemises	maxa_liKa_lenA
itemising	maxa_liKa_lenA
itemized	maxa_liKa_lenA
itemizes	maxa_liKa_lenA
itemizing	maxa_liKa_lenA
item's	viRaya
items'	viRaya
items	viRaya
iterance	punarAvqwwi
iterance's	punarAvqwwi
iterances'	punarAvqwwi
iterances	punarAvqwwi
iteration's	punarAvqwwi
iterations'	punarAvqwwi
iterations	punarAvqwwi
itineranter	BramaNaSIla
itinerantest	BramaNaSIla
itinerant's	BramaNaSIla
itinerants'	BramaNaSIla
itinerants	BramaNaSIla
itinerarier	yAwrAkrama
itinerariest	yAwrAkrama
itineraries'	yAwrAkrama
itineraries	yAwrAkrama
itinerary's	yAwrAkrama
ivies'	vixvawwApUrNa_mAnaka
ivies	vixvawwApUrNa_mAnaka
ivorier	gajaxaMwa
ivories'	gajaxaMwa
ivories	gajaxaMwa
ivoriest	gajaxaMwa
ivory's	gajaxaMwa
ivy's	vixvawwApUrNa_mAnaka
j	
jackal's	siyAra
jackals'	siyAra
jackals	siyAra
jackasses'	bevakUPZa
jackasses	bevakUPZa
jackass's	bevakUPZa
jacked	gulAma
jacketed	AvaraNa
jacketing	AvaraNa
jacket's	AvaraNa
jackets'	AvaraNa
jackets	AvaraNa
jacking	gulAma
jackknifed	CurI
jackknife's	CurI
jackknifes	CurI
jackknifing	CurI
jackknives	CurI
jackknives's	CurI
jackpot's	xAzva
jackpots'	xAzva
jackpots	xAzva
jack's	gulAma
jacks'	gulAma
jacks's	jEksa
Jacobeaner	rAjA_jemsa_kA_SAsanakAla
Jacobeanest	rAjA_jemsa_kA_SAsanakAla
jadav	jAxava
jadeder	WakA_huA
jadedest	WakA_huA
jade's	jeda
jades'	jeda
jades	jeda
jading	jeda
jagadish	jagaxISa
jagannath	jagannAWa
jaggeder	nukIlI_XAravAlA
jaggedest	nukIlI_XAravAlA
jagging	xAzwA
jagg's	xAzwA
jaggs'	xAzwA
jaggs	xAzwA
jagg	xAzwA
jag's	xAzwA
jags'	xAzwA
jags	xAzwA
jahid	jAhixa
jailbird's	bAra-bAra_jela_jAne_vAlA_vyakwi
jailbirds'	bAra-bAra_jela_jAne_vAlA_vyakwi
jailbirds	bAra-bAra_jela_jAne_vAlA_vyakwi
jailed	kArAvAsa_honA
jailer	jelara
jailing	kArAvAsa_honA
jail's	kArAvAsa_honA
jails'	kArAvAsa_honA
jails	kArAvAsa_honA
jain	jEna
jaipuria	jayapuriyA
jaipuriar	jayapuriyA
jaiswa	jAyasavAla
jaiswal	jAyasavAla
jalopies'	purAnI_KatArA_motara_gAdZI
jalopies	purAnI_KatArA_motara_gAdZI
jaloppies'	purAnI_KatArA_motara_gAdZI
jaloppies	purAnI_KawatArA_motara_gAdZI
jaloppy	purAnI_KatArA_motara_gAdZI
jaloppy's	purAnI_KatArA_motara_gAdZI
jalopy's	purAnI_KatArA_motara_gAdZI
jambe	KaMbe_yA_xaravAjZe_kA_bAjZU
jambe's	KaMbe_yA_xaravAjZe_kA_bAjZU
jambes'	KaMbe_yA_xaravAjZe_kA_bAjZU
jambes	KaMbe_yA_xaravAjZe_kA_bAjZU
jamboree's	jamAvadZA
jamborees'	jamAvadZA
jamborees	jamAvadZA
jamb's	KaMbe_yA_xaravAjZe_kA_bAjZU
jambs'	KaMbe_yA_xaravAjZe_kA_bAjZU
jambs	KaMbe_yA_xaravAjZe_kA_bAjZU
jamdalia	jamAxiyA
jammed	jEma
jamming	jEma
jam-packeder	BarA_huA
jam-packedest	BarA_huA
jam's	jEma
jams'	jEma
jams	jEma
jangled	JanaJanAnA
jangles	JanaJanAnA
jangling	JanaJanAnA
janitor's	xarabAna
janitors'	xarabAna
janitors	xarabAna
january	janavarI
japaner	rogZana_karake_camakAnA
japanese	jApAnI
japanest	rogZana_karake_camakAnA
japanned	rogZana_karake_camakAnA
japanning	rogZana_karake_camakAnA
japan's	rogZana_karake_camakAnA
japans'	rogZana_karake_camakAnA
japans	rogZana_karake_camakAnA
japed	kisI_para_kiyA_gayA_majAka
jape's	kisI_para_kiyA_gayA_majAka
